UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0755890V,UNIVERSITE SORBONNE UNIVERSITE,456,,46-1,PR,Non,25,,,01/09/2023,27/01/2023,03/03/2023,"Algèbre, Géométrie, Théorie des nombres",Campus Pierre et Marie Curie,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,458,,46-4,PR,Non,25,,,01/09/2023,27/01/2023,03/03/2023,Géométrie et Topologie,Campus Pierre et Marie Curie,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,473,,46-1,PR,Non,25,26,,01/09/2023,27/01/2023,03/03/2023,Mathématiques discrètes,Campus Pierre et Marie Curie,
0912408Y,UNIVERSITE PARIS SACLAY,242 *,25PR14,46-1,PR,Non,25,,,01/09/2023,23/02/2023,30/03/2023,Mathématiques et applications,Faculte des Sciences,
0952259P,CY CERGY PARIS UNIVERSITE,173 *,,46-1,PR,Non,25,26,,01/09/2023,23/02/2023,30/03/2023,"Analyse, géométrie et modélisation",IST - Site de Saint-Martin - CERGY,
0062205P,UNIVERSITE COTE D'AZUR,191 *,26 PR 0062,46-1,PR,Non,26,25,,01/09/2023,23/02/2023,30/03/2023,Calcul Haute Performance,NICE,
0062205P,UNIVERSITE COTE D'AZUR,192 *,25 PR 1409,46-1,PR,Non,26,25,,01/09/2023,23/02/2023,30/03/2023,Mathématiques Appliquées,NICE,
0134009M,UNIVERSITE AIX-MARSEILLE,1221 *,2414,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,"Mathématiques appliquées, optimisation, théorie des jeux, théorie des réseaux",Aix-en-Provence ou Marseille,
0134009M,UNIVERSITE AIX-MARSEILLE,1261 *,8180,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,Analyse des équations aux dérivées partielles,Marseille,
0311384L,UNIVERSITE TOULOUSE 3,4799 *,45451,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,"Statistique, optimisation",TOULOUSE,
0333232J,INP DE BORDEAUX,4130 *,0033,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,Calcul scientifique,Talence,S
0342490X,UNIVERSITE DE MONTPELLIER,98 *,,46-3,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,"Enseignement : statistique : inférence, analyse de données et modélisationRecherche : Mathématiques appliquées",Montpellier,
0342490X,UNIVERSITE DE MONTPELLIER,107 *,,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,Didactique des Mathématiques,Montpellier,
0353074B,UNIVERSITE DE RENNES (EPE),34 *,PR1305,46-1,PR,Non,26,25,,01/09/2023,23/02/2023,30/03/2023,"Statistique, probabilités, apprentissage",RENNES,
0353074B,UNIVERSITE DE RENNES (EPE),40 *,PR0852,46-1,PR,Non,26,60,,01/09/2023,23/02/2023,30/03/2023,"Analyse numérique, calcul scientifique, modélisation",RENNES,
0370800U,UNIVERSITE DE TOURS,4637 *,0088,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,"Analyse non linéaire, EDP, Applications",TOURS,
0421095M,UNIVERSITE DE SAINT-ETIENNE,4410 *,0024,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,"Mathématiques appliquées et interactions : statistique, modélisation, équations aux dérivées partielles.",SAINT-ETIENNE,S
0542493S,UNIVERSITE DE LORRAINE,1575 *,26PR0342,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,Mathématiques appliquées,NANCY,S
0595964M,UNIVERSITE DU LITTORAL,4344 *,,46-1,PR,Non,26,25,,01/09/2023,23/02/2023,30/03/2023,Equations aux Dérivées Partielles. Tout excellent dossier dans les thématiques de l'équipe EMA sera aussi étudié.,Calais,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,122 *,188,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,Statistiques. Les dossiers relevant des probabilités appliquées seront également considérés avec intérêt.,Valenciennes,
0632084Y,UNIVERSITE CLERMONT AUVERGNE,101 *,PR0582,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,Mathématiques Appliquées,Aubiere,
0632084Y,UNIVERSITE CLERMONT AUVERGNE,104 *,PR1107,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,"Recherche : statistique, apprentissage statistique, au sein du LMBP de l'UCA et du CNRS (UMR 6620)Enseignement : data science, IA, statistiques au sein du département IMDS à Polytech Clermont",Aubiere,
0660437S,UNIVERSITE DE PERPIGNAN (VIA DOMITIA),4287 *,,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,"Analyse, EDP et modélisation",PERPIGNAN,
0690187D,ECOLE CENTRALE DE LYON,4102 *,0011,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,"EDP, modélisation et calcul en lien avec l'environnement, les transitions, et/ou l'adaptation",ECULLY,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4781 *,1591,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,"Mathématiques appliquées : économie, décision, jeux","Centre PMF, MSE",
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4782 *,1678,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,"Calcul des variations, optimisation, transport optimal",Centre PMF,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,461,,46-4,PR,Non,26,,,01/09/2023,27/01/2023,03/03/2023,Probabilités et combinatoire,Campus Pierre et Marie Curie,
0761904G,UNIVERSITE DE ROUEN,4669 *,,46-1,PR,Non,26,25,,01/09/2023,23/02/2023,30/03/2023,Analyse des EDP et modélisation Enseignement des mathématiques,Madrillet,
0761904G,UNIVERSITE DE ROUEN,4672 *,,46-1,PR,Non,26,,,01/09/2023,23/02/2023,30/03/2023,Mathématiques - probabilités,Madrillet,
0952259P,CY CERGY PARIS UNIVERSITE,170 *,,46-1,PR,Non,26,70,,01/09/2023,23/02/2023,30/03/2023,Le.La PR recruté.e interviendra principalement dans la formation initiale et continue des enseignants en didactique des mathématiques et aussi dans la formation des formateurs (détails en pj).,INSPE SITE D EVRY,
0062205P,UNIVERSITE COTE D'AZUR,193 *,27,46-1,PR,Non,27,61,,01/09/2023,23/02/2023,30/03/2023,Transition écologique numérique,NICE,
0134009M,UNIVERSITE AIX-MARSEILLE,1243 *,Crea,46-3,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Professeur en Informatique (informatique fondamentale ou sciences des données ou traitement d'images),Marseille,
0141408E,UNIVERSITE DE CAEN,4593 *,,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,"Apprentissage machine, traitement des données",CAEN,
0221036G,UNIV. RENNES 1 (IUT LANNION),50 *,PR1526,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,"Ens : réseaux et sécurité au département Réseaux & Télécom de l'IUT de Lannion. Rech : IRISA, déptmt D2 (Réseaux, télécommunication et services), sécurité des réseaux et services du futur à Lannion",LANNION,
0311086M,UNIV. TOULOUSE 3 (IUT),4828 *,,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Gestion des réseaux ou des données,TOULOUSE,
0313124C,UNIVERSITE TOULOUSE CAPITOLE (EPE),10,0390,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Voir profil détaillé ci-joint,2 rue du Doyen Gabriel Marty,
0333232J,INP DE BORDEAUX,4129 *,0166,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Informatique,Talence,S
0333232J,INP DE BORDEAUX,4132 *,0144,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Informatique,Talence,S
0333298F,UNIVERSITE DE BORDEAUX,726 *,,46-3,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Informatique,x,S
0342490X,UNIVERSITE DE MONTPELLIER,92 *,,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,"Ens : BUT, Bases de données. Prise de responsabilitésRech : Analyse d¿images, IA, Apprentissage automatique, Logiques et raisonnement, RO, Sciences des données, Web des données",Montpellier,
0370800U,UNIVERSITE DE TOURS,4634 *,1069,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Informatique,TOURS,S
0381912X,INP DE GRENOBLE,4211 *,0428,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Informatique et apprentissage pour le traitement des images et des signaux,GRENOBLE,
0381912X,INP DE GRENOBLE,4213 *,0541,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Sciences des données pour les systèmes de production,GRENOBLE,
0383546Y,UNIVERSITE GRENOBLE ALPES,165,36855,46-1,PR,Non,27,,,01/09/2023,15/02/2023,17/03/2023,Science des données et bases de données,Grenoble,
0410978R,UNIV. TOURS (IUT BLOIS),4643 *,1347,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,"Informatique, algorithmique et programmation, bases de données, extraction de connaissance, Web",BLOIS,
0440100V,ECOLE CENTRALE DE NANTES,4094 *,,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Perception et interaction en réalité mixte,Nantes,
0450855K,UNIVERSITE D'ORLEANS,4555 *,PR0780,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,"Recherche: poste ouvert aux candidats proposant une intégration à l'équipe PAMDA (labo LIFO)- Enseignement : Licence et master informatique,master miage.",UFR Sciences et Techniques,
0490970N,UNIVERSITE D'ANGERS,4474,PTPR1249,46-1,PR,Non,27,,,01/09/2023,20/02/2023,24/03/2023,Informatique,ANGERS,
0511296G,UNIVERSITE DE REIMS,4550,,CPJ,PR,Non,27,,,01/06/2023,08/02/2023,30/03/2023,"Professeur en informatique, avec un profil de recherche HPC, visualisation scientifique et IA",REIMS,
0542493S,UNIVERSITE DE LORRAINE,1576 *,27PR1139,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Informatique,NANCY,
0597131F,INSA HAUTS-DE-FRANCE,6 *,902,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,,Campus du Mont Houy,
0597239Y,UNIVERSITE DE LILLE,126 *,,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Informatique,Villeneuve d'Ascq,
0597239Y,UNIVERSITE DE LILLE,149 *,,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Informatique,Villeneuve d'Ascq,
0673021V,UNIVERSITE DE STRASBOURG,4888 *,,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Informatique géométrique et graphique,Strasbourg,
0681166Y,UNIVERSITE DE MULHOUSE,4323 *,27 PR 0297,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Analyse de séries temporelles,ENSISA,S
0690192J,INSA DE LYON,4332 *,0588,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Informatique - Sécurité et vie privée dans les systèmes et les réseaux,VILLEURBANNE,S
0690192J,INSA DE LYON,4340,0605,CPJ,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Données pour des villes intelligentes durables,VILLEURBANNE,
0694123G,ECOLE NORMALE SUPERIEURE DE LYON,4270 *,0121,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Professeur des universités (H/F) : Informatique,Lyon,
0720916E,UNIVERSITE DU MANS,4382 *,2700PRU0029,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Recherche : équipe LST du LIUM (Laboratoire d'Informatique de l'Université du Mans).Enseignement : informatique en licence et master.,LE MANS,S
0750736T,UNIVERSITE PARIS-DAUPHINE,4320 *,308,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Informatique,Paris,
0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,4271 *,0397,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,INTELLIGENCE ARTIFICIELLE,PARIS,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,462,,46-1,PR,Non,27,,,01/09/2023,27/01/2023,03/03/2023,Modèles interprétables et algorithmes pour l¿intelligence artificielle,Campus Pierre et Marie Curie,
0755976N,UNIVERSITE PARIS CITE,319,5511,46-1,PR,Non,27,,,01/09/2023,02/02/2023,06/03/2023,"Informatique, Vision, systèmes intelligents",Saint-Germain-des-Pres,S
0755976N,UNIVERSITE PARIS CITE,337,5140,46-1,PR,Non,27,,,01/09/2023,02/02/2023,06/03/2023,Informatique fondamentale,Campus Grands Moulins,S
0755976N,UNIVERSITE PARIS CITE,338,5141,46-1,PR,Non,27,,,01/09/2023,02/02/2023,06/03/2023,Informatique fondamentale,Campus Grands Moulins,S
0762762P,UNIVERSITE DU HAVRE,4204 *,254,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Le.la candidat.e recruté.e devra s'intégrer au LITIS au sein de l'équipe RI2C. Il.Elle effectuera son service en licence d'Informatique et en master d'Informatique.,Universite Le Havre Normandie,
0772894C,UNIVERSITE GUSTAVE EIFFEL,95 *,,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Informatique,CHAMPS-SUR-MARNE,
0781944P,UNIVERSITE VERSAILLES/SAINT-QUENTIN,4300 *,,46-3,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Participation à la modernisation et à la réorganisation des cours de la filière IATIC....,GUYANCOURT,
0830766G,UNIVERSITE DE TOULON (VAR),4244 *,,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,"Algorithmes d'intégration des fonctions de coût liées au domaine des données soit donc sur des principes physiques ou traitement du signal, soit suivant des concepts cognitifs",Campus de La Garde,
9710585J,UNIVERSITE DES ANTILLES,4475 *,,46-1,PR,Non,27,,,01/09/2023,23/02/2023,30/03/2023,Informatique,CAMPUS DE FOUILLOLE,
0101060Y,UNIVERSITE DE TECHNOLOGIE DE TROYES,4083 *,DRH23_03,46-1,PR,Non,28,33,30,01/09/2023,23/02/2023,30/03/2023,Physique expérimentale en nano-optique et nano photonique,TROYES,
0134009M,UNIVERSITE AIX-MARSEILLE,1265 *,Crea,46-3,PR,Non,28,29,,01/09/2023,23/02/2023,30/03/2023,Physique,Marseille,
0211237F,UNIVERSITE DE DIJON,4736 *,,46-3,PR,Non,28,30,,01/09/2023,23/02/2023,30/03/2023,Photonique,DIJON,
0342490X,UNIVERSITE DE MONTPELLIER,105 *,,46-3,PR,Non,28,,,01/09/2023,23/02/2023,30/03/2023,"Physique, physique expérimentale, modélisation, matériaux",Montpellier,
0383546Y,UNIVERSITE GRENOBLE ALPES,189,20236,46-3,PR,Non,28,30,,01/09/2023,15/02/2023,17/03/2023,Physique,Grenoble,
0542493S,UNIVERSITE DE LORRAINE,1603 *,28-33PR0810,46-1,PR,Non,28,33,,01/09/2023,23/02/2023,30/03/2023,"Ingénierie des matériaux semi-conducteurs, Propriétés Physiques. Caractérisation, Modélisation",METZ,
0595964M,UNIVERSITE DU LITTORAL,4342 *,,46-1,PR,Non,28,,,01/09/2023,23/02/2023,30/03/2023,"Phénomènes de transport thermique dans des matériaux fonctionnels en lien avec l¿énergie (matériaux electrocaloriques, thermoelectriques¿). Approche expérimentale : Méthodes photothermiques.",DUNKERQUE/CALAIS,
0640251A,UNIVERSITE DE PAU,4291,,46-1,PR,Non,28,,,01/09/2023,10/02/2023,16/03/2023,Propriétés de transport de fluides complexes en milieu poreux.Application au stockage géologique du CO2.,ANGLET,
0680053N,UNIV. MULHOUSE (IUT COLMAR),4314 *,28 PR 0000,46-3,PR,Non,28,,,01/09/2023,23/02/2023,30/03/2023,"Le professeur sera intégré soit au sein de l'axe Physique des Systèmes de Basse Dimensionnalité, soit au sein de l'axe Simulations Numériques Multi-Échelles de l'IS2M.",IUT de Colmar,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,431,,46-3,PR,Non,28,,,01/09/2023,27/01/2023,03/03/2023,Milieux denses et matériaux,Campus Pierre et Marie Curie,
0755976N,UNIVERSITE PARIS CITE,322,5439,46-3,PR,Non,28,60,,01/09/2023,02/02/2023,06/03/2023,Physique de la matière complexe,Campus Grands Moulins,S
0761904G,UNIVERSITE DE ROUEN,4675 *,,46-1,PR,Non,28,,,01/09/2023,23/02/2023,30/03/2023,Matériaux magnétiques et spectrométrie Mössbauer des matériaux fonctionnels,Madrillet,
0772894C,UNIVERSITE GUSTAVE EIFFEL,96 *,,46-3,PR,Non,28,,,01/09/2023,23/02/2023,30/03/2023,"Physique de la matière molle : matériaux aérés, systèmestri-phasiques",CHAMPS-SUR-MARNE,
0911975C,UNIVERSITE D'EVRY VAL D'ESSONNE,4296 *,EPE-0315,46-3,PR,Non,28,,,01/09/2023,23/02/2023,30/03/2023,BIOPHYSIQUE A L'ECHELLE DE MOLECULE UNIQUE OU CELLULE UNIQUE : DYNAMIQUE EN MILIEU CONFINE ET/OU PROPRIETES MECANIQUES,EVRY,
0912408Y,UNIVERSITE PARIS SACLAY,247 *,28PR87,46-1,PR,Non,28,,,01/09/2023,23/02/2023,30/03/2023,Matière quantique,Faculte des Sciences,
0931238R,UNIVERSITE PARIS 13,4482 *,0174,46-1,PR,Non,28,,,01/09/2023,23/02/2023,30/03/2023,Nanophysique,Villetaneuse,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4981 *,0707,46-1,PR,Non,28,,,01/09/2023,23/02/2023,30/03/2023,Modélisation et calculs numériques de propriétés de matériaux pour l'énergie,Campus Centre et CNRS Thiais,
9710585J,UNIVERSITE DES ANTILLES,4479 *,,46-1,PR,Non,28,33,,01/09/2023,23/02/2023,30/03/2023,Systèmes bio-électrochimiques microbiens pour de nouvelles voies de production de produits d'intérêt (voir fiche de poste).,CAMPUS DE SCHOELCHER,
0141408E,UNIVERSITE DE CAEN,4592 *,,46-1,PR,Non,29,,,01/09/2023,23/02/2023,30/03/2023,"Physique nucléaire, particules et Interactions fondamentales, Applications des Sciences Nucléaires",CAEN,S
0333298F,UNIVERSITE DE BORDEAUX,725 *,,46-1,PR,Non,29,,,01/09/2023,23/02/2023,30/03/2023,Constituants élémentaires,Talence,S
0442953W,NANTES UNIVERSITE,108 *,0120,46-3,PR,Non,29,,,01/09/2023,23/02/2023,30/03/2023,Physique Nucléaire et physique de haute énergie et astroparticules,Nantes,
0730858L,UNIVERSITE DE SAVOIE MONT-BLANC,4383 *,703,46-1,PR,Non,29,,,01/09/2023,23/02/2023,30/03/2023,"E:Physique dans les formations de physique-chimie,mise en oeuvre de pédagogies innovantes.R:Recherches expérimentales en physique des astroparticules,spécialité astronomie gamma de haute énergie.",CHAMBERY,S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,430,,46-3,PR,Non,29,30,,01/09/2023,27/01/2023,03/03/2023,Constituants élémentaires et milieux dilués et optique,Campus Pierre et Marie Curie,
0134009M,UNIVERSITE AIX-MARSEILLE,1237 *,Crea,46-3,PR,Non,30,,,01/09/2023,23/02/2023,30/03/2023,Enseignement de l'optique et de l'optoélectronique,Marseille,
0251215K,UNIVERSITE DE BESANCON,4668 *,1411,46-1,PR,Non,30,,,01/09/2023,23/02/2023,30/03/2023,Optique et Photonique,BESANCON,
0311384L,UNIVERSITE TOULOUSE 3,4834,46086,46-1,PR,Non,30,,,01/09/2023,24/02/2023,30/03/2023,"Technologies quantiques de manipulation de la lumière, d'atomes ou molécules",Toulouse,
0753455Y,ECOLE NORMALE SUPERIEURE DE PARIS,4269 *,,46-1,PR,Non,30,,,01/09/2023,23/02/2023,30/03/2023,Professeur(e) en physique quantique,24 rue Lhomond,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,432,,46-1,PR,Non,30,,,01/09/2023,27/01/2023,03/03/2023,Physique et technologies quantiques,Campus Pierre et Marie Curie,
0912408Y,UNIVERSITE PARIS SACLAY,244 *,30PR53,46-1,PR,Non,30,,,01/09/2023,23/02/2023,30/03/2023,"Milieux Dilués, Optique, Plasma",Faculte des Sciences,
0134009M,UNIVERSITE AIX-MARSEILLE,1266 *,Crea,46-3,PR,Non,31,32,33,01/09/2023,23/02/2023,30/03/2023,Professeur porteur d'un projet de recherche ambitieux en chimie dans une unité de recherche de l'UFR Sciences d'Aix-Marseille Université,Marseille,
0333298F,UNIVERSITE DE BORDEAUX,728 *,,46-3,PR,Non,31,32,33,01/09/2023,23/02/2023,30/03/2023,"Matière, Structure, Modélisation, Caractérisation",Talence/Bordeaux,S
0383546Y,UNIVERSITE GRENOBLE ALPES,188,20235,46-3,PR,Non,31,32,33,01/09/2023,15/02/2023,17/03/2023,Chimie,Grenoble,
0542493S,UNIVERSITE DE LORRAINE,1585 *,31PR0565,46-1,PR,Non,31,,,01/09/2023,23/02/2023,30/03/2023,Chimie analytique,METZ,
0640251A,UNIVERSITE DE PAU,4299,,46-3,PR,Non,31,33,,01/09/2023,10/02/2023,16/03/2023,Enseignement:collège STEE pour intervenir dans les unités d'enseignement relevant de la section 31 ou 33.Recherche labo IPREM en lien avec les cinq missions interdisciplinaires.,"Anglet, Pau ou Mont de Marsan",
0694123G,ECOLE NORMALE SUPERIEURE DE LYON,4269 *,0281,46-1,PR,Non,31,,,01/09/2023,23/02/2023,30/03/2023,Professeur des universités (H/F): Chimie Théorique,Lyon,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,471,,46-3,PR,Non,31,32,33,01/09/2023,27/01/2023,03/03/2023,Professeur en chimie,Campus Pierre et Marie Curie,
0755976N,UNIVERSITE PARIS CITE,316,5526,46-1,PR,Non,31,32,,01/09/2023,02/02/2023,06/03/2023,Electrochimie moléculaire ¿ Aux frontières de l¿Electrochimie,Campus Grands Moulins,S
9740478B,UNIVERSITE DE LA REUNION,4397,,46-1,PR,Non,31,64,,01/09/2023,01/03/2023,31/03/2023,Interactions hôte-pathogènes et lutte anti-infectieuse,SAINT PIERRE,
0211237F,UNIVERSITE DE DIJON,4737 *,,46-3,PR,Non,32,,,01/09/2023,23/02/2023,30/03/2023,Electrochimie moléculaire,DIJON,
0311381H,INP DE TOULOUSE,4166 *,,46-3,PR,Non,32,,,01/09/2023,23/02/2023,30/03/2023,"Chimie organique, minérale, industrielle",TOULOUSE,
0350097R,INSA DE RENNES,4096 *,32PR2023,46-3,PR,Non,32,33,,01/09/2023,23/02/2023,30/03/2023,Chimie de coordination des terres rares,INSA RENNES,
0597139P,CENTRALE LILLE INSTITUT,25 *,P1,46-1,PR,Non,32,,,01/09/2023,23/02/2023,30/03/2023,Chimie organique,VILLENEUVE D'ASCQ,
0681166Y,UNIVERSITE DE MULHOUSE,4322 *,32 PR 0576,46-1,PR,Non,32,,,01/09/2023,23/02/2023,30/03/2023,,Ecole Nat. Sup. de Chimie de Mulhouse,
0311381H,INP DE TOULOUSE,4165 *,,46-1,PR,Non,33,,,01/09/2023,23/02/2023,30/03/2023,Métallurgie physique et mécanique,TOULOUSE,
0342490X,UNIVERSITE DE MONTPELLIER,101 *,,46-1,PR,Non,33,,,01/09/2023,23/02/2023,30/03/2023,"Chimie et physico-chimie des matériaux chalcogénures, matériaux vitreux, vitrocéramiques : défauts, relation structure-propriétés",Montpellier,
0511296G,UNIVERSITE DE REIMS,4548 *,,46-1,PR,Non,33,,,01/09/2023,23/02/2023,30/03/2023,"Chimie des matériaux --- Materiaux et procedes innovants, fab additive",CHARLEVILLE MEZIERES,
0542493S,UNIVERSITE DE LORRAINE,1577 *,33PR0270,46-1,PR,Non,33,,,01/09/2023,23/02/2023,30/03/2023,Matériaux métalliques,NANCY,S
0542493S,UNIVERSITE DE LORRAINE,1586 *,33PR1435,46-1,PR,Non,33,,,01/09/2023,23/02/2023,30/03/2023,Métallurgie / Transformations de phases / microstructures,NANCY,
0561718N,UNIVERSITE DE BRETAGNE SUD (LORIENT),4221 *,0964,46-1,PR,Non,33,31,,01/09/2023,23/02/2023,30/03/2023,Chimie analytique,LORIENT,
0597139P,CENTRALE LILLE INSTITUT,28 *,P1,46-1,PR,Non,33,,,01/09/2023,23/02/2023,30/03/2023,"Métallurgie physique : alliages métalliques, endommagement, propriétés de structure",VILLENEUVE D'ASCQ,
0640251A,UNIVERSITE DE PAU,4296,,46-1,PR,Non,33,,,01/09/2023,10/02/2023,16/03/2023,"Dév mat fonct biosourcés/ bioinspirés faible impact envir par valorisation de bioressources marines et végétales (polymères marine,molécules foncti,res lignocellulosiques,extractibles bois).",ANGLET,
0650048Z,ENI DE TARBES,4081 *,0018,46-1,PR,Non,33,,,01/09/2023,23/02/2023,30/03/2023,"composites à matrice organique, soudage des composites thermo-plastiques, interactions aux interfaces",TARBES,
0670190T,INSA DE STRASBOURG,4104 *,6000PR0069,46-1,PR,Non,33,60,,01/09/2023,23/02/2023,30/03/2023,Un enseignant-chercheur au Département Génie civil et topographie - Spécialité Génie civil au Laboratoire Icube ¿ Équipe Génie civil et énergétique,Strasbourg,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,470,,46-1,PR,Non,33,,,01/09/2023,27/01/2023,03/03/2023,Revêtements nanostructurés (multi)fonctionnel inorganiques ou hybrides,Campus Pierre et Marie Curie,
0062205P,UNIVERSITE COTE D'AZUR,195 *,34 PR 0060,46-1,PR,Non,34,,,01/09/2023,23/02/2023,30/03/2023,Astrophysique,NICE,
0753496T,OBSERVATOIRE DE PARIS,4036 *,,46-3,PR,Non,34,,,01/09/2023,23/02/2023,30/03/2023,Astronomie,PARIS,S
0062205P,UNIVERSITE COTE D'AZUR,194 *,,46-3,PR,Non,35,36,,01/09/2023,23/02/2023,30/03/2023,Sciences de la Terre,NICE,
0062205P,UNIVERSITE COTE D'AZUR,196 *,35,51,PR,Non,35,36,,01/09/2023,23/02/2023,30/03/2023,Géodynamique de la Terre interne et des planètes,NICE,
0134009M,UNIVERSITE AIX-MARSEILLE,1241 *,2702,46-1,PR,Non,35,,,01/09/2023,23/02/2023,30/03/2023,Géochimie isotopique de l¿environnement,Aix-en-Provence et Marseille,
0342490X,UNIVERSITE DE MONTPELLIER,106 *,,46-1,PR,Non,35,36,,01/09/2023,23/02/2023,30/03/2023,Professeur en Géochimie,Montpellier,
0353074B,UNIVERSITE DE RENNES (EPE),9 *,PR0285,46-3,PR,Non,35,36,,01/09/2023,23/02/2023,30/03/2023,Le/La candidat.e développera une recherche innovante de niveau international en Sciences de la Terre et devra s'investir dans les tâches collectives de l'établissement en recherche et en enseignement.,RENNES,
0383546Y,UNIVERSITE GRENOBLE ALPES,187,20234,46-3,PR,Non,35,36,37,01/09/2023,15/02/2023,17/03/2023,Science de la Terre,Grenoble,
0542493S,UNIVERSITE DE LORRAINE,1578 *,35-36-60PR0108,46-1,PR,Non,35,36,60,01/09/2023,23/02/2023,30/03/2023,"Géosciences appliquées, Transition énergétique, Risques, Aménagement et exploitation du sol et du sous-sol.",NANCY,
0542493S,UNIVERSITE DE LORRAINE,1579 *,35-36PR0038,46-1,PR,Non,35,36,,01/09/2023,23/02/2023,30/03/2023,Géosciences et géochimie,NANCY,
0542493S,UNIVERSITE DE LORRAINE,1580 *,35PR0361,46-1,PR,Non,35,,,01/09/2023,23/02/2023,30/03/2023,Géosciences,NANCY,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,457,,51,PR,Non,35,36,,01/09/2023,27/01/2023,03/03/2023,Géophysique de subsurface,Campus Pierre et Marie Curie,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,459,,46-3,PR,Non,35,37,,01/09/2023,27/01/2023,03/03/2023,Système Terre et autres planètes,Campus Pierre et Marie Curie,
0755976N,UNIVERSITE PARIS CITE,377,7258,46-1,PR,Non,35,,,01/09/2023,02/02/2023,06/03/2023,Géosciences fondamentales et appliquées,Institut de Physique du Globe de Paris,S
