UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0490970N,UNIVERSITE D'ANGERS,4403,PTMCF0003,26-I-1,MCF,Non,1,,,01/09/2022,23/02/2022,25/03/2022,"Droit civil des affaires : droit des sûretés, contrats commerciaux, régime général de l¿obligation ; droit des affaires, bien-être au travail.",ANGERS,
0511296G,UNIVERSITE DE REIMS,4500 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,"Droit pénal, des affaires, int privé/ Contrats et responsabilité civileEns: Droit des obligations, Droit entreprise (droit des affaires, droit du travail)Rech: Droit privé général",TROYES,
0511296G,UNIVERSITE DE REIMS,4501 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,"Droit civil / Droit des obligations /Droit des affairesEns: Droit des affaires, Droit fiscal, Droit bancaireRech: Droit des affaires, Droit de environnement",REIMS,
0542493S,UNIVERSITE DE LORRAINE,1444 *,01MCF0443,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit privé et sciences criminelles,NANCY,
0542493S,UNIVERSITE DE LORRAINE,1445 *,01MCF0555,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit privé et sciences criminelles,NANCY,
0542493S,UNIVERSITE DE LORRAINE,1446 *,01MCF0676,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit privé et sciences criminelles,NANCY,
0561718N,UNIVERSITE DE BRETAGNE SUD (LORIENT),4179 *,0001,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit privé et sciences criminelles,Vannes,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,56 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit civil général,"Valenciennes, site des Tertiales",
0632084Y,UNIVERSITE CLERMONT AUVERGNE,8 *,MCF0351,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit civil général avec possibilité d'enseignement en droit commercial. Un profil recherche axé sur les risques et leur gestion en droit privé est demandé (fléchage ISITE).,Clermont-Ferrand,S
0660437S,UNIVERSITE DE PERPIGNAN (VIA DOMITIA),4260 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,"Droit du patrimoine, droit fiscal, droit du travail",PERPIGNAN campus ALDUY/MAILLY,
0673021V,UNIVERSITE DE STRASBOURG,4762 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit privé - Droit des affaires - Droit des sociétés - Conformité - RSE,Strasbourg,
0673021V,UNIVERSITE DE STRASBOURG,4763 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit privé - Droit pénal - Procédure pénale,Strasbourg,
0673021V,UNIVERSITE DE STRASBOURG,4764 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit privé - Droit des affaires - Droit des sociétés - Entreprises en difficulté,Strasbourg,
0680169P,UNIV. MULHOUSE (IUT MULHOUSE),4279 *,01 MCF 0109,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,"Droit du travail, droit des affaires",IUT MULHOUSE,
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4654,2300,26-I-1,MCF,Non,1,,,01/09/2022,21/02/2022,23/03/2022,Droit privé,Villeurbanne,S
0691775E,UNIVERSITE LYON 2 (LUMIERE),4508 *,,33,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit social,Campus Berges du Rhone,S
0691775E,UNIVERSITE LYON 2 (LUMIERE),4512 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit des affaires,Campus Berges du Rhone,S
0691775E,UNIVERSITE LYON 2 (LUMIERE),4513 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit pénal,Campus Berges du Rhone,S
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4407 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit privé et sciences criminelles,Lyon,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4408 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit privé et sciences criminelles,Lyon,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4409 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit privé et sciences criminelles,Lyon,
0720916E,UNIVERSITE DU MANS,4330 *,01MCFCREA,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit Civil- droit des affaires,LE MANS,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4703 *,11076,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit pénal ou procédure civile ou droit commercial,"Lourcine, Pantheon, Rene Cassin",
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4706 *,4178,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit civil des affaires et/ou droit commercial,Pantheon-Sorbonne,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4709 *,14175,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,droit pénal ou procédure civile ou droit commercial,Lourcine  Pantheon - Rene Cassin,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4712 *,1905,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit social,Ecole de Droit de la Sorbonne -EDS,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4724 *,1995,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit international privé,Lourcine  Pantheon- Rene Cassin,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4309 *,0100MCF0110,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,,Paris,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4310 *,0100MCF0106,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,,Paris,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4311 *,0100MCF0128,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,,Paris,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4312 *,0100MCF0207,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,,Paris,
0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,4252 *,,26-I-1,MCF,Non,1,2,,01/09/2022,24/02/2022,31/03/2022,DROIT DU NUMERIQUE,PARIS,
0755976N,UNIVERSITE DE PARIS,228,2587,26-I-1,MCF,Non,1,,,01/09/2022,26/01/2022,28/02/2022,Propriété intellectuelle et santé,92240 Malakoff,S
0755976N,UNIVERSITE DE PARIS,229,2588,26-I-1,MCF,Non,1,,,01/09/2022,26/01/2022,28/02/2022,Droit Privé,92240 Malakoff,S
0801344B,UNIVERSITE D'AMIENS,4580 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,DROIT COMMERCIAL - DROIT CIVIL SPECIALITE DROIT DU NUMERIQUE,POLE  UNIVERSITAIRE CATHEDRALE,
0830766G,UNIVERSITE DE TOULON (VAR),4220 *,,33,MCF,Non,1,3,,01/09/2022,24/02/2022,31/03/2022,Profil enseignement : Droit privé-Droit notarialProfil recherche : Histoire du Droit privé,Toulon et Draguignan,
0840685N,UNIVERSITE D'AVIGNON,4199 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit du numérique - Droit pénal,Avignon,
0860856N,UNIVERSITE DE POITIERS,4751 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,"Coeur de compétence en droit des obligations (contrat, responsabilité, régime général) avec des compétences complémentaires en droit immobilier et en droit comparé, européen et international",Poitiers,
0870669E,UNIVERSITE DE LIMOGES,4425 *,0975,26-I-1,MCF,Non,1,2,,01/09/2022,24/02/2022,31/03/2022,Droit Privé - Droit Public,TULLE,
0912408Y,UNIVERSITE PARIS SACLAY,145 *,01MCF2050,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit,IUT Sceaux,
0912408Y,UNIVERSITE PARIS SACLAY,149 *,01MCFORE,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit civil et activités pédagogiques,Faculte Jean Monnet,
0912408Y,UNIVERSITE PARIS SACLAY,150 *,01MCF328,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit des affaires,Faculte Jean Monnet,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4711 *,E2DE104032,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit patrimonial de la famille,NANTERRE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4712 *,E2DE100965,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Procédure civile - Procédures civiles d¿exécution,NANTERRE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4713 *,E2DE100970,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit fiscal des affaires,NANTERRE,
0931827F,UNIVERSITE PARIS 8,4608 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit privé,SAINT-DENIS,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4886 *,1411,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,"Droit privé, droit pénal",Faculte de Droit,S
0952259P,CY CERGY PARIS UNIVERSITE,93 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit pénal des affaires et procédure pénale,Cergy,
0952259P,CY CERGY PARIS UNIVERSITE,94 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit civil ¿ Droit des affaires,Cergy,
9710585J,UNIVERSITE DES ANTILLES,4429 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Droit civil (droit des contrats et des obligations),CAMPUS DE SCHOELCHER,
9840349G,UNIVERSITE DE POLYNESIE FRANCAISE,4222 *,,26-I-1,MCF,Non,1,,,01/09/2022,24/02/2022,31/03/2022,Recherche MCF en droit prive et sciences criminelles,Punaauia,
0062205P,UNIVERSITE COTE D'AZUR,94 *,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,"Droit public interne , sécurité, numérique",Nice,
0134009M,UNIVERSITE AIX-MARSEILLE,1043 *,2092,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit public - dominante droit de l'urbanisme - compétence subsidiaire droit interne de l'environnement - planification territoriale- enseignement en français uniquement,AIX EN PROVENCE,
0134009M,UNIVERSITE AIX-MARSEILLE,1044 *,9493,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit de l'Union européenne et droit international public,AIX-EN-PROVENCE,
0211237F,UNIVERSITE DE DIJON,4667 *,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,droit public interne ; droit constitutionnel/droit administratif,Dijon,
0301687W,UNIVERSITE DE NIMES,4193 *,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit public (responsabilité et nucléaire),NIMES,
0311382J,UNIVERSITE TOULOUSE 1,4256,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit internationalPossibilité d'enseignement et de recherche en anglais,Toulouse,
0311382J,UNIVERSITE TOULOUSE 1,4257,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit fiscal,Toulouse,
0333298F,UNIVERSITE DE BORDEAUX,620 *,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit et contentieux admnistratifs. Droit de l'urbanisme. Droit des collectivités territoriales,Pessac,
0333298F,UNIVERSITE DE BORDEAUX,621 *,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit et contentieux constitutionnel français et étranger / comparé,Pessac,S
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4342 *,0711,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit public général et droit de l environnement,MONTPELLIER,
0380134P,IEP DE GRENOBLE,4071 *,30356,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit public - profil Droit Administratif - Science Administrative,SAINT MARTIN D HERES,
0442953W,NANTES UNIVERSITE,19 *,0404,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit de l'Union Européenne,Nantes,
0442953W,NANTES UNIVERSITE,20 *,1347,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit public général et libertés fondamentales,Nantes,
0490970N,UNIVERSITE D'ANGERS,4404,PTMCF0110,26-I-1,MCF,Non,2,,,01/09/2022,23/02/2022,25/03/2022,DROIT PUBLIC,ANGERS,
0511296G,UNIVERSITE DE REIMS,4499 *,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,"Droit international public/ Droit internationalEnseignement et recherche: Droit international public, Droit international",REIMS,
0542493S,UNIVERSITE DE LORRAINE,1447 *,02MCF0211,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit public,METZ,
0542493S,UNIVERSITE DE LORRAINE,1462 *,02MCF0215,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit public interne - droit public économique,NANCY,
0595876S,I.E.P DE LILLE,4063 *,MCF0812,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit public,Sciences Po Lille,
0597215X,IUT LILLE,290 *,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit public,ROUBAIX,
0597239Y,UNIVERSITE DE LILLE,3 *,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit international public.,LILLE,
0632084Y,UNIVERSITE CLERMONT AUVERGNE,7 *,MCF0360,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,"Le profil recherché est celui d'un spécialiste en droit constitutionnel et droit constitutionnel comparé, aussi bien pour l'enseignement que la recherche.",Clermont-Ferrand,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4514 *,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit public-Droit de l'environnement-Droit de l'urbanisme,Campus Porte des Alpes - Berges du Rhone,S
0720916E,UNIVERSITE DU MANS,4334 *,0200MCF0382,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit administratif,LE MANS,
0730858L,UNIVERSITE DE SAVOIE MONT-BLANC,4334 *,120,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,"E:Dt institutionnel/matériel UE,Action extérieure UE,Dt International public,matières dimens. internat./comparatiste.Cap. attest. ens. anglais.R:Dt UE,Dt internat. public,Dt internat./européen énergie",ANNECY,S
0750736T,UNIVERSITE PARIS-DAUPHINE,4288 *,281,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit public interne,Paris,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4679 *,14228,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit et théories des institutions,Pantheon Lourcine,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4689 *,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit constitutionnel,Rene Cassin  Lourcine - Pantheon,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4690 *,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit de l¿Union européenne,Lourcine  Rene Cassin - Pantheon,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4691 *,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,"Droit public, droit du contentieux",Pantheon - Lourcine,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4313 *,0200MCF0166,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,,Paris,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4314 *,0200MCF0184,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,,Paris,
0755976N,UNIVERSITE DE PARIS,227,2585,26-I-1,MCF,Non,2,,,01/09/2022,26/01/2022,28/02/2022,Droit public interne,92240 Malakoff,S
0840685N,UNIVERSITE D'AVIGNON,4198 *,,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit du numérique - Droit administratif,Avignon,
0912408Y,UNIVERSITE PARIS SACLAY,148 *,02MCF624,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,"Droit public interne, Droit administratif",Faculte Jean Monnet,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4887 *,0015,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Droit public,faculte de droit creteil,
7200664J,UNIVERSITE DE CORTE,4109 *,0152,26-I-1,MCF,Non,2,,,01/09/2022,24/02/2022,31/03/2022,Le candidat doit au travers son parcours et son expérience disposer de sérieuses compétences en droit administratif et porter un intérêt au droit des collectivités territoriales.,CORTE,
0301687W,UNIVERSITE DE NIMES,4195 *,,26-I-1,MCF,Non,3,,,01/09/2022,24/02/2022,31/03/2022,Histoire du droit,NIMES,
0597239Y,UNIVERSITE DE LILLE,4 *,,26-I-1,MCF,Non,3,,,01/09/2022,24/02/2022,31/03/2022,Histoire du droit comparé et du droit international.,LILLE,
0761904G,UNIVERSITE DE ROUEN,4582 *,,26-I-1,MCF,Non,3,,,01/09/2022,24/02/2022,31/03/2022,Histoire du droit et des institutions / Histoire de la justice,Campus Pasteur Rouen,
0931238R,UNIVERSITE PARIS 13,4443 *,0031,26-I-1,MCF,Non,3,,,01/09/2022,24/02/2022,31/03/2022,histoire du droit,Villetaneuse,
0311382J,UNIVERSITE TOULOUSE 1,4259,,26-I-1,MCF,Non,4,,,01/09/2022,24/02/2022,31/03/2022,Politiques de sécuritéPossibilité d'enseignement et de recherche en anglais,Toulouse,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4341 *,0710,26-I-1,MCF,Non,4,,,01/09/2022,24/02/2022,31/03/2022,Action publique,MONTPELLIER,
0350937D,UNIVERSITE RENNES 2,4416 *,0803,26-I-1,MCF,Non,4,,,01/09/2022,24/02/2022,31/03/2022,Science politique,Rennes et Saint-Brieuc,
0350937D,UNIVERSITE RENNES 2,4417 *,0860,26-I-1,MCF,Non,4,,,01/09/2022,24/02/2022,31/03/2022,Science politique,Rennes et Saint-Brieuc,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4519 *,,26-I-1,MCF,Non,4,,,01/09/2022,24/02/2022,31/03/2022,Sociologie politique de l'Union Européenne,Campus Porte des Alpes,S
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4685 *,2193,26-I-1,MCF,Non,4,,,01/09/2022,24/02/2022,31/03/2022,Politique européenne,Pantheon - Sorbonne,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4315 *,0400MCF0093,26-I-1,MCF,Non,4,,,01/09/2022,24/02/2022,31/03/2022,,Paris,
0761904G,UNIVERSITE DE ROUEN,4585 *,,26-I-1,MCF,Non,4,,,01/09/2022,24/02/2022,31/03/2022,Science politique et genre,Campus Pasteur Rouen,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4714 *,E2DE101068,26-I-1,MCF,Non,4,,,01/09/2022,24/02/2022,31/03/2022,Sociologie des idées et des institutions,NANTERRE,
0931827F,UNIVERSITE PARIS 8,4594 *,,26-I-1,MCF,Non,4,,,01/09/2022,24/02/2022,31/03/2022,politique de l'environnement,SAINT-DENIS,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4925 *,0258,26-I-1,MCF,Non,4,2,,01/09/2022,24/02/2022,31/03/2022,sociologie politique et droit: espace et acteurs du sport,Pyramide (Creteil),S
9710585J,UNIVERSITE DES ANTILLES,4440 *,,26-I-1,MCF,Non,4,,,01/09/2022,24/02/2022,31/03/2022,"Politique comparée, Politiques publiques de l'Espace Caraïbes/Amériques",CAMPUS DE FOUILLOLE,
0134009M,UNIVERSITE AIX-MARSEILLE,1049 *,1692,26-I-1,MCF,Non,5,,,01/09/2022,24/02/2022,31/03/2022,Economie Publique,AIX ou MARSEILLE,
0134009M,UNIVERSITE AIX-MARSEILLE,1050 *,1737,26-I-1,MCF,Non,5,,,01/09/2022,24/02/2022,31/03/2022,Finance et Big Data,AIX ou MARSEILLE,
0211139Z,UNIVERSITE DE DIJON (IUT DIJON),4658 *,E000001299,26-I-1,MCF,Non,5,,,01/09/2022,24/02/2022,31/03/2022,Economie,DIJON,
0251215K,UNIVERSITE DE BESANCON,4625 *,1101,26-I-1,MCF,Non,5,,,01/09/2022,24/02/2022,31/03/2022,Économétrie appliquée,Besancon,
0310133B,I.E.P DE TOULOUSE,4029 *,T2MCF0017,26-I-1,MCF,Non,5,,,01/09/2022,24/02/2022,31/03/2022,,TOULOUSE,
0311382J,UNIVERSITE TOULOUSE 1,4262,,26-I-1,MCF,Non,5,,,01/09/2022,24/02/2022,31/03/2022,Chercheur ayant publié dans les domaines de la macroéconomie (macroéconomie expérimentale...) dans des revues de premier rang disciplinaire et possédant de grandes aptitudes d'enseignant,Toulouse,
0311383K,UNIVERSITE TOULOUSE 2,4606 *,,26-I-1,MCF,Non,5,17,,01/09/2022,24/02/2022,31/03/2022,Economie sociale - Philosophie politique et des sciences sociales (théorie critique),TOULOUSE,
0330192E,I.E.P DE BORDEAUX,4057 *,PR050030,26-I-1,MCF,Non,5,19,,01/09/2022,24/02/2022,31/03/2022,"Enseignement et recherche : économie et méthodes des sciences sociales, socio-économie du développement, developement studies, sociétés des suds (1er, 2ème et 3ème cycle).",Sciences Po Bordeaux,
0330192E,I.E.P DE BORDEAUX,4058 *,MCF050007,26-I-1,MCF,Non,5,19,,01/09/2022,24/02/2022,31/03/2022,"Enseignement et recherche (1er, 2ème et 3ème cycle) : macroéconomie, économie politique internationale, méthodes des sciences sociales et analyse des données. Transdisciplinarité.",Sciences Po Bordeaux,
0333298F,UNIVERSITE DE BORDEAUX,623 *,,26-I-1,MCF,Non,5,,,01/09/2022,24/02/2022,31/03/2022,Licence économie et gestion - ORE,Pessac,
0333298F,UNIVERSITE DE BORDEAUX,624 *,,26-I-1,MCF,Non,5,,,01/09/2022,24/02/2022,31/03/2022,Économie bancaire,Pessac,
0342490X,UNIVERSITE DE MONTPELLIER,20 *,,26-I-1,MCF,Non,5,,,01/09/2022,24/02/2022,31/03/2022,"Economie de l'énergie, financière et institutionnelle : transition énergétique.",Montpellier,
0350936C,UNIVERSITE RENNES 1,4609 *,MCF1382,26-I-1,MCF,Non,5,,,01/09/2022,24/02/2022,31/03/2022,"Enseignement : Licence (microéconomie, statistiques, stratégie d'entreprise, etc.) et Masters spécialisés Numérique et Innovation. Rech : rattachement au CREM, pôle Organisations, Réseaux, Numérique",RENNES,
0383546Y,UNIVERSITE GRENOBLE ALPES,96 *,38402,26-I-1,MCF,Non,5,,,01/09/2022,24/02/2022,31/03/2022,Économie générale / économie d'entreprise / économie internationale,Valence,
