UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0442953W,NANTES UNIVERSITE,3 *,0235,26-I-1,MCF,Non,11,7,,01/09/2022,24/02/2022,31/03/2022,Linguistique anglaise,Nantes,
0490970N,UNIVERSITE D'ANGERS,4412,PTMCF0360,26-I-1,MCF,Non,11,,,01/09/2022,23/02/2022,25/03/2022,Civilisation des Etats-Unis,ANGERS,
0511296G,UNIVERSITE DE REIMS,4497 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Linguistique anglaise / Sciences du langageEns: linguistique de l'anglaisRech: Sciences du langage,REIMS,
0511296G,UNIVERSITE DE REIMS,4507 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,"AnglaisEns: linguistiques, civilisationnelles applicables au mondeprofessionnel du web et multimédiaRech cultures populaires pays anglophones, dimension visuelle ou historique",TROYES,
0511296G,UNIVERSITE DE REIMS,4508 *,,26-I-1,MCF,Non,11,70,,01/09/2022,24/02/2022,31/03/2022,"Didactique de l'anglais primaire et secondaire/ Civ et cult pays anglophonesEns: didactique langues vivantes étrangères, anglaisRech: didactique langues, linguistique, civilisation anglaise",CHARLEVILLE MEZIERES,
0542493S,UNIVERSITE DE LORRAINE,1439 *,11MCF0288,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Enseignement de civilisation américaine et de la langue anglaise à distance,NANCY,
0561718N,UNIVERSITE DE BRETAGNE SUD (LORIENT),4182 *,0261,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Civilisation britannique contemporaine,Lorient,
0595964M,UNIVERSITE DU LITTORAL,4316 *,0193,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,"Linguistique anglaise, didactique, traductologie, LANSAD","Boulogne-sur-Mer, Calais, Dunkerque",
0595964M,UNIVERSITE DU LITTORAL,4317 *,0298,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,"Littérature des Îles Britanniques (GrandeBretagne, Irlande) et des États-Unis (XIXe-XXe siècles), LANSAD, Didactique de la littérature","Boulogne-sur-Mer, Calais, Dunkerque",
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,63 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Civilisation nord-américaine,Campus du Mont Houy et Tertiales,
0597239Y,UNIVERSITE DE LILLE,8 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Etudes filmiques anglophones.,VILLENEUVE D'ASCQ,
0597239Y,UNIVERSITE DE LILLE,9 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Littérature britannique.,VILLENEUVE D'ASCQ,
0597239Y,UNIVERSITE DE LILLE,10 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Traduction et civilisation britannique.,VILLENEUVE D'ASCQ,
0623957P,UNIVERSITE D'ARTOIS,4386 *,MCF01387,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,"Anglais : Langue, traduction et linguistiqueLe/la collègue recruté/e assurera des cours de traduction (LCE et LEA), ainsi que des cours de grammaire, principalement au niveau Licence",UFR LANGUES - ARRAS,
0623957P,UNIVERSITE D'ARTOIS,4387 *,MCF0335,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,"Enseignement en LEA en Licence et Master : communication orale/écrite, négociation interculturelle, traduction, environnement socio-économique du monde anglophone. Recherche dans ces mêmes domaines",UFR LANGUES - ARRAS,
0632084Y,UNIVERSITE CLERMONT AUVERGNE,31 *,MCF0936,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,"Le/la candidat.e devra enseigner la civilisation américaine à tous les niveaux de la LM ainsi qu'à l'Agrégation, en présentiel et à distance et encadrer des mémoires de Master.",Clermont-Ferrand,
0640251A,UNIVERSITE DE PAU,4247 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,MC Linguistique anglaise,PAU,
0673021V,UNIVERSITE DE STRASBOURG,4768 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Civilisation Commonwealth,Strasbourg,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4399 *,0190,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,"Anglais LEA Civilisation britannique : Economie, Sciences politiques, Société, Culture",Lyon,
0720916E,UNIVERSITE DU MANS,4339 *,1100MCF0387,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Civilisation contemporaine du monde britannique et du Commonwealth,LE MANS,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4717 *,2157,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,"Anglais LANSAD ¿ Sociologie, science politique",Centre PMF,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4723 *,2045,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Anglais appliqué aux Sciences humaines et sociales,Centre Pierre Mendes France,S
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4369 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Civilisation américaine XXe/XXIe siècle LEA,CAMPUS NATION,S
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4373 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Maître de conférence en phonologie de l¿anglais,CAMPUS NATION,S
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4374 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Maître de Conférence en civilisation et anglais économiques des mondes anglophones (britannique et américain),CAMPUS NATION,S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,355,,26-I-1,MCF,Non,11,,,01/09/2022,01/02/2022,04/03/2022,Anglais LEA : Anglais appliqué au commerce international,108 bd Malesherbes,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,361,,26-I-1,MCF,Non,11,,,01/09/2022,01/02/2022,04/03/2022,LITTERATURE AMERICAINE,"1, rue Victor Cousin",
0755976N,UNIVERSITE DE PARIS,252,2318,26-I-1,MCF,Non,11,,,01/09/2022,26/01/2022,28/02/2022,Phonétique et phonologie de l¿anglais,75013 Paris - Grands Moulins,S
0755976N,UNIVERSITE DE PARIS,253,2322,26-I-1,MCF,Non,11,,,01/09/2022,26/01/2022,28/02/2022,Histoire des États-Unis XXe ¿ XXIe siècles,75013 Paris - Grands Moulins,S
0755976N,UNIVERSITE DE PARIS,254,2325,26-I-1,MCF,Non,11,,,01/09/2022,26/01/2022,28/02/2022,"Littérature nord-américaine (US), long XIXe",75013 Paris - Grands Moulins,S
0755976N,UNIVERSITE DE PARIS,255,1846,26-I-1,MCF,Non,11,,,01/09/2022,26/01/2022,28/02/2022,MCF Civilisation du monde anglophone,75013 Paris - Grands Moulins,S
0755976N,UNIVERSITE DE PARIS,257,1848,26-I-1,MCF,Non,11,7,,01/09/2022,26/01/2022,28/02/2022,"MCF Anglais, linguistique de corpus, langues de spécialité",75013 Paris - Grands Moulins,S
0781944P,UNIVERSITE VERSAILLES/SAINT-QUENTIN,4261 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Histoire et sociétés du monde anglophone contemporain (11e section) - Cultures et patrimoines (XXe-XXIe siècles)...,Guyancourt,
0801344B,UNIVERSITE D'AMIENS,4583 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,CIVILISATION AMERICAINE,CAMPUS CITADELLE,
0860856N,UNIVERSITE DE POITIERS,4746 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,"Civilisation étatsunienne, XIXe, XXe siècles, notamment dans les domaines de l histoire des idées, des études autochtones et/ou afro-américaines, de l analyse filmique et/ou de l image.",Poitiers,
0911975C,UNIVERSITE D'EVRY VAL D'ESSONNE,4250 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,"langue anglaise et jeu vidéo, web, nouveaux médias",EVRY,
0912423P,ENS PARIS-SACLAY,15 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Anglais de spécialité et formation des anglicistes,GIF-SUR-YVETTE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4730 *,E2DE101325,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,MCF littérature britannique et/ou américaine (18ème ou 20-21èmesiècles) et traduction.,NANTERRE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4731 *,E2DE101343,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,Civilisation britannique 17e-18e siècles,NANTERRE,
0930603A,INST. SUP. MECANIQUE PARIS,4090 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,,ST-OUEN,S
9710585J,UNIVERSITE DES ANTILLES,4434 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,LITTERATURE NORD AMERICAINE,CAMPUS DE SCHOELCHER,
9710585J,UNIVERSITE DES ANTILLES,4435 *,,26-I-1,MCF,Non,11,,,01/09/2022,24/02/2022,31/03/2022,PHONÉTIQUE ET PHONOLOGIE LINGUISTIQUES,CAMPUS DE SCHOELCHER,
0141408E,UNIVERSITE DE CAEN,4545 *,,26-I-1,MCF,Non,12,,,01/09/2022,24/02/2022,31/03/2022,Maître de conférences en études islandaises et études scandinaves médiévales,CAEN,
0211237F,UNIVERSITE DE DIJON,4613 *,E000001114,26-I-1,MCF,Non,12,,,01/09/2022,24/02/2022,31/03/2022,Civilisation contemporaine des pays germanophones,Dijon,
0251215K,UNIVERSITE DE BESANCON,4627 *,0687,26-I-1,MCF,Non,12,,,01/09/2022,24/02/2022,31/03/2022,Littérature germanophone (Etudes culturelles),Besancon,
0350937D,UNIVERSITE RENNES 2,4424 *,0096,26-I-1,MCF,Non,12,,,01/09/2022,24/02/2022,31/03/2022,LEA - Langue de specialité,RENNES,
0490970N,UNIVERSITE D'ANGERS,4414,PTMCF0351,26-I-1,MCF,Non,12,,,01/09/2022,23/02/2022,25/03/2022,Etudes germaniques,ANGERS,
0597239Y,UNIVERSITE DE LILLE,12 *,,26-I-1,MCF,Non,12,,,01/09/2022,24/02/2022,31/03/2022,"Histoire de l'Allemagne contemporaine (Pouvoir, société, culture), relations franco-allemandes (1945 à nos jours).",VILLENEUVE D'ASCQ,
0673021V,UNIVERSITE DE STRASBOURG,4769 *,,26-I-1,MCF,Non,12,,,01/09/2022,24/02/2022,31/03/2022,Etudes scandinaves,Strasbourg,
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4365 *,,26-I-1,MCF,Non,12,,,01/09/2022,24/02/2022,31/03/2022,Études germaniques : langue et linguistique appliqué,CAMPUS NATION,S
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4371 *,,26-I-1,MCF,Non,12,,,01/09/2022,24/02/2022,31/03/2022,"Allemand : civilisation, économie, gestion",CAMPUS NATION,S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,364,,26-I-1,MCF,Non,12,,,01/09/2022,01/02/2022,04/03/2022,Linguistique allemande,108 bd Malesherbes,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,366,,26-I-1,MCF,Non,12,,,01/09/2022,01/02/2022,04/03/2022,"Néerlandais Langue, littérature et culture",108 bd Malesherbes,S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,367,,26-I-1,MCF,Non,12,,,01/09/2022,01/02/2022,04/03/2022,"Etudes Nordiques (langue, littérature et civilisation nordiques)",108 bd Malesherbes,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4732 *,E2DE101399,26-I-1,MCF,Non,12,,,01/09/2022,24/02/2022,31/03/2022,"Economie allemande, Politique économique, Organisation et gestiondes entreprises allemandes, Langue économique, Civilisation allemande",NANTERRE,
0931827F,UNIVERSITE PARIS 8,4613 *,,26-I-1,MCF,Non,12,,,01/09/2022,24/02/2022,31/03/2022,Études germaniques ; allemand économique et commercial,SAINT-DENIS,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4914 *,0566,26-I-1,MCF,Non,12,,,01/09/2022,24/02/2022,31/03/2022,Civilisation des pays de langue et de culture germaniques,CRETEIL CAMPUS CENTRE,
0542493S,UNIVERSITE DE LORRAINE,1440 *,13MCF0158,26-I-1,MCF,Non,13,,,01/09/2022,24/02/2022,31/03/2022,Histoire culturelle Europe centrale et orientale,NANCY,
0311382J,UNIVERSITE TOULOUSE 1,4268,,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,Espagnol de la gestion (LANgues pour Spécialistes d'Autres Disciplines - LANSAD)(voir profil détaillé pièce jointe),Toulouse,
0311383K,UNIVERSITE TOULOUSE 2,4614 *,,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,Civilisation hispanique médiévale,TOULOUSE,
0331766R,UNIVERSITE BORDEAUX MONTAIGNE,4336 *,,26-I-2,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,Civilisation de l'Amérique latine contemporaine/LEA,PESSAC,
0383546Y,UNIVERSITE GRENOBLE ALPES,104 *,38250,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,"civilisation hispano-américaine contemporaine (XXe-XXIe siècles) : sociétés, politique, économie et langue",Grenoble et Valence,
0450855K,UNIVERSITE D'ORLEANS,4502 *,MCF0697,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,Cultures d'Amérique Latine,UFR LLSH,
0542493S,UNIVERSITE DE LORRAINE,1441 *,14MCF0561,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,"Traductologie, traduction et langue de spécialité",NANCY,
0597239Y,UNIVERSITE DE LILLE,11 *,,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,Espagnol Langue et traduction : espagnol ancien et contemporain.,VILLENEUVE D'ASCQ,
0632084Y,UNIVERSITE CLERMONT AUVERGNE,30 *,MCF0799,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,"Littérature et société en Amérique Latine. Cours en licence et Master MEEF. Cours pour le département d'études hispaniques, et pour le département de Tourisme.",Clermont-Ferrand,
0640251A,UNIVERSITE DE PAU,4248 *,,26-I-2,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,Espagnol Langues Etrangères Appliquées Traduction et Interprétariat  Traductologie,PAU,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4400 *,0166,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,Italien LLCER : littérature et civilisation italiennes du Moyen-Âge et de la Renaissance,Lyon,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4401 *,0266,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,Espagnol LEA : langue de spécialité et des affaires ; culture espagnole contemporaine (Espagne),Lyon,
0694123G,ECOLE NORMALE SUPERIEURE DE LYON,4239 *,0173,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,"Langue espagnole et Sociétés transitionnelles (du Moyen Âge à la Renaissance hispanique), Humanités numériques",15 Parvis Rene Descartes,
0720916E,UNIVERSITE DU MANS,4340 *,1400MCF0087,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,Amérique hispanique contemporaine : civilisations et cultures,LE MANS,
0730858L,UNIVERSITE DE SAVOIE MONT-BLANC,4339 *,814,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,"E:Espagnol écrit et oral:sujets en lien avec la gestion et la communication d'entreprise et personnelle.R:Participation aux domaines de compétences transversaux du LLSETI:tourisme, sport, culture...",CHAMBERY,S
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4366 *,,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,ESPAGNOL LEA : Langue de spécialité et Civilisation Époque contemporaine (XXe-XXIe siècles),CAMPUS NATION,S
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4367 *,,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,Italien LEA. Langue et culture italiennes de l¿époque contemporaine (XXe-XXIe),CAMPUS NATION,S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,369,,26-I-1,MCF,Non,14,,,01/09/2022,01/02/2022,04/03/2022,Civilisation de l'Amérique coloniale,"31, rue Gay Lussac",
0755890V,UNIVERSITE SORBONNE UNIVERSITE,370,,26-I-1,MCF,Non,14,,,01/09/2022,01/02/2022,04/03/2022,Linguistique diachronique et synchronique (Espagne-Amérique hispanique),"31, rue Gay Lussac",
0755890V,UNIVERSITE SORBONNE UNIVERSITE,371,,26-I-1,MCF,Non,14,,,01/09/2022,01/02/2022,04/03/2022,"Portugais, langue littérature et civilisation","31, rue Gay Lussac",
0755890V,UNIVERSITE SORBONNE UNIVERSITE,372,,26-I-1,MCF,Non,14,,,01/09/2022,01/02/2022,04/03/2022,"Littérature, langue et culture italiennes de l'époque moderne (XVIIIe-XIXe siècles)",108 bd Malesherbes,
0801344B,UNIVERSITE D'AMIENS,4584 *,,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,LINGUISTIQUE HISPANIQUE ET GRAMMAIRE ESPAGNOLE,CAMPUS CITADELLE,
0830766G,UNIVERSITE DE TOULON (VAR),4221 *,,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,Littérature espagnole contemporaine,La Garde,
0860856N,UNIVERSITE DE POITIERS,4743 *,,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,"Portugais (Bresil). Enseignement : Culture et civilisation bresiliennes, langue ecrite et orale. Recherche : développement des etudes bresilianistes au CRLA-Archivos et des partenariats internationaux",Poitiers,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4733 *,E2DE101480,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,"MCF Espagnol LEA - Langue de spécialitémention : espagnol contemporain des affaires, dutourisme et des médias",NANTERRE,
0931238R,UNIVERSITE PARIS 13,4444 *,0583,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,Espagnol commercial et traduction,Saint-Denis,
0931827F,UNIVERSITE PARIS 8,4612 *,,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,LEA commerce-Civilisation Amérique latine,SAINT-DENIS,
0931827F,UNIVERSITE PARIS 8,4614 *,,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,italien LEA (Langues étrangères appliquées),SAINT-DENIS,
0952259P,CY CERGY PARIS UNIVERSITE,103 *,,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,"Le MCF recruté sera spécialiste de langue,traduction et littérature espagnole, avec spécialisation dans les domaines de la traduction, de l¿édition et médiation littéraire dans le domaine hispanique.",Cergy,
9710585J,UNIVERSITE DES ANTILLES,4436 *,,26-I-1,MCF,Non,14,,,01/09/2022,24/02/2022,31/03/2022,LITTÉRATURES DE L'ESPAGNE ET DE L'AMERIQUE HISPANIQUE contemporaines,CAMPUS DE SCHOELCHER,
9740478B,UNIVERSITE DE LA REUNION,4358,,26-I-1,MCF,Non,14,70,,01/09/2022,21/02/2022,31/03/2022,Enseignement-apprentissage de l¿espagnol et formation des enseignants des premiers et seconds degrés,Site du Moufia,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4334 *,0635,26-I-1,MCF,Non,15,,,01/09/2022,24/02/2022,31/03/2022,"Langue, civilisation et littérature arabes",MONTPELLIER,
0350937D,UNIVERSITE RENNES 2,4436 *,0203,26-I-1,MCF,Non,15,,,01/09/2022,24/02/2022,31/03/2022,Langue et civilisation,Rennes,
0542493S,UNIVERSITE DE LORRAINE,1442 *,15MCF0249,26-I-1,MCF,Non,15,,,01/09/2022,24/02/2022,31/03/2022,Langue arabe et monde contemporain,NANCY,
0542493S,UNIVERSITE DE LORRAINE,1443 *,15MCF0512,26-I-1,MCF,Non,15,,,01/09/2022,24/02/2022,31/03/2022,"Communication professionnelle, chinois des affaires, culture d¿entreprise, traduction chinois-français, français-chinois",METZ,
0542493S,UNIVERSITE DE LORRAINE,1459 *,15-76MCF0033,26-I-1,MCF,Non,15,76,,01/09/2022,24/02/2022,31/03/2022,"Théologies musulmanes, islamologie",METZ,
0597239Y,UNIVERSITE DE LILLE,13 *,,26-I-1,MCF,Non,15,7,,01/09/2022,24/02/2022,31/03/2022,Linguistique du chinois.,ROUBAIX,
0673021V,UNIVERSITE DE STRASBOURG,4770 *,,26-I-1,MCF,Non,15,,,01/09/2022,24/02/2022,31/03/2022,"Langue, littérature et culture du monde arabe",Strasbourg,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4402 *,0402,26-I-1,MCF,Non,15,,,01/09/2022,24/02/2022,31/03/2022,Sociolinguistique et monde arabe contemporain,Lyon,
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4377 *,,26-I-1,MCF,Non,15,,,01/09/2022,24/02/2022,31/03/2022,Langue et littérature hébraïque,CAMPUS NATION,S
0753488J,INALCO PARIS,4195,665,26-I-1,MCF,Non,15,22,,01/09/2022,25/02/2022,28/03/2022,Histoire de l'Ethiopie et de l'Afrique de l'Est,Paris,
0753488J,INALCO PARIS,4198,366,26-I-1,MCF,Non,15,,,01/09/2022,25/02/2022,28/03/2022,Langue et littérature arabe moderne,Paris,
0753488J,INALCO PARIS,4199,262,26-I-1,MCF,Non,15,7,,01/09/2022,25/02/2022,28/03/2022,Didactique du coréen,Paris,
0753488J,INALCO PARIS,4201,21,26-I-1,MCF,Non,15,,,01/09/2022,25/02/2022,28/03/2022,Sciences humaines et sociales du Japon moderne et contemporain,Paris,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,362,,26-I-1,MCF,Non,15,,,01/10/2022,01/02/2022,04/03/2022,Langue et littérature hébraïques,"1, rue Victor Cousin",S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,363,,26-I-1,MCF,Non,15,,,01/09/2022,01/02/2022,04/03/2022,Grammaire et Linguistique Arabes,"1, rue Victor Cousin",
0755976N,UNIVERSITE DE PARIS,259,2036,26-I-1,MCF,Non,15,7,,01/09/2022,26/01/2022,28/02/2022,Didactique et linguistique du chinois,75013 Paris - Grands Moulins,S
0755976N,UNIVERSITE DE PARIS,260,2037,26-I-1,MCF,Non,15,,,01/09/2022,26/01/2022,28/02/2022,Culture du Japon,75013 Paris - Grands Moulins,S
0952259P,CY CERGY PARIS UNIVERSITE,104 *,,26-I-1,MCF,Non,15,,,01/09/2022,24/02/2022,31/03/2022,Candidat dans le domaine des études japonaises (Langue et civilisation moderne et contemporaine),Cergy,
0062205P,UNIVERSITE COTE D'AZUR,99 *,,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychologie du travail et des organisations,NICE,
0134009M,UNIVERSITE AIX-MARSEILLE,1092 *,Creation,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,"Psychologie cognitive et ergonomique, spécialisation créativité et innovation",Aix-En-Provence,
0134009M,UNIVERSITE AIX-MARSEILLE,1098 *,1998,33,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychologie cognitive et ergonomique,Aix-En-Provence,S
0141408E,UNIVERSITE DE CAEN,4548 *,,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,"Le collègue recruté formera de futurs psychologues. En termes de contenu pédagogique, il/elle devra dispenser un enseignement général de la psychopathologie et des méthodes et pratiques cliniques.",CAEN,
0141408E,UNIVERSITE DE CAEN,4549 *,,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychopathologie clinique expérimentale,CAEN,
0211237F,UNIVERSITE DE DIJON,4615 *,E000000915,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychologie cognitive,Dijon,
0211237F,UNIVERSITE DE DIJON,4645 *,E000000172,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychologie du développement et des apprentissages,Dijon,
0211237F,UNIVERSITE DE DIJON,4669 *,,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Neuropsychologie du développement / Psychologie du développement cognitif,Dijon,
0251215K,UNIVERSITE DE BESANCON,4628 *,0323,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychologie sociale appliquée au champ du travail,Besancon,
0301687W,UNIVERSITE DE NIMES,4196 *,,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychologie cognitive,NIMES,
0301687W,UNIVERSITE DE NIMES,4197 *,,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychologie,NIMES,
0311383K,UNIVERSITE TOULOUSE 2,4615 *,,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychologie clinique et psychopathologie de l'enfant,TOULOUSE,
0333298F,UNIVERSITE DE BORDEAUX,640 *,,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychologie du développement de l'enfant et de l'éducation,Bordeaux,S
0342490X,UNIVERSITE DE MONTPELLIER,3 *,,26-I-1,MCF,Non,16,70,,01/09/2022,24/02/2022,31/03/2022,Psychologie sociale et formation des enseignant.e.s,Montpellier,
0370800U,UNIVERSITE DE TOURS,4558 *,0990,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychopathologie et psychologie clinique,TOURS,
0370800U,UNIVERSITE DE TOURS,4559 *,1140,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychologie gérontologique,TOURS,
0383546Y,UNIVERSITE GRENOBLE ALPES,93 *,38643,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychologie clinique de la santé,Saint-Martin-dHeres,
0383546Y,UNIVERSITE GRENOBLE ALPES,111 *,37655,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychologie clinique - victimo-criminologie,Saint-Martin-d'Heres,
0442953W,NANTES UNIVERSITE,9 *,0829,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Psychologie sociale appliquée,Nantes,
0442953W,NANTES UNIVERSITE,10 *,0466,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,Méthodologie et Statistiques appliquées à la psychologie,Nantes,
0490970N,UNIVERSITE D'ANGERS,4415,PTMCF0696,26-I-1,MCF,Non,16,,,01/09/2022,23/02/2022,25/03/2022,"Psychopathologie, psychologie cliniquepsychanalytique",ANGERS,
0490970N,UNIVERSITE D'ANGERS,4416,PTMCF0007,26-I-1,MCF,Non,16,,,01/09/2022,23/02/2022,25/03/2022,Psychologie cognitive et différentielle,ANGERS,
0511296G,UNIVERSITE DE REIMS,4498 *,,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,"Psychologie du développement / Dev de l'enfant ou de l'adolescentEns: Psychologie développement, Neuropsychologie enfantRech: Psychologie développement cognitif et/ou de la cognition sociale",REIMS,
0542493S,UNIVERSITE DE LORRAINE,1460 *,16MCF0302,26-I-1,MCF,Non,16,,,01/09/2022,24/02/2022,31/03/2022,"Psychologie cognitive, psychologie du développement, méthode expérimentale",NANCY,
