UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0440984F,UNIVERSITE DE NANTES,4616 *,MCF1105,26-I-1,MCF,Non,14,,,01/09/2021,25/02/2021,30/03/2021,langue littérature et civilisation italiennes,NANTES,
0511296G,UNIVERSITE DE REIMS,4469 *,,26-I-1,MCF,Non,14,,,01/09/2021,25/02/2021,30/03/2021,"Enseignements de langue, d'Histoire Espagne/Amérique latine filière LEA licence et master.Recherche: langue, littérature ou civilisation espagnole ou hispano-américaines.",REIMS,
0597065J,UNIVERSITE DE LILLE,197 *,,26-I-1,MCF,Non,14,,,01/09/2021,25/02/2021,30/03/2021,"Espagnol - Études filmiques et arts visuels des mondes hispaniques, XXe - XXIe siècles.",VILLENEUVE D'ASCQ,
0632035V,UNIVERSITE CLERMONT AUVERGNE,266 *,MCF0377,26-I-1,MCF,Non,14,,,01/09/2021,25/02/2021,30/03/2021,"Langue et littérature espagnoles. Analyse de l'image. Encadrement de mémoires. CELIS: ""Ecritures et interactions sociales"", axe ""Intermédialités et interactions sociales"".",Clermont-Ferrand,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4362 *,,26-I-1,MCF,Non,14,,,01/09/2021,25/02/2021,30/03/2021,Portugais LEA - Langue de spécialité/Traduction/ Histoire du monde lusophone contemporain.,Lyon,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4363 *,,26-I-1,MCF,Non,14,,,01/09/2021,25/02/2021,30/03/2021,"Italien LEA : langue de spécialité, langue juridique ; civilisation italienne contemporaine",Lyon,
0772894C,UNIVERSITE GUSTAVE EIFFEL,26 *,,26-I-1,MCF,Non,14,,,01/09/2021,25/02/2021,30/03/2021,Civilisation espagnole contemporaine et langue,CHAMPS-SUR-MARNE,
0840685N,UNIVERSITE D'AVIGNON,4172 *,,26-I-1,MCF,Non,14,,,01/09/2021,25/02/2021,30/03/2021,"LEA, Espagnol, Civilisation contemporaine Amérique Latine",Avignon,
0860856N,UNIVERSITE DE POITIERS,4703 *,,26-I-1,MCF,Non,14,,,01/09/2021,25/02/2021,30/03/2021,Enseignement Civilisation et littérature espagnoles médiévales.Langue (grammaire-traduction)Recherche Civilisation hispanique médiévale.Philologie et littérature médiévales en castillan ou catalan,Poitiers,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4660 *,310,26-I-1,MCF,Non,14,,,01/09/2021,25/02/2021,30/03/2021,Langue et culture de l¿Italie contemporaine,NANTERRE,
0931827F,UNIVERSITE PARIS 8,4562 *,U1400MCF0073,26-I-1,MCF,Non,14,,,01/09/2021,25/02/2021,30/03/2021,Littérature Espagne  XIX-XXI siècles,SAINT-DENIS,
0952259P,CY CERGY PARIS UNIVERSITE,60 *,,26-I-1,MCF,Non,14,,,01/09/2021,25/02/2021,30/03/2021,Civilisation latino-américaine contemporaine,CERGY,
9710585J,UNIVERSITE DES ANTILLES,4389 *,,26-I-1,MCF,Non,14,,,01/09/2021,25/02/2021,30/03/2021,,SAINT-CLAUDE,
0134009M,UNIVERSITE AIX-MARSEILLE,938 *,1802,26-I-1,MCF,Non,15,,,01/09/2021,25/02/2021,30/03/2021,SHS du Japon moderne et contemporain,AIX EN PROVENCE,
0134009M,UNIVERSITE AIX-MARSEILLE,940 *,2256,26-I-1,MCF,Non,15,22,20,01/09/2021,25/02/2021,30/03/2021,"Etudes arméniennes : langue, histoire, sociétés",AIX EN PROVENCE,
0311383K,UNIVERSITE TOULOUSE 2,4571,,26-I-1,MCF,Non,15,,,01/09/2021,25/02/2021,30/03/2021,"Arabe, cultures et expressions artistiques dans le monde arabe contemporain (XXe-XXIe s.)",TOULOUSE,
0331766R,UNIVERSITE BORDEAUX MONTAIGNE,4320 *,,26-I-1,MCF,Non,15,,,01/09/2021,25/02/2021,30/03/2021,Etudes coréennes - langue et civilisation,DOMAINE UNIVERSITAIRE,
0350937D,UNIVERSITE RENNES 2,4406 *,0694,26-I-1,MCF,Non,15,,,01/09/2021,25/02/2021,30/03/2021,Langue et société contemporaine,Rennes,
0383546Y,UNIVERSITE GRENOBLE ALPES,70 *,38218,26-I-1,MCF,Non,15,7,,01/09/2021,25/02/2021,30/03/2021,Langue et linguistique chinoise,Grenoble,
0450855K,UNIVERSITE D'ORLEANS,4463 *,MCF0007,26-I-1,MCF,Non,15,,,01/09/2021,25/02/2021,30/03/2021,ETUDES CHINOISES,UFR LLSH - ORLEANS,
0673021V,UNIVERSITE DE STRASBOURG,4697 *,,26-I-1,MCF,Non,15,,,01/09/2021,25/02/2021,30/03/2021,"Études turques (Littérature, Civilisation, Langue)",Strasbourg,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4489 *,,26-I-1,MCF,Non,15,,,01/09/2021,25/02/2021,30/03/2021,"Parfait.e arabisant.e, le/la candidat.e interviendra en licence et en master LLCER d'études arabes.","Campus Begres du Rhone, LYON 7EME",
0691775E,UNIVERSITE LYON 2 (LUMIERE),4490 *,,26-I-1,MCF,Non,15,,,01/09/2021,25/02/2021,30/03/2021,"La/le candidat.e recruté.e assurera des cours du parcours licence anglais/arabe et de master en langue, linguistique appliquée, terminologie et traduction.","Campus Begres du Rhone, LYON 7EME",
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4305 *,,26-I-1,MCF,Non,15,,,01/09/2021,25/02/2021,30/03/2021,Langue et littérature arabes,CAMPUS NATION,S
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4330 *,,26-I-1,MCF,Non,15,,,01/09/2021,25/02/2021,30/03/2021,Etudes iraniennes,CAMPUS NATION,S
0753488J,INALCO PARIS,4164,462,26-I-1,MCF,Non,15,,,01/09/2021,16/02/2021,18/03/2021,Langue et littérature malgaches,Paris,
0753488J,INALCO PARIS,4169,604,26-I-1,MCF,Non,15,,,01/09/2021,16/02/2021,18/03/2021,"Arabe égyptien : langue, littérature dialectale et/ou linguistique",Paris,
0753488J,INALCO PARIS,4170,275,26-I-1,MCF,Non,15,,,01/09/2021,16/02/2021,18/03/2021,Langue et littérature arabe moderne,Paris,
0753488J,INALCO PARIS,4171,7,26-I-1,MCF,Non,15,22,,01/09/2021,16/02/2021,18/03/2021,Histoire des arts de la Chine,Paris,
0753488J,INALCO PARIS,4173,766,26-I-1,MCF,Non,15,,,01/09/2021,16/02/2021,18/03/2021,Études Coréennes : Sciences Sociales,Paris,
0753488J,INALCO PARIS,4178,21,26-I-1,MCF,Non,15,,,01/09/2021,16/02/2021,18/03/2021,Japon moderne et contemporain : Sciences humaines et sociales,Paris,
0755976N,UNIVERSITE DE PARIS,137,25,26-I-1,MCF,Non,15,,,01/09/2021,22/01/2021,26/02/2021,Culture et société du Japon moderne et contemporain,Paris Rive Gauche (PRG),
0952259P,CY CERGY PARIS UNIVERSITE,61 *,,26-I-1,MCF,Non,15,,,01/09/2021,25/02/2021,30/03/2021,Chinois : Langue et civilisation contemporaines,CERGY,
0134009M,UNIVERSITE AIX-MARSEILLE,937 *,1771,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,"Psychologie différentielle, Evaluation, Adaptation scolaire",AIX EN PROVENCE,
0134009M,UNIVERSITE AIX-MARSEILLE,939 *,1994,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychologie sociale et représentations,AIX EN PROVENCE,
0141408E,UNIVERSITE DE CAEN,4506 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,"Psychologie, Psychologie de l¿Éducation, Psychologie Cognitive.Le candidat interviendra à tous les niveaux de Licence de Psychologie.",CAEN,
0141408E,UNIVERSITE DE CAEN,4507 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,"Psychologie, Neuropsychologie, Psychologie Clinique et Pathologique.Le(a)collègue recruté-e prendra en charge des enseignements de la Licence de psychologie et de la mention de Master PDCP.",CAEN,
0251215K,UNIVERSITE DE BESANCON,4568 *,1293,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychologie sociale de la santé et des risques en contexte professionnel,BESANCON VESOUL,
0251215K,UNIVERSITE DE BESANCON,4574 *,0164,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychologie sociale et éducation,Besancon,
0290346U,UNIV. DE BRETAGNE OCCIDENTALE (BREST),4404 *,1600MCF1101,33,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Cf fiche,BREST,S
0301687W,UNIVERSITE DE NIMES,4183 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychologie,Nimes,
0311383K,UNIVERSITE TOULOUSE 2,4572,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,psychologie clinique et psychopathologie,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4573,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,psychologie cognitive et ergonomie,TOULOUSE,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4291 *,0349,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychologie clinique et psychopathologie : approches psychanalytique etphénoménologique,Montpellier,
0342321N,UNIVERSITE DE MONTPELLIER,395 *,0139,26-I-1,MCF,Non,16,70,,01/09/2021,25/02/2021,30/03/2021,"Psychologie sociale, psychologie du travail, formation des enseignants",Montpellier,
0350937D,UNIVERSITE RENNES 2,4395 *,0813,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychopathologie infanto-juvénile et clinique psychanalytique,Rennes,
0440984F,UNIVERSITE DE NANTES,4619 *,PR2195,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychopathologie expérimentale,NANTES,
0440984F,UNIVERSITE DE NANTES,4620 *,MCF1727,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychologie cognitive,NANTES,
0442764R,ESPE ACADEMIE NANTES,4632 *,MCF0179,26-I-1,MCF,Non,16,70,,01/09/2021,25/02/2021,30/03/2021,Psychologie du développement et psychologie des apprentissages,NANTES,
0542493S,UNIVERSITE DE LORRAINE,1361 *,16MCF0205,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,"Psychologie de la santé, psychologie clinique",METZ,S
0597065J,UNIVERSITE DE LILLE,200 *,,26-I-1,MCF,Non,16,69,,01/09/2021,25/02/2021,30/03/2021,Neurosciences Affectives et Psychologie des Emotions,VILLENEUVE D'ASCQ,
0597065J,UNIVERSITE DE LILLE,201 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychologie du développement,VILLENEUVE D'ASCQ,
0597065J,UNIVERSITE DE LILLE,202 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychologie du Travail et des Organisations,VILLENEUVE D'ASCQ,
0673021V,UNIVERSITE DE STRASBOURG,4698 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychologie sociale,Strasbourg,
0673021V,UNIVERSITE DE STRASBOURG,4699 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychologie du développement,Strasbourg,
0673021V,UNIVERSITE DE STRASBOURG,4700 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychopathologie clinique psychanalytique,Strasbourg,
0673021V,UNIVERSITE DE STRASBOURG,4701 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Neuropsychologie,Strasbourg,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4471 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Il/elle répondra aux besoins d¿enseignement en psychologie sociale et/ou du travail du Département et assurera majoritairement des enseignements (CM/TD) en Licence de psychologie.,"Campus Porte des Alpes, Bron",
0730858L,UNIVERSITE DE SAVOIE MONT-BLANC,4301 *,69,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,"E:Les enseignements s'inscriront dans le domaine de la psychologie du développement de la L1 au M2.R:Domaine de la psychologie cognitive, permettant l'intégration dans une des 5 équipes du LPNC.",CHAMBERY,S
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4320 *,,33,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychologie sociale de la communication,CAMPUS NATION,S
0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,4230 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,PSYCHOLOGIE DE L'ORIENTATION,PARIS,S
0755976N,UNIVERSITE DE PARIS,132,32,26-I-1,MCF,Non,16,,,01/09/2021,22/01/2021,26/02/2021,"Santé mentale et environnement : ajustement individuel, dynamiques relationnelles et dispositifs d'accompagnement",Boulogne Billancourt,
0755976N,UNIVERSITE DE PARIS,133,33,26-I-1,MCF,Non,16,,,01/09/2021,22/01/2021,26/02/2021,PSYCHOLOGIE SOCIALE EXPÉRIMENTALE ET COGNITION SOCIALE,Boulogne Billancourt,
0755976N,UNIVERSITE DE PARIS,134,122,26-I-1,MCF,Non,16,,,01/09/2021,22/01/2021,26/02/2021,Psychologie différentielle,Paris Rive Gauche (PRG),
0755976N,UNIVERSITE DE PARIS,135,123,26-I-1,MCF,Non,16,,,01/09/2021,22/01/2021,26/02/2021,"PSYCHOLOGIE SOCIALE, DISCRIMINATIONS, VIOLENCE ET NORMES",Paris Rive Gauche (PRG),
0755976N,UNIVERSITE DE PARIS,136,124,26-I-1,MCF,Non,16,,,01/09/2021,22/01/2021,26/02/2021,"Psychologie de la santé, clinique des crises et des catastrophes",Paris Rive Gauche (PRG),S
0761904G,UNIVERSITE DE ROUEN,4542 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,"Enseignement et recherche : Neuropsychologie, Neurosciences cognitives",MONT SAINT AIGNAN,
0801344B,UNIVERSITE D'AMIENS,4543 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,PSYCHOLOGIE CLINIQUE ET PSYCHOPATHOLOGIE TRANSCULTURELLE,CAMPUS,
0860856N,UNIVERSITE DE POITIERS,4690 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,"Psychologie du developpement, psychologie du langage et de la communicationMots-cles : developpement typique et/ou atypique, langage, apprentissage, interaction, communication",Poitiers,
0860856N,UNIVERSITE DE POITIERS,4691 *,,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychologie du developpement et psychologie du langage ecrit,Poitiers,
0912408Y,UNIVERSITE PARIS SACLAY,73 *,16MCF836,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Ergonomie des systèmes complexes,ORSAY,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4643 *,559,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Développement social et émotionnel de l¿enfant et de l¿adolescent,NANTERRE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4644 *,1364,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,"psychologie clinique empirique et thérapie cognitive et comportementale (psychothérapie,processus, évaluation)",NANTERRE,
0922605G,INS FREJHEA,4086 *,,26-I-1,MCF,Non,16,70,,01/09/2021,25/02/2021,30/03/2021,PsychologieScolarisation des élèves à besoins éducatifs particuliers (EBEP) ; Troubles du comportement / TSLA,SURESNES,
0931238R,UNIVERSITE PARIS 13,4401 *,0227,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychologie clinique et psychopathologie psychanalytique,Villetaneuse,
0931238R,UNIVERSITE PARIS 13,4402 *,0225,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,"Psychologie sociale clinique, psychosociologiePsychologie sociale clinique ; Psychosociologie ; Psychanalyse ; Anthropologie sociale ; Souffrances sociales",Villetaneuse,
0931827F,UNIVERSITE PARIS 8,4563 *,U1600MCF0351,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,psychologie sociale et statistiques,SAINT-DENIS,
0931827F,UNIVERSITE PARIS 8,4565 *,U1600MCF0467,26-I-1,MCF,Non,16,,,01/09/2021,25/02/2021,30/03/2021,Psychologie sociale,SAINT-DENIS,
0333296D,ESPE ACADEMIE BORDEAUX,557 *,0176,26-I-1,MCF,Non,17,,,01/09/2021,25/02/2021,30/03/2021,PHILOSOPHIE DE L'EDUCATION,INSPE academie Bordeaux - site Gironde,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4617 *,1882,26-I-1,MCF,Non,17,72,,01/09/2021,25/02/2021,30/03/2021,Logique et philosophie des mathématiques,Centre Sorbonne,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,307,190,26-I-1,MCF,Non,17,,,01/09/2021,29/01/2021,05/03/2021,Histoire de la philosophie allemande contemporaine,"1, rue Victor Cousin",
0931827F,UNIVERSITE PARIS 8,4546 *,U1700MCF0523,26-I-1,MCF,Non,17,,,01/09/2021,25/02/2021,30/03/2021,"Techniques, esthétique, politique",SAINT-DENIS,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4851 *,0718,26-I-1,MCF,Non,17,,,01/09/2021,25/02/2021,30/03/2021,"Logique et épistémologie, 19e - 20e siècles",CRETEIL CAMPUS CENTRE,
0062205P,UNIVERSITE COTE D'AZUR,76 *,18 MCF 692,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,Études Théâtrales : approches anthropologiques,Nice,
0134009M,UNIVERSITE AIX-MARSEILLE,943 *,4285,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,Arts plastiques et création numérique,AIX EN PROVENCE,
0251215K,UNIVERSITE DE BESANCON,4575 *,0168,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,Histoire et esthétique des théâtres contemporains. Pratiques scéniques.,Besancon,
0301687W,UNIVERSITE DE NIMES,4186 *,0102,26-I-1,MCF,Non,18,23,24,01/09/2021,25/02/2021,30/03/2021,Désign,Nimes,
0311383K,UNIVERSITE TOULOUSE 2,4574,,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,Etudes audiovisuelles : création recherche et nouvelles technologies,TOULOUSE,
0370800U,UNIVERSITE DE TOURS,4513 *,1032,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,Musiques actuelles,TOURS,
0421095M,UNIVERSITE DE SAINT-ETIENNE,4329 *,0645,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,"Histoire et analyse musicale, du classicisme au post romantisme",ST ETIENNE,
0421095M,UNIVERSITE DE SAINT-ETIENNE,4331 *,0676,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,"Musique contemporaine, production et médiation",ST ETIENNE,
0597065J,UNIVERSITE DE LILLE,189 *,,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,Etudes théâtrales : dramaturgies,VILLENEUVE D'ASCQ,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,37 *,,26-I-1,MCF,Non,18,71,,01/09/2021,25/02/2021,30/03/2021,"design informationnel, journalisme numérique, épistémologie",LES TERTIALES VALENCIENNES/SITE ARENBERG,
0673021V,UNIVERSITE DE STRASBOURG,4702 *,,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,Histoire et esthétique du cinéma,Strasbourg,
0673021V,UNIVERSITE DE STRASBOURG,4703 *,,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,Arts visuels,Strasbourg,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4605 *,1966,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,Arts plastiques / création-recherche et agrégation,"47, rue des bergers 75015 Paris",
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4607 *,1132,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,Maître de conférences en Arts plastiques,"47 rue des Bergers, 75015 Paris",
0755890V,UNIVERSITE SORBONNE UNIVERSITE,301,380,26-I-1,MCF,Non,18,,,01/09/2021,29/01/2021,05/03/2021,Théorie et analyse musicales XVIe-XIXe s.,"2, rue Francis de Croisset",
0755976N,UNIVERSITE DE PARIS,140,65,26-I-1,MCF,Non,18,,,01/09/2021,22/01/2021,26/02/2021,"Cinéma, arts et médias",Paris Rive Gauche (PRG),
0772894C,UNIVERSITE GUSTAVE EIFFEL,27 *,,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,Esthétique et philosophie de l'art,CHAMPS-SUR-MARNE,
0801344B,UNIVERSITE D'AMIENS,4529 *,,26-I-1,MCF,Non,18,22,,01/09/2021,25/02/2021,30/03/2021,HISTOIRE DE L'ART ACTUEL,Rue des Teinturiers,
0801344B,UNIVERSITE D'AMIENS,4530 *,,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,HISTOIRE ET ESTHETIQUE DU CINEMA DOCUMENTAIRE,Rue des Teinturiers,
0802142U,ESPE ACADEMIE AMIENS,4561 *,ESPE 0115,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,"ARTS PLASTIQUES, DIDACTIQUE DES ARTS",CAMPUS CITADELLE,
0860856N,UNIVERSITE DE POITIERS,4704 *,,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,"Double competence en histoire,esthetique et theorie du theatre,et en pratique des arts de la scene. Une reelle connaissance du theatre contemporain serait un atout.mot-clé:pratique",Poitiers,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4656 *,649,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,Théâtre contemporain : esthétiques scéniques et dramaturgies,NANTERRE,
0931827F,UNIVERSITE PARIS 8,4533 *,U1800MCF0157,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,"pratique et théorie de l'art contemporain - orientation : pratiques engagées, écritures numériques et nouvelles pratiques éditoriales",SAINT-DENIS,
0931827F,UNIVERSITE PARIS 8,4535 *,U1800MCF0485,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,"Art contemporain - orientation : écologie, urbanisme, paysage",SAINT-DENIS,
0931827F,UNIVERSITE PARIS 8,4537 *,U1800MCF0753,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,Pratique et théorie de l'art contemporain,SAINT-DENIS,
0931827F,UNIVERSITE PARIS 8,4538 *,U1800MCF0770,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,"art contemporain, géopolitique, études post-coloniales",SAINT-DENIS,
0931827F,UNIVERSITE PARIS 8,4541 *,U1800MCF0479,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,"Histoire sociale et économique, filière et métiers du cinéma",SAINT-DENIS,
0931827F,UNIVERSITE PARIS 8,4543 *,U1800MCF0294,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,"Analyse, esthétique, histoire des musiques classique et/ou romantique. Approches créatives et critiques",SAINT-DENIS,
0931827F,UNIVERSITE PARIS 8,4550 *,U1400MCF490,26-I-1,MCF,Non,18,14,,01/09/2021,25/02/2021,30/03/2021,Etudes théâtrales et Etudes italiennes,SAINT-DENIS,
7200664J,UNIVERSITE DE CORTE,4102 *,0264,26-I-1,MCF,Non,18,,,01/09/2021,25/02/2021,30/03/2021,"Histoire de l'Art, Arts et patrimoine",CORTE,
0134009M,UNIVERSITE AIX-MARSEILLE,949 *,3029,26-I-1,MCF,Non,19,,,01/09/2021,25/02/2021,30/03/2021,Sociologie du travail ou des relations professionnelles,Marseille,
0141408E,UNIVERSITE DE CAEN,4499 *,,26-I-1,MCF,Non,19,20,,01/09/2021,25/02/2021,30/03/2021,Maitre de conférences en sociologie et/ou anthropologie du changement social et des problèmes sociaux contemporains. Enseignement au département de sociologie et recherches au Cerrev,CAEN,
0311383K,UNIVERSITE TOULOUSE 2,4575,,26-I-1,MCF,Non,19,,,01/09/2021,25/02/2021,30/03/2021,sociologie de l¿alimentation,TOULOUSE,
0333298F,UNIVERSITE DE BORDEAUX,568 *,,26-I-1,MCF,Non,19,,,01/09/2021,25/02/2021,30/03/2021,"Sociologie quantitative, méthodologie quantitative",Bordeaux Victoire,
0597065J,UNIVERSITE DE LILLE,216 *,,26-I-1,MCF,Non,19,,,01/09/2021,25/02/2021,30/03/2021,"Sociologie quantitative, sociologie du travail et de l'emploi",VILLENEUVE D'ASCQ,
0660437S,UNIVERSITE DE PERPIGNAN (VIA DOMITIA),4244 *,,26-I-1,MCF,Non,19,,,01/09/2021,25/02/2021,30/03/2021,Sociologie générale ; méthodologie d'enquête quantitative et qualitative ; expérience pédagogique auprès d'un public étudiant hétérogène,PERPIGNAN,
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4322 *,,26-I-1,MCF,Non,19,71,,01/09/2021,25/02/2021,30/03/2021,"Culture, communication et numérique en situation d'apprentissage.",CAMPUS NATION,S
0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,4232 *,,26-I-1,MCF,Non,19,,,01/09/2021,25/02/2021,30/03/2021,"Sociologie du tourisme, emploi, formation, territoires",PARIS,S
0755976N,UNIVERSITE DE PARIS,120,50,26-I-1,MCF,Non,19,,,01/09/2021,22/01/2021,26/02/2021,"Travail, classes sociales, immigration, méthodes",Saint-Germain-des-Pres,
0761904G,UNIVERSITE DE ROUEN,4543 *,,26-I-1,MCF,Non,19,,,01/09/2021,25/02/2021,30/03/2021,Enseignement : Sociologie quantitativeRecherche : Société numérique,MONT SAINT AIGNAN,
0801344B,UNIVERSITE D'AMIENS,4544 *,,26-I-1,MCF,Non,19,,,01/09/2021,25/02/2021,30/03/2021,SOCIOLOGIE DE LA QUESTION SOCIALE ET SANITAIRE,CAMPUS CITADELLE,
0870669E,UNIVERSITE DE LIMOGES,4372 *,0372,26-I-1,MCF,Non,19,,,01/09/2021,25/02/2021,30/03/2021,Sociologie générale,LIMOGES,
0922605G,INS FREJHEA,4088 *,,26-I-1,MCF,Non,19,70,,01/09/2021,25/02/2021,30/03/2021,,SURESNES,
0931827F,UNIVERSITE PARIS 8,4524 *,U1900MCF0217,26-I-1,MCF,Non,19,,,01/09/2021,25/02/2021,30/03/2021,Sociologie générale et sociologie de l¿éducation,SAINT-DENIS,
0931827F,UNIVERSITE PARIS 8,4551 *,U1900MCF0122,26-I-1,MCF,Non,19,,,01/09/2021,25/02/2021,30/03/2021,Sociologie politique des mondes arabes et méditerranéens.,SAINT-DENIS,
0062205P,UNIVERSITE COTE D'AZUR,50 *,20,26-I-1,MCF,Non,20,,,01/09/2021,25/02/2021,30/03/2021,Bioarchéologie,Nice,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4664 *,1124,26-I-1,MCF,Non,20,,,01/09/2021,25/02/2021,30/03/2021,Le MCF capable d¿enseigner des cours d¿Anthropologie destechniques des sociétés préhistoriques avec des recherchesreconnues internationalement.,NANTERRE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4666 *,1600,26-I-1,MCF,Non,20,,,01/09/2021,25/02/2021,30/03/2021,Maître de conférence en anthropologie de la danse etdu mouvement,NANTERRE,
9710585J,UNIVERSITE DES ANTILLES,4383 *,,26-I-1,MCF,Non,20,73,18,01/09/2021,25/02/2021,30/03/2021,MUSIQUE ET DANSE CRÉOLES DE LA CARAÏBE,UFR LETTRES ET SCIENCES HUMAINES,
