UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0062205P,UNIVERSITE COTE D'AZUR,41 *,01 MCF 784,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit des contrats,Nice,
0141408E,UNIVERSITE DE CAEN,4490 *,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,"Le (la) candidat(e) recruté(e)aura des enseignements en fiscalité, droit des groupes, droit des sociétés, droit des entreprises et droit bancaire. La formation s adressera à un public de non juristes.",CAEN,
0211139Z,UNIVERSITE DE DIJON (IUT DIJON),4568 *,E000000005,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit international des affaires,DIJON,
0211237F,UNIVERSITE DE DIJON,4558 *,E000000712,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit international de l'arbitrage,DIJON,
0311382J,UNIVERSITE TOULOUSE 1,4228,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,"- Recherche et enseignement en droit pénal et/ou procédure pénale et/ou droit pénal européen (CEDH ou UE) et/ou droit pénal international,- Maîtrise d'une langue étrangère",2 rue du Doyen Gabriel Marty,
0311382J,UNIVERSITE TOULOUSE 1,4229,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,"-Recherche: propriété intellectuelle et des nouvelles technologies (maîtrise de la langue anglaise)-Enseignement: propriété intellectuelle, plus largement droit de l'innovation et droit des affaires",2 rue du Doyen Gabriel Marty,
0311382J,UNIVERSITE TOULOUSE 1,4230,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,(Voir pièce jointe),50 Avenue de Bordeaux,
0333298F,UNIVERSITE DE BORDEAUX,575 *,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit social,Pessac,
0350936C,UNIVERSITE RENNES 1,4539 *,MCF0347,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,"Droit pénal en lien avec les priorités du laboratoire : Responsabilité, Santé/vulnérabilité, Numérique, Europe(s). Intérêt pour la recherche collective, interdisciplinaire et internationale",RENNES,
0383546Y,UNIVERSITE GRENOBLE ALPES,67 *,38395,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,"Droit privé, introduction au droit, droit des obligations, droit des affaires (droit commercial)",Valence,
0383546Y,UNIVERSITE GRENOBLE ALPES,71 *,37682,26-I-1,MCF,Non,1,,,01/10/2021,25/02/2021,30/03/2021,Droit patrimonial ou/et droit civil économique,Grenoble ou Valence,S
0383546Y,UNIVERSITE GRENOBLE ALPES,72 *,37679,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Procédure civile ou droit processuel,Grenoble ou Valence,
0542493S,UNIVERSITE DE LORRAINE,1329 *,01MCF0026,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,"Droit civil, Droit comparé",METZ,
0542493S,UNIVERSITE DE LORRAINE,1330 *,01MCF0504,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit civil,NANCY,
0595964M,UNIVERSITE DU LITTORAL,4281 *,0244,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,"Maître de conférences en droit privé et sciences criminelles, spécialisé en droit des affaires.",Boulogne-sur-Mer et Dunkerque,
0595964M,UNIVERSITE DU LITTORAL,4283 *,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,MCF en droit privé,Longuenesse,
0597065J,UNIVERSITE DE LILLE,229 *,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit de l'entreprise,LILLE,
0673021V,UNIVERSITE DE STRASBOURG,4691 *,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit social,Strasbourg,
0681166Y,UNIVERSITE DE MULHOUSE,4254 *,01 MCF 0520,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,"Droit de la famille, régimes matrimoniaux, droit des successions, droit notarial.","Fac des Sciences Eco, Soc. et Juridiques",S
0691775E,UNIVERSITE LYON 2 (LUMIERE),4481 *,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,"Le service du/de la MCF recruté.e comprendra des enseignements en droit du travail national, européen et international, ainsi qu'en protection sociale.","Campus Begres du Rhone, LYON 7EME",
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4357 *,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit privé et sciences criminelles,Lyon / Bourg-en-Bresse,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4629 *,14182,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit privé et sciences criminelles,"12, place du pantheon",
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4640 *,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit processuel,"12, place du pantheon",
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4642 *,creation,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Etudes à distance - Droit privé et sciences criminelles,Campus Port-Royal ou Pantheon,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4645 *,creation,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Etudes à distance - Droit privé et sciences criminelles,Campus Port-Royal ou Pantheon,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4647 *,creation,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Etudes à distance - Droit privé et sciences criminelles,Campus Port-Royal ou Pantheon,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4284 *,0100MCF0116,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Pas de profil,PARIS,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4285 *,0100MCF0206,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Pas de profil,PARIS,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4286 *,0100MCF0034,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Pas de profil,PARIS,
0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,4234 *,,26-I-1,MCF,Non,1,5,6,01/09/2021,25/02/2021,30/03/2021,"CRIMINOLOGIE, CRIME ORGANISE, FINANCE CRIMINELLE",PARIS,S
0761904G,UNIVERSITE DE ROUEN,4523 *,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,"Enseignement : Droit privé, Droit de la famille, Droit des obligationsRecherche : Droit civil",ROUEN,
0801344B,UNIVERSITE D'AMIENS,4531 *,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,DROIT PRIVE GENERAL,POLE UNIVERSITAIRE CATHEDRALE,
0811293R,INSTITUT NATIONAL UNIV. D'ALBI,4162 *,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit social / Droit du travail,ALBI,
0840685N,UNIVERSITE D'AVIGNON,4173 *,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,"Droit du numérique, Droit civil,",Avignon,
0912408Y,UNIVERSITE PARIS SACLAY,67 *,01MCF798,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit civil,Sceaux,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4637 *,332,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit de la protection sociale,NANTERRE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4638 *,905,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit pénal - Droit pénal comparé - Droit pénal international,NANTERRE,
0931238R,UNIVERSITE PARIS 13,4397 *,1298,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,"Droit, droit des affaires",Saint Denis,
9730429D,UNIVERSITE DE LA GUYANE,128 *,,26-I-1,MCF,Non,1,,,01/09/2021,25/02/2021,30/03/2021,Droit pénal ; Procédure pénale ; Droit civil,Cayenne,
0062205P,UNIVERSITE COTE D'AZUR,42 *,02 MCF 787,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,DROIT INTERNATIONAL,Nice,
0290334F,UNIVERSITE DE BREST (IUT BREST),4402 *,0200MCF0362,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit administratif,BREST Enseignement / PLOUZANE Recherche,S
0311382J,UNIVERSITE TOULOUSE 1,4232,,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit international (cours en anglais),2 rue du Doyen Gabriel Marty,
0311382J,UNIVERSITE TOULOUSE 1,4233,,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,,2 rue du Doyen Gabriel Marty,
0333298F,UNIVERSITE DE BORDEAUX,548 *,,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit et contentieux administratifs / Droits européens ou droit international public,Pessac,S
0333298F,UNIVERSITE DE BORDEAUX,549 *,,26-I-1,MCF,Non,2,4,,01/09/2021,25/02/2021,30/03/2021,Droit constitutionnel et science politique,Pessac,S
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4313 *,0704,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit public,beziers et montpellier,
0370800U,UNIVERSITE DE TOURS,4497 *,0709,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,"Droit administratif général, droits administratifs spéciaux",TOURS,
0450855K,UNIVERSITE D'ORLEANS,4458 *,MCF0153,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,DROIT DE L'UNION EUROPEENNE,UFR DEG - ORLEANS,
0542493S,UNIVERSITE DE LORRAINE,1331 *,02MCF0212,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit public,NANCY,
0542493S,UNIVERSITE DE LORRAINE,1332 *,02MCF0214,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit public,NANCY,S
0597065J,UNIVERSITE DE LILLE,224 *,,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit matériel de l'Union européenne,LILLE,
0660437S,UNIVERSITE DE PERPIGNAN (VIA DOMITIA),4241 *,,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit public - Droit administratif - Finances publiques,PERPIGNAN - NARBONNE ET MENDE,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4358 *,,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit fiscal et Finances publiques.,Lyon / Bourg-en-Bresse,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4630 *,1920,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit administratif,"12, place du pantheon",
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4631 *,14123,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit constitutionnel,"12, place du pantheon",
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4633 *,14142,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit international,"12, place du pantheon",
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4637 *,14227,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit public comparé,"12, place du pantheon",
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4639 *,20353,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit public des affaires,"12, place du pantheon",
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4287 *,0200MCF0178,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Pas de profil,PARIS,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4289 *,0200MCF0083,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Pas de profil,PARIS,
0753488J,INALCO PARIS,4176,484,26-I-1,MCF,Non,2,,,01/09/2021,16/02/2021,18/03/2021,"Droit public comparé, droit international public et/ou institutions européennes",Paris,
0755976N,UNIVERSITE DE PARIS,117,151,26-I-1,MCF,Non,2,,,01/09/2021,22/01/2021,26/02/2021,Droit public interne et européen,Faculte SHS,
0761904G,UNIVERSITE DE ROUEN,4522 *,,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Enseignement : Droit administratif-Sciences de l'Administration- Politiques PubliquesRecherche : Droit administratif-Sciences de l'Administration- Politiques Publiques,ROUEN,
0761904G,UNIVERSITE DE ROUEN,4527 *,,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,"Enseignement : Organisation administrative-Droit administratif, Droit de l'environnementRecherche : Organisation administrative-Droit administratif, Droit de l'environnement",ROUEN,
0860856N,UNIVERSITE DE POITIERS,4696 *,,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,"Enseignant de droit public pour deux départements du site de Niort: essentiellement en GEA mais également en HSE.Mots-clés:  institutions européennes, finances publiques, droits de la responsabilité",NIORT,
0860856N,UNIVERSITE DE POITIERS,4698 *,,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Tout besoin de cours en droit public. Profil recherche: droit international principalement (majeure) et droit comparé des libertés accessoirement (mineure),Poitiers,
0870669E,UNIVERSITE DE LIMOGES,4376 *,6745,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,"Droit public général, droit administratif, droit constitutionnel",LIMOGES,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4640 *,380,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,"L¿UFR Droit et science politique de l¿Université Paris Nanterre recrute un-e Maître de conférences en droit public, le profil du poste étant en droit public financier. ...",NANTERRE,
0931238R,UNIVERSITE PARIS 13,4398 *,0370,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,"profil généraliste, spécialisation en droit de l'environnement attendue",Bobigny,
7200664J,UNIVERSITE DE CORTE,4099 *,0309,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit constitutionnel ¿ Droit administratif,CORTE,
9710585J,UNIVERSITE DES ANTILLES,4391 *,,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,,POINTE A PITRE,
9730429D,UNIVERSITE DE LA GUYANE,129 *,,26-I-1,MCF,Non,2,,,01/09/2021,25/02/2021,30/03/2021,Droit public interne,Cayenne,
0211237F,UNIVERSITE DE DIJON,4559 *,E000001293,26-I-1,MCF,Non,3,,,01/09/2021,25/02/2021,30/03/2021,Histoire du droit,DIJON,
0440984F,UNIVERSITE DE NANTES,4630 *,MCF1348,26-I-1,MCF,Non,3,,,01/09/2021,25/02/2021,30/03/2021,Histoire du droit social,NANTES,
0511296G,UNIVERSITE DE REIMS,4470 *,,26-I-1,MCF,Non,3,,,01/09/2021,25/02/2021,30/03/2021,Enseignements en licence et master de droit toutes mentions publiques et privées.Recherche: Histoire du droit et des institutions.,REIMS,
0542493S,UNIVERSITE DE LORRAINE,1333 *,03MCF0324,26-I-1,MCF,Non,3,,,01/09/2021,25/02/2021,30/03/2021,Histoire du droit,METZ,S
0673021V,UNIVERSITE DE STRASBOURG,4692 *,,26-I-1,MCF,Non,3,,,01/09/2021,25/02/2021,30/03/2021,Histoire du droit et des institutions,Strasbourg,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4359 *,,26-I-1,MCF,Non,3,,,01/09/2021,25/02/2021,30/03/2021,"Histoire du droit et des institutions, Histoire des idées politiques",Lyon,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4638 *,creation,26-I-1,MCF,Non,3,,,01/09/2021,25/02/2021,30/03/2021,Histoire du droit,"Centre Pantheon, Centre Cassin",
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4641 *,creation,26-I-1,MCF,Non,3,,,01/09/2021,25/02/2021,30/03/2021,Histoire du droit,"Centre Pantheon, Centre Cassin",
0870669E,UNIVERSITE DE LIMOGES,4377 *,6734,26-I-1,MCF,Non,3,,,01/09/2021,25/02/2021,30/03/2021,"Histoire du droit et des institutions, anthropologie juridique",LIMOGES,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4642 *,177,26-I-1,MCF,Non,3,,,01/09/2021,25/02/2021,30/03/2021,Maître de conférences en Histoire du droit et des institutions,NANTERRE,
0330192E,I.E.P DE BORDEAUX,4051 *,MCF,26-I-1,MCF,Non,4,,,01/09/2021,25/02/2021,30/03/2021,"Sociologie de l'action publique et de l'environnement (enseignementsdans plusieurs parcours de master : CM, conférences de méthodes, séminaires, etc.). Enseignement en anglais.",PESSAC,
0380134P,IEP DE GRENOBLE,4063 *,30411,26-I-1,MCF,Non,4,,,01/09/2021,25/02/2021,30/03/2021,"Politiques publiques :action publique, politiques de santé, politiques européennes, politiques publiques comparées",SAINT MARTIN D HERES,
0597065J,UNIVERSITE DE LILLE,226 *,,26-I-1,MCF,Non,4,,,01/09/2021,25/02/2021,30/03/2021,"Santé, territoires, inégalités",LILLE,
0597065J,UNIVERSITE DE LILLE,230 *,,26-I-1,MCF,Non,4,,,01/09/2021,25/02/2021,30/03/2021,Sociologie des comportements et organisations politiques,LILLE,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4375 *,,26-I-1,MCF,Non,4,,,01/09/2021,25/02/2021,30/03/2021,"Science politique, spécialité relationsinternationales et études stratégiques",Lyon / Bourg-en-Bresse,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4623 *,14132,26-I-1,MCF,Non,4,,,01/09/2021,25/02/2021,30/03/2021,Politique de environnement et de la transition écologique,Universite Paris 1 Pantehon-Sorbonne,
0753488J,INALCO PARIS,4180,659,26-I-1,MCF,Non,4,,,01/09/2021,16/02/2021,18/03/2021,"Sociologie des relations internationales, spécialisation action humanitaire et développement ou études de sécurité",Paris,
0781944P,UNIVERSITE VERSAILLES/SAINT-QUENTIN,4248 *,,26-I-1,MCF,Non,4,,,01/09/2021,25/02/2021,30/03/2021,Sociologie politique,GUYANCOURT,
0931827F,UNIVERSITE PARIS 8,4555 *,,26-I-1,MCF,Non,4,,,01/09/2021,25/02/2021,30/03/2021,Relations internationales,SAINT-DENIS,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4815 *,CREA/LIPHA,26-I-1,MCF,Non,4,,,01/09/2021,25/02/2021,30/03/2021,sociologie politique,CRETEIL / FONTAINEBLEAU,
0134009M,UNIVERSITE AIX-MARSEILLE,944 *,1480,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Économiste de formation, familiarisé avec l'analyse économique du droit et en particulier le droit des médias et du numérique et les techniques empiriques, capable d'assumer la charge d'un amphi.",AIX EN PROVENCE,
0141408E,UNIVERSITE DE CAEN,4516 *,,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Economie appliquée.La candidate ou le candidat sera amené.e à enseigner les spécialités de l¿économie et leurs applications quantitatives.,CAEN,
0211139Z,UNIVERSITE DE DIJON (IUT DIJON),4574 *,E000001252,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Économie générale, méthodes quantitatives, politiques publiques",AUXERRE,
0251215K,UNIVERSITE DE BESANCON,4559 *,1501,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Macroéconomie , macroéconométrie.",Besancon,
0333298F,UNIVERSITE DE BORDEAUX,524 *,,33,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Économie de l'innovation et de la propriété intellectuelle,Pessac,S
0342321N,UNIVERSITE DE MONTPELLIER,378 *,0201,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Economie du droit, Réglementation",Montpellier,
0342321N,UNIVERSITE DE MONTPELLIER,379 *,0060,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Econométrie appliquée,Montpellier,
0350936C,UNIVERSITE RENNES 1,4540 *,MCF1296,33,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Enseignement : microéconomie, théorie des jeux, mathématiques appliquéesRecherche ; Théorie des jeux, Micro-économie, Économie de réseaux",RENNES,
0350936C,UNIVERSITE RENNES 1,4541 *,MCF1249,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Enseignement : techniques quantitatives et microéconomie appliquéeRecherche : économie appliquée à l'évaluation des politiques publiques,RENNES,
0370800U,UNIVERSITE DE TOURS,4498 *,0831,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Micro-économétrie appliquée,TOURS,
0370800U,UNIVERSITE DE TOURS,4499 *,8034,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Macroéconomie, Economie Internationale",TOURS,S
0440984F,UNIVERSITE DE NANTES,4629 *,MCF0140,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Energie environnement mer,NANTES,
0450855K,UNIVERSITE D'ORLEANS,4459 *,MCF0552,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"ECONOMETRIE THEORIQUE, ECONOMIE FINANCIERE",UFR DEG - ORLEANS,
0490970N,UNIVERSITE D'ANGERS,4370 *,PTMCF1339,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Économie de l'entreprise, Économie industrielle, Économie des organisations, Économie de l'innovation",ANGERS,
0511296G,UNIVERSITE DE REIMS,4472 *,,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Enseignements: économie générale, mathématiques appliquées, politiques publiques, éthique et choix social.Recherche: philosophie et théorie économiques",TROYES,
0597065J,UNIVERSITE DE LILLE,196 *,,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Économie Politique Institutionnaliste,ROUBAIX,
0597065J,UNIVERSITE DE LILLE,215 *,,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Économie politique institutionnaliste (Macroéconomie),VILLENEUVE D'ASCQ,
0597065J,UNIVERSITE DE LILLE,221 *,,26-I-2,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Économie du travail,VILLENEUVE D'ASCQ,
0597065J,UNIVERSITE DE LILLE,223 *,,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Économie bancaire et financière, Macroéconomie",VILLENEUVE D'ASCQ,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,36 *,,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Sciences économiques/Sciences de gestion et du management,SITE LES TERTIALES VALENCIENNES,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,39 *,,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"MCF Economie. Profil généraliste en économie avec une dominante en économie des transports, économie géographique ou économie urbaine",SITE LES TERTIALES VALENCIENNES,
0640251A,UNIVERSITE DE PAU,4229 *,MC0432,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Microéconomie appliquée, économétrie appliquée, économie du développement, économie de l¿environnement",Bayonne,
0640251A,UNIVERSITE DE PAU,4230 *,MC0716,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"économie appliquée, économie de l¿environnement",Pau,
0750736T,UNIVERSITE PARIS-DAUPHINE,4274 *,279,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Sciences économiques,Paris,
0750736T,UNIVERSITE PARIS-DAUPHINE,4275 *,341,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Sciences économiques,Paris,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4604 *,2180,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Économie du développement,Tolbiac; Centre Pantheon; Sorbonne;,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4608 *,2134,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Globalisation, économie internationale, macroéconomie ouverte",Tolbiac; Centre Pantheon; Sorbonne;,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4610 *,2137,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Économie comportementale ou microéconomie théorique,Tolbiac; Centre Pantheon; Sorbonne;,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4622 *,2206,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Économie du développement, Économétrie, Modélisation économique et des données.",Campus du Jardin d'Agronomie Tropicale,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4288 *,0500MCF0268,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Economie du droit, économie industrielle, finance",PARIS,
0761904G,UNIVERSITE DE ROUEN,4528 *,,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Enseignement : Monnaie, Banque, FinanceRecherche : Monnaie, Banque, Finance",ROUEN,
0801344B,UNIVERSITE D'AMIENS,4533 *,,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"ECONOMIE DES ORGANISATIONS, INNOVATION ET NUMERIQUE",POLE UNIVERSITAIRE CATHEDRALE,
0840685N,UNIVERSITE D'AVIGNON,4174 *,,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Économie du numérique,Avignon,
0860856N,UNIVERSITE DE POITIERS,4695 *,,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Le MCF assurera les cours d economie, de politique publique en master et licence afin de preparer aux concours.Mots-cles: Economie europeenne, politique economique, preparation aux concours",Poitiers,
0870669E,UNIVERSITE DE LIMOGES,4375 *,0593,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Banque et FinanceMacroéconomie,",LIMOGES,
0870669E,UNIVERSITE DE LIMOGES,4386 *,0164,26-I-1,MCF,Non,5,6,,01/09/2021,25/02/2021,30/03/2021,"Contrôle de gestion, Finance d'entreprise, Systèmes d'information, Management, Économie, Stratégie d'entreprise, Analyse stratégique pour la gestion, Tableau de bord de gestion",LIMOGES,
0912408Y,UNIVERSITE PARIS SACLAY,68 *,05MCF926,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,"Economie des réseaux, Economie Numérique, Economie de l¿innovation, Economie géographique eturbaine, Economie internationale",Sceaux,
0912408Y,UNIVERSITE PARIS SACLAY,69 *,05MCF1514,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Economie internationale,Sceaux,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4647 *,417,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Solides connaissances et compétences en histoire de la pensée économique.,NANTERRE,
0931238R,UNIVERSITE PARIS 13,4396 *,1407,26-I-1,MCF,Non,5,,,01/09/2021,25/02/2021,30/03/2021,Economie,Villetaneuse,
