UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0353074B,UNIVERSITE DE RENNES,100 *,MCF0456,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,"Droit des affaires (droit de la concurrence et de la distribution, droit des sociétés, droit fiscal, droit bancaire, international law).",RENNES,
0353074B,UNIVERSITE DE RENNES,106 *,MCF0334,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit social (droit du travail & droit de la protection sociale) Projet d'intégration à l'équipe pédagogique de droit social et à l'axe de recherche « protections de la personne » du laboratoire IODE,RENNES,
0353074B,UNIVERSITE DE RENNES,109 *,MCF0339,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit privé ; Droit et numérique ; poste rattaché à l'antenne de Saint-Brieuc,SAINT-BRIEUC,
0420957M,UNIV. SAINT-ETIENNE (IUT ST ETIENNE),4465 *,0238,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,droit des affaires,IUT ST ETIENNE,S
0442953W,NANTES UNIVERSITE,183 *,0442,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Maître de conférence en droit des affaires / droit civil,Nantes,
0442953W,NANTES UNIVERSITE,185 *,0444,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,MCF Droit social et de la santé,Nantes,
0442953W,NANTES UNIVERSITE,186 *,0000,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Maître de conférence en droit processuel,Nantes,
0450855K,UNIVERSITE D'ORLEANS,4588 *,MCF0157,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,"Droit civil, droit social, droit privé","UFR de Droit, d'Economie et de Gestion",
0450855K,UNIVERSITE D'ORLEANS,4589 *,01MCF,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,"Droit pénal, droit civil, droit privé","UFR de Droit, d'Economie et de Gestion",
0490970N,UNIVERSITE D'ANGERS,4506,PTMCF0112,26-I-1,MCF,Non,1,,,01/09/2024,19/02/2024,22/03/2024,"Droit des affaires, droit civil des affaires",ANGERS,
0511296G,UNIVERSITE DE REIMS,4574 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit pénal,TROYES,
0542493S,UNIVERSITE DE LORRAINE,1739 *,01MCF0105,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit de la santé / droit pharmaceutique,NANCY,
0542493S,UNIVERSITE DE LORRAINE,1740 *,01MCF0184,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit privé,NANCY,
0542493S,UNIVERSITE DE LORRAINE,1741 *,01MCF0395,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit patrimonial de la famille - Droit patrimonial professionnel,METZ,
0542493S,UNIVERSITE DE LORRAINE,1742 *,01MCF0433,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit du travail,NANCY,
0542493S,UNIVERSITE DE LORRAINE,1743 *,01MCF0699,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit des affaires,METZ,
0542493S,UNIVERSITE DE LORRAINE,1744 *,01MCF0793,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit du travail / protection sociale,NANCY,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,164 *,029,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,,Les Tertiales,
0640251A,UNIVERSITE DE PAU,4318,,26-I-1,MCF,Non,1,,,01/09/2024,02/02/2024,05/03/2024,"Le candidat recherché est un privatiste internationaliste, spécialisé en droit international privé, Droit pénal international, droit international des affaires.",Bayonne,
0640251A,UNIVERSITE DE PAU,4323,,26-I-1,MCF,Non,1,,,01/09/2024,02/02/2024,05/03/2024,Intégration équipe pédagogique licence 1 Recherche: Institut Fédératif de recherche sur les Transitions Juridiques,Pau,
0660437S,UNIVERSITE DE PERPIGNAN (VIA DOMITIA),4301 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit privé et sciences criminelles,PERPIGNAN - NARBONNE - PARIS,S
0660586D,UNIV. PERPIGNAN (IUT PERPIGNAN),4315 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,"Droit privé, droit social, droit des affaires.",Antenne de Narbonne,S
0680053N,UNIV. MULHOUSE (IUT COLMAR),4354 *,01 MCF 0651,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,"Droit civil, droit du travail",IUT Colmar,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4616 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit civil/ Droit patrimonial et extra-patrimonial de la famille/Droits fondamentaux,Campus Berges du Rhone &Portes des Alpes,S
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4456 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit des affaires,Lyon,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4457 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit pénal,Lyon,
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4458 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit civil,Lyon,
0730858L,UNIVERSITE DE SAVOIE MONT-BLANC,4411 *,252,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,"E:Droit privé.R:Droit privé, droit des obligations, droit économique, droit du numérique.",CHAMBERY,S
0750736T,UNIVERSITE PARIS-DAUPHINE,4322 *,47,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,"Droit civil des affaires, aptitudes à faire cours en anglais, travaux ayant une visibilité internationale",Paris,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4809 *,14186,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit des assurances ou droit des transports ou droit du numérique,Paris,
0755976N,UNIVERSITE PARIS CITE,510,10286,26-I-1,MCF,Non,1,,,01/10/2024,02/02/2024,06/03/2024,"MAITRE DE CONFÉRENCE , Section 1 Droit privé - droit social",Malakoff,S
0756305W,UNIVERSITE PARIS PANTHEON ASSAS,41 *,0100MCF0106,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,,Paris,
0756305W,UNIVERSITE PARIS PANTHEON ASSAS,42 *,0100MCF0085,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,,Paris,
0756305W,UNIVERSITE PARIS PANTHEON ASSAS,43 *,0100MCF0108,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,,Paris,
0761904G,UNIVERSITE DE ROUEN,4715 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit patrimonial de la famille,Rouen Pasteur,
0762762P,UNIVERSITE DU HAVRE,4216 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,"Enseignements de Droit civil, des obligations, des sûretés, dans les mutations du Droit privéRecherche en droits individuels(axe 1) ouverts sur les métiers du portuaire face aux défis territoriaux",UNIVERSITE LE HAVRE NORMANDIE,S
0801344B,UNIVERSITE D'AMIENS,4681 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,DROIT COMMERCIAL,POLE UNIVERSITAIRE CATHEDRALE,
0830766G,UNIVERSITE DE TOULON (VAR),4262 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,"Droit pénal et procédure pénale, Droit pénal de l environnement - Contentieux du vivant, Contentieux de la sociologie criminelle",Toulon,
0860856N,UNIVERSITE DE POITIERS,4849 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,"Droit patrimonial des affaires (obligations, contrats, biens, suretes, immobilier), introduction au droit, cours et travaux diriges, licence Droit et AES, responsabilites pedagogiques en licence.",Poitiers,
0870669E,UNIVERSITE DE LIMOGES,4483 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,"Droit privé, Droit du patrimoine, Droit de l¿entreprise et de la consommation, Droit du numérique",BRIVE LA GAILLARDE,
0870669E,UNIVERSITE DE LIMOGES,4484 *,,29,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,"Enseignement du droit : principes généraux, droit des affaires, droit commercial",LIMOGES,
0870669E,UNIVERSITE DE LIMOGES,4489 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit privé général,FDSE LIMOGES / BRIVE,
0912408Y,UNIVERSITE PARIS SACLAY,319 *,01MCF114,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit social,Orsay,
0912408Y,UNIVERSITE PARIS SACLAY,320 *,01MCF113,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit privé,Orsay,
0912408Y,UNIVERSITE PARIS SACLAY,322 *,01MCF1511,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit,Sceaux,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4880 *,0000,26-I-1,MCF,Non,1,2,,01/09/2024,22/02/2024,29/03/2024,Connaissances approfondies du common law et recherches en droit comparé/common law. Bilingue anglais.,Nanterre,
0931238R,UNIVERSITE PARIS 13,4566 *,1302,26-I-1,MCF,Non,1,4,,01/09/2024,22/02/2024,29/03/2024,"Principes généraux du droit, cadres institutionnels et posilitiques sociales",Bobigny,
0931238R,UNIVERSITE PARIS 13,4615 *,0049,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit privé,Villetaneuse,
0931827F,UNIVERSITE PARIS 8,4750 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,droit privé,SAINT-DENIS,
7200664J,UNIVERSITE DE CORTE,4125 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit patrimonial de la famille,Corte,
9710585J,UNIVERSITE DES ANTILLES,4509 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit privé - Droit civil - Droit des affaires,Faculte de Droit et Economie,
9760358K,UNIVERSITE DE MAYOTTE,131 *,,26-I-1,MCF,Non,1,,,01/09/2024,22/02/2024,29/03/2024,Droit Privé - Généraliste,DEMBENI,
0062205P,UNIVERSITE COTE D'AZUR,256 *,02MCF0287,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit de l'environnement-droit public,NICE,
0211237F,UNIVERSITE DE DIJON,4785 *,E000000533,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit public,DIJON,S
0211237F,UNIVERSITE DE DIJON,4786 *,E000000566,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit public / droit européen,DIJON,S
0301687W,UNIVERSITE DE NIMES,4228 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit public (risque et responsabilité),Nimes,
0342490X,UNIVERSITE DE MONTPELLIER,164 *,-,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,"Droit constitutionnel lié aux évolutions technologiques, dans le domaine du numérique, des données personnelles et de l'intelligence artificielle. Droit constitutionnel de l'économie",Montpellier,
0352317D,I.E.P DE RENNES,4082 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,"État de droit, théorie de la démocratie, approches pluridisciplinaires du droit constitutionnel, analyse comparée, modèles juridiques",RENNES,
0370800U,UNIVERSITE DE TOURS,4684 *,0557,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,"Droit de l¿environnement, droit de l¿urbanisme",TOURS,
0383546Y,UNIVERSITE GRENOBLE ALPES,227,37667,26-I-1,MCF,Non,2,,,01/10/2024,22/02/2024,29/03/2024,Droit de l'Union européenne et droit public des affaires,Grenoble et Valence,
0383546Y,UNIVERSITE GRENOBLE ALPES,229,38945,26-I-1,MCF,Non,2,,,01/10/2024,22/02/2024,29/03/2024,Droit international public,Grenoble,
0383546Y,UNIVERSITE GRENOBLE ALPES,231,37820,26-I-1,MCF,Non,2,,,01/10/2024,22/02/2024,29/03/2024,Droit international public - Droit de l'Union européenne,Grenoble et Valence,
0442953W,NANTES UNIVERSITE,184 *,0910,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Maître de conférence en droit public / droit de l'urbanisme,Nantes,
0450855K,UNIVERSITE D'ORLEANS,4590 *,MCF0589,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit et contentieux administratifs- Droit de l'urbanisme,"UFR de Droit, d'Economie et de Gestion",
0511296G,UNIVERSITE DE REIMS,4573 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit administratif - Droit des collectivitésterritoriales***Maître de conférence droit administratif et descollectivités territoriales,REIMS,
0511296G,UNIVERSITE DE REIMS,4575 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit de l'environnement***Maître de conférence droit de l'environnement,REIMS,
0511296G,UNIVERSITE DE REIMS,4594 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Enseignement Droit public***droit des collectivités territoriales,TROYES,
0542493S,UNIVERSITE DE LORRAINE,1745 *,02MCF0212,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit public,NANCY,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,162 *,144,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,,Les Tertiales,
0597239Y,UNIVERSITE DE LILLE,285 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,"Droit de l'environnement, droit administratif et urbanisme",Lille,
0597239Y,UNIVERSITE DE LILLE,286 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit constitutionnel et droit européen,Lille,
0632084Y,UNIVERSITE CLERMONT AUVERGNE,144 *,MCF0360,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,"Le profil enseignement et recherche recherché est celui d'un spécialiste de droit constitutionnel, avec une ouverture au droit administratif et aux fonctions sociales du droit.",Clermont-Ferrand,
0673021V,UNIVERSITE DE STRASBOURG,4927 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit de l'Union européenne,Strasbourg,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4614 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit administratif/Administration publique/Droit des territoires,Campus Berges du Rhone &Portes des Alpes,S
0691775E,UNIVERSITE LYON 2 (LUMIERE),4615 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit de l'Union européenne /Droits fondamentaux,Campus Berges du Rhone &Portes des Alpes,S
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4459 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,"Droit de l'environnement, droit de l'urbanisme",Lyon,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4804 *,1993,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit des finances publiques - Droit public interne,Paris,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4806 *,1920,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit de la santé - droit administratif,Paris,
0753488J,INALCO PARIS,4241,484,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,25/03/2024,"Droit public comparé, droit international public et/ou institutions européennes",PARIS 13,
0755976N,UNIVERSITE PARIS CITE,473,10299,26-I-1,MCF,Non,2,,,01/09/2024,02/02/2024,06/03/2024,Droit public interne/Régulation économique et environnementale,Malakoff,S
0756305W,UNIVERSITE PARIS PANTHEON ASSAS,33 *,0200MCF0055,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,,Paris,
0756305W,UNIVERSITE PARIS PANTHEON ASSAS,34 *,0200MCF0158,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,,Paris,
0760170X,UNIV. ROUEN (IUT ROUEN),4712 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit public,Rouen Pasteur,
0761904G,UNIVERSITE DE ROUEN,4716 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit public Théorie du droit Droit comparé Droit public économique,Rouen Pasteur,
0762762P,UNIVERSITE DU HAVRE,4217 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,"Enseignements institutionnels/matériels de l¿UE, international, liens terrestre-maritimeRecherche en R.I./construction régionale : sécurité des Etats, défis environnementaux et territoriaux",UNIVERSITE LE HAVRE NORMANDIE,S
0781944P,UNIVERSITE VERSAILLES/SAINT-QUENTIN,4320 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,L'enseignant(e) recruté(e) devra assurer principalement des enseignements en Droit international public et droit européen (Droit matériel de l'UE et Droit du Conseil de l'Europe / CEDH).,GUYANCOURT,
0801344B,UNIVERSITE D'AMIENS,4682 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,DROIT PUBLIC INTERNE,POLE UNIVERSITAIRE CATHEDRALE,
0860856N,UNIVERSITE DE POITIERS,4850 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit administratif,Poitiers,
0860856N,UNIVERSITE DE POITIERS,4866 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,"Recherche:droit de l action publique;Droit public financier;Droit Union europeenne; Enseignements:Droit public,institutions europeennes,introduction au droit(formation GEA et subsidiairement HSE).",Niort,
0870669E,UNIVERSITE DE LIMOGES,4490 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,droit public,FDSE LIMOGES,
0870669E,UNIVERSITE DE LIMOGES,4491 *,,26-I-1,MCF,Non,2,1,,01/09/2024,22/02/2024,29/03/2024,"Droit public général, droit privé général, méthodologie, accompagnement de la préparation aux concours",FDSE-IPAG LIMOGES,
0911975C,UNIVERSITE D'EVRY VAL D'ESSONNE,4349 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit européen,EVRY,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4883 *,0000,26-I-1,MCF,Non,2,5,,01/09/2024,22/02/2024,29/03/2024,Droit public et économie. Préparations aux concours de la fonction publique.,NANTERRE,
0931238R,UNIVERSITE PARIS 13,4567 *,0079,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit public interne,Villetaneuse,
0931238R,UNIVERSITE PARIS 13,4570 *,0394,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit public,Villetaneuse,
9710585J,UNIVERSITE DES ANTILLES,4511 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Finances et fiscalité publiques,Faculte de Droit et Economie,
9710585J,UNIVERSITE DES ANTILLES,4512 *,,26-I-1,MCF,Non,2,,,01/09/2024,22/02/2024,29/03/2024,Droit public interne,Faculte de Droit et Economie,
0756305W,UNIVERSITE PARIS PANTHEON ASSAS,35 *,0300MCF0133,26-I-1,MCF,Non,3,,,01/09/2024,22/02/2024,29/03/2024,,Paris,S
0781944P,UNIVERSITE VERSAILLES/SAINT-QUENTIN,4321 *,,26-I-1,MCF,Non,3,,,01/09/2024,22/02/2024,29/03/2024,"Histoire du Droit ¿ Culture juridique. Les candidats devront mettre en avant leur volonté d¿assurer les enseignements classiques de licence, mais être également en masters spécialisés en droit privé.",GUYANCOURT,
9760358K,UNIVERSITE DE MAYOTTE,132 *,,26-I-1,MCF,Non,3,,,01/09/2024,22/02/2024,29/03/2024,Histoire du droit et des institutions,DEMBENI,
0310133B,I.E.P DE TOULOUSE,4041 *,,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,Politique comparée : compétition politique,21 allee de Brienne -Toulouse,
0313124C,UNIVERSITE TOULOUSE CAPITOLE,31,,26-I-1,MCF,Non,4,,,01/09/2024,20/02/2024,25/03/2024,"Voir profil détaillé.Relations internationales, politiques de sécurité",2 rue du Doyen Gabriel Marty,
0342490X,UNIVERSITE DE MONTPELLIER,163 *,-,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,"Science politique, enseignement généraliste (sociologie politique, politiques publiques, relations internationales)",Montpellier,
0542493S,UNIVERSITE DE LORRAINE,1746 *,04MCF0474,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,Sociologie Politique,NANCY EPINAL,
0561718N,UNIVERSITE DE BRETAGNE SUD (LORIENT),4241 *,ETP_0876,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,Science Politique,Vannes,
0595876S,I.E.P DE LILLE,4069 *,MCF0018,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,Sociologie de l'Union européenne/ action publique européenne,LILLE,
0597239Y,UNIVERSITE DE LILLE,289 *,,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,Communication politique - médias - journalisme,Lille,
0632084Y,UNIVERSITE CLERMONT AUVERGNE,145 *,MCF0413,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,Science politique - Politiques française et comparée. La personne recrutée travaillera sur le système politique français et d'autres systèmes politiques.,Clermont-Ferrand,
0673021V,UNIVERSITE DE STRASBOURG,4928 *,,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,Sociologie politique des relations internationales,Strasbourg,
0681166Y,UNIVERSITE DE MULHOUSE,4346 *,04 MCF 0302,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,"Science politique, Action publique",FSESJ,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4611 *,,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,Sociologie politique de la santé,"Campus Porte des Alpes, Bron",S
0750736T,UNIVERSITE PARIS-DAUPHINE,4323 *,65,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,"Sociologie de l'action publique, environnement, territoire",Paris,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4824 *,1918,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,Sociologie politique du numérique et des médias,Paris,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4879 *,E2DE101065,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,Sociologie des organisations politiques,NANTERRE,
0931238R,UNIVERSITE PARIS 13,4571 *,0815,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,Sociologie politique de l'action publique en Europe - Analyse comparée du politique,Villetaneuse,
0931827F,UNIVERSITE PARIS 8,4733 *,,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,Politique de l'environnement,Saint-Denis,
0931827F,UNIVERSITE PARIS 8,4745 *,,26-I-1,MCF,Non,4,,,01/09/2024,22/02/2024,29/03/2024,Approches quantitatives du politique,Saint-Denis,
0133774G,ECOLE CENTRALE DE MARSEILLE,4039 *,76,26-I-1,MCF,Non,5,,,01/09/2024,22/02/2024,29/03/2024,Macroéconomie et économie des ressources et de l¿environnement.,Marseille,
0141408E,UNIVERSITE DE CAEN,4650 *,,26-I-1,MCF,Non,5,,,01/09/2024,22/02/2024,29/03/2024,"Economie, Economie appliquée, Economie de l'environnement, Economie et Politiques publiques, Economie de l'Education, Economie du Travail",CAEN,
0251215K,UNIVERSITE DE BESANCON,4758 *,0857,26-I-1,MCF,Non,5,,,01/09/2024,22/02/2024,29/03/2024,"Théorie des jeux, microéconomie",Besancon,
0333298F,UNIVERSITE DE BORDEAUX,797 *,,26-I-1,MCF,Non,5,,,01/10/2024,22/02/2024,29/03/2024,Data science,Pessac,S
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4411 *,0743,26-I-1,MCF,Non,5,,,01/09/2024,22/02/2024,29/03/2024,Économie écologique,Montpellier et Beziers,
0350937D,UNIVERSITE RENNES 2,4504 *,0292,26-I-1,MCF,Non,5,,,01/09/2024,22/02/2024,29/03/2024,Économie Institutionnaliste - Histoire de la pensée économique - Économie Féministe,RENNES,S
0350937D,UNIVERSITE RENNES 2,4505 *,0435,26-I-1,MCF,Non,5,,,01/09/2024,22/02/2024,29/03/2024,Économie politique,RENNES,
0350937D,UNIVERSITE RENNES 2,4506 *,0572,26-I-2,MCF,Non,5,,,01/09/2024,22/02/2024,29/03/2024,Économie institutionnaliste. Économie écologique. Économie de l'énergie.,RENNES,
