"Périmètre";"Périmètre.ID";"Périmètre.label";"Année";"Qualification.Candidats.PR";"Qualification.Candidats.PR.femmes";"Qualification.Qualifiés.PR";"Qualification.Qualifiés.PR.femmes";"Qualification.Candidats.MCF";"Qualification.Candidats.MCF.femmes";"Qualification.Qualifiés.MCF";"Qualification.Qualifiés.MCF.femmes";"Concours.Postes.PR";"Concours.Candidats.PR";"Concours.Candidats.PR.femmes";"Concours.Recrutés.PR";"Concours.Recrutés.PR.femmes";"Concours.Postes.MCF";"Concours.Candidats.MCF";"Concours.Candidats.MCF.femmes";"Concours.Recrutés.MCF";"Concours.Recrutés.MCF.femmes";"Effectif.MCF";"Effectif.PR";"Effectif.ETU";"Effectif.EC";"Contexte.TauxEncadrement";"Contexte.EvolRéelle";"Contexte.EvolNécessaire";"kpi.MCF.TauxTension";"kpi.MCF.TauxRéussite";"kpi.MCF.SansPoste";"kpi.MCF.TauxSélection";"kpi.MCF.TauxSélection.Qualification";"kpi.MCF.TauxSélection.Concours";"kpi.MCF.TauxSélection.QualifVsConcours";"kpi.PériodeRenouvellement"
"Section";"17";"Philosophie";"2009";32,7068181818182;0,154;18;0,167;249,436531502767;35,3;111;0,36;11;43;0,279;11;0,273;13;267;0,341;13;0,308;236;165;NA;401;NA;0;NA;20,5384615384615;0,048689138576779;254;0,0521174662014405;0,445002980643069;0,117117117117117;0,414487555612163;30,8461538461538
"Section";"17";"Philosophie";"2010";40,2545454545455;0,25;24;0,167;225,016171775223;35,3;114;0,421;17;77;0,234;16;0,125;14;225;0,324;14;0,357;238;163;NA;401;NA;0;NA;16,0714285714286;0,0622222222222222;211;0,0622177503490066;0,506630252841911;0,12280701754386;0,47389732814659;28,6428571428571
"Section";"17";"Philosophie";"2011";48;0,333;34;0,382;229;32,3;129;0,333;13;63;0,286;12;0,25;18;317;0,363;17;0,647;234;164;NA;398;NA;-3;NA;17,6111111111111;0,0536277602523659;300;0,074235807860262;0,563318777292576;0,131782945736434;0,528301886792453;23,4117647058824
"Section";"17";"Philosophie";"2012";33;0,333;22;0,318;225;34,2;158;0,323;15;62;0,242;14;0,214;12;262;0,347;11;0,273;226;166;NA;392;NA;-9;NA;21,8333333333333;0,0419847328244275;251;0,0488888888888889;0,702222222222222;0,069620253164557;0,686915887850467;35,6363636363636
"Section";"17";"Philosophie";"2013";36;0,333;24;0,375;232;37,1;168;0,357;15;71;0,296;15;0,267;7;267;0,352;7;0,429;225;174;NA;399;NA;-2;NA;38,1428571428571;0,0262172284644195;260;0,0301724137931034;0,724137931034483;0,0416666666666667;0,715555555555556;57
"Section";"17";"Philosophie";"2014";41;0,341;32;0,375;233;36,9;180;0,367;14;60;0,383;13;0,538;16;324;0,327;16;0,25;231;170;NA;401;NA;0;NA;20,25;0,0493827160493827;308;0,0686695278969957;0,772532188841202;0,0888888888888889;0,755760368663594;25,0625
"Section";"17";"Philosophie";"2015";38;0,342;27;0,333;206;34,5;139;0,345;14;67;0,269;14;0,214;24;413;0,378;24;0,292;236;160;NA;396;NA;-5;NA;17,2083333333333;0,0581113801452785;389;0,116504854368932;0,674757281553398;0,172661870503597;0,631868131868132;16,5
"Section";"17";"Philosophie";"2016";39;0,231;27;0,185;220;40,5;149;0,383;13;62;0,371;11;0,455;16;354;0,39;16;0,688;224;160;NA;384;NA;-17;NA;22,125;0,0451977401129944;338;0,0727272727272727;0,677272727272727;0,10738255033557;0,651960784313726;24
"Section";"17";"Philosophie";"2017";54;0,278;41;0,293;236;42,8;170;0,412;17;82;0,28;16;0,375;12;358;0,436;12;0,667;234;158;NA;392;NA;-9;NA;29,8333333333333;0,0335195530726257;346;0,0508474576271186;0,720338983050847;0,0705882352941176;0,705357142857143;32,6666666666667
"Section";"17";"Philosophie";"2018";31;0,484;25;0,52;208;36,5;131;0,382;10;63;0,286;10;0,4;15;296;0,361;14;0,214;231;158;NA;389;NA;-12;NA;19,7333333333333;0,0472972972972973;282;0,0673076923076923;0,629807692307692;0,106870229007634;0,603092783505155;27,7857142857143
"Section";"17";"Philosophie";"2019";31;0,226;24;0,25;262;38,5;178;0,382;10;51;0,294;9;0,333;11;331;0,408;10;0,7;NA;NA;NA;NA;NA;NA;NA;30,0909090909091;0,0302114803625378;321;0,0381679389312977;0,679389312977099;0,0561797752808989;0,666666666666667;NA
"Section";"18";"Architecture et Arts : plastiques, du spectacle, musique, musicologie, esthétique, sciences de l'art";"2009";49,7540044493882;0,333;35;0,371;378,608007054569;56;199;0,573;23;56;0,357;18;0,278;34;437;0,563;31;0,516;449;173;NA;622;NA;0;NA;12,8529411764706;0,0709382151029748;406;0,081878881118148;0,525609591693918;0,155778894472362;0,483303021191991;20,0645161290323
"Section";"18";"Architecture et Arts : plastiques, du spectacle, musique, musicologie, esthétique, sciences de l'art";"2010";46,2624953652206;0,434;37;0,351;320,15930550467;57,5;153;0,641;26;67;0,388;23;0,435;35;432;0,576;34;0,5;469;182;NA;651;NA;29;NA;12,3428571428571;0,0787037037037037;398;0,106197131913456;0,477887093610553;0,222222222222222;0,415852281267359;19,1470588235294
"Section";"18";"Architecture et Arts : plastiques, du spectacle, musique, musicologie, esthétique, sciences de l'art";"2011";51;0,451;35;0,457;337;57;201;0,532;30;84;0,321;25;0,4;49;568;0,572;49;0,592;479;186;NA;665;NA;43;NA;11,5918367346939;0,0862676056338028;519;0,14540059347181;0,596439169139466;0,243781094527363;0,527777777777778;13,5714285714286
"Section";"18";"Architecture et Arts : plastiques, du spectacle, musique, musicologie, esthétique, sciences de l'art";"2012";53;0,528;29;0,586;369;59,1;180;0,583;23;64;0,438;19;0,316;30;450;0,578;30;0,467;493;193;NA;686;NA;64;NA;15;0,0666666666666667;420;0,0813008130081301;0,48780487804878;0,166666666666667;0,442477876106195;22,8666666666667
"Section";"18";"Architecture et Arts : plastiques, du spectacle, musique, musicologie, esthétique, sciences de l'art";"2013";53;0,415;39;0,436;379;59,4;188;0,543;16;75;0,44;15;0,267;42;500;0,56;42;0,524;502;199;NA;701;NA;79;NA;11,9047619047619;0,084;458;0,110817941952507;0,496042216358839;0,223404255319149;0,433234421364985;16,6904761904762
"Section";"18";"Architecture et Arts : plastiques, du spectacle, musique, musicologie, esthétique, sciences de l'art";"2014";51;0,588;25;0,6;403;61,3;229;0,607;22;58;0,397;20;0,2;36;462;0,578;34;0,441;502;202;NA;704;NA;82;NA;12,8333333333333;0,0735930735930736;428;0,0843672456575682;0,568238213399504;0,148471615720524;0,528455284552846;20,7058823529412
"Section";"18";"Architecture et Arts : plastiques, du spectacle, musique, musicologie, esthétique, sciences de l'art";"2015";48;0,458;29;0,483;391;59,6;222;0,608;17;55;0,509;14;0,5;38;549;0,585;37;0,595;513;203;NA;716;NA;94;NA;14,4473684210526;0,0673952641165756;512;0,0946291560102302;0,567774936061381;0,166666666666667;0,522598870056497;19,3513513513514
"Section";"18";"Architecture et Arts : plastiques, du spectacle, musique, musicologie, esthétique, sciences de l'art";"2016";52;0,481;30;0,6;402;62,9;216;0,634;16;52;0,519;16;0,313;33;488;0,623;33;0,636;514;204;NA;718;NA;96;NA;14,7878787878788;0,0676229508196721;455;0,082089552238806;0,537313432835821;0,152777777777778;0,495934959349593;21,7575757575758
"Section";"18";"Architecture et Arts : plastiques, du spectacle, musique, musicologie, esthétique, sciences de l'art";"2017";61;0,574;28;0,643;396;56,1;207;0,556;12;39;0,641;11;0,818;34;520;0,623;32;0,688;527;201;NA;728;NA;106;NA;15,2941176470588;0,0615384615384615;488;0,0808080808080808;0,522727272727273;0,154589371980676;0,480769230769231;22,75
"Section";"18";"Architecture et Arts : plastiques, du spectacle, musique, musicologie, esthétique, sciences de l'art";"2018";53;0,585;29;0,586;401;60,3;202;0,599;11;52;0,654;9;0,444;30;478;0,6;27;0,481;516;203;NA;719;NA;97;NA;15,9333333333333;0,0564853556485356;451;0,0673316708229426;0,503740648379052;0,133663366336634;0,467914438502674;26,6296296296296
"Section";"18";"Architecture et Arts : plastiques, du spectacle, musique, musicologie, esthétique, sciences de l'art";"2019";44;0,386;22;0,409;466;61,4;228;0,588;18;62;0,452;18;0,333;20;512;0,535;19;0,737;NA;NA;NA;NA;NA;NA;NA;25,6;0,037109375;493;0,0407725321888412;0,489270386266094;0,0833333333333333;0,467561521252796;NA
"Section";"19";"Sociologie, démographie";"2009";66,6724604721681;0,312;30;0,133;436,190041657336;47,8;264;0,511;28;55;0,382;21;0,476;42;564;0,496;40;0,5;630;236;NA;866;NA;0;NA;13,4285714285714;0,0709219858156028;524;0,0917031481232746;0,605240777613612;0,151515151515152;0,565385235486906;21,65
"Section";"19";"Sociologie, démographie";"2010";58,0136993718865;0,328;21;0,571;369,023096836913;48,6;221;0,561;29;67;0,448;21;0,524;48;770;0,503;48;0,5;634;244;NA;878;NA;12;NA;16,0416666666667;0,0623376623376623;722;0,130073159136739;0,598878503525402;0,217194570135747;0,538902034478497;18,2916666666667
"Section";"19";"Sociologie, démographie";"2011";70;0,386;33;0,424;430;50;237;0,527;33;80;0,325;22;0,318;31;522;0,559;31;0,581;635;242;NA;877;NA;11;NA;16,8387096774194;0,0593869731800766;491;0,072093023255814;0,551162790697674;0,130801687763713;0,516290726817043;28,2903225806452
"Section";"19";"Sociologie, démographie";"2012";69;0,261;40;0,25;403;53,3;217;0,576;28;94;0,319;24;0,375;46;687;0,525;43;0,605;643;252;NA;895;NA;29;NA;14,9347826086957;0,0625909752547307;644;0,106699751861042;0,538461538461538;0,19815668202765;0,483333333333333;20,8139534883721
"Section";"19";"Sociologie, démographie";"2013";67;0,388;46;0,435;439;51;221;0,575;24;74;0,284;22;0,318;28;587;0,559;27;0,815;644;255;NA;899;NA;33;NA;20,9642857142857;0,0459965928449744;560;0,061503416856492;0,503416856492027;0,122171945701357;0,470873786407767;33,2962962962963
"Section";"19";"Sociologie, démographie";"2014";44;0,432;27;0,407;414;53,1;222;0,536;25;76;0,382;23;0,522;32;615;0,538;32;0,531;635;250;NA;885;NA;19;NA;19,21875;0,0520325203252033;583;0,0772946859903382;0,536231884057971;0,144144144144144;0,49738219895288;27,65625
"Section";"19";"Sociologie, démographie";"2015";52;0,365;29;0,345;421;55,1;234;0,556;15;71;0,352;13;0,308;27;606;0,587;25;0,48;645;259;NA;904;NA;38;NA;22,4444444444444;0,0412541254125413;581;0,0593824228028504;0,555819477434679;0,106837606837607;0,527777777777778;36,16
"Section";"19";"Sociologie, démographie";"2016";51;0,451;26;0,538;389;51,9;227;0,551;22;79;0,405;21;0,476;39;609;0,55;39;0,641;627;246;NA;873;NA;7;NA;15,6153846153846;0,0640394088669951;570;0,10025706940874;0,583547557840617;0,171806167400881;0,537142857142857;22,3846153846154
"Section";"19";"Sociologie, démographie";"2017";60;0,45;36;0,444;423;56,3;220;0,527;24;88;0,398;23;0,478;27;647;0,535;27;0,333;633;249;NA;882;NA;16;NA;23,962962962963;0,0417310664605873;620;0,0638297872340425;0,520094562647754;0,122727272727273;0,487373737373737;32,6666666666667
"Section";"19";"Sociologie, démographie";"2018";85;0,494;55;0,491;472;54,9;251;0,57;17;71;0,366;16;0,313;27;613;0,524;24;0,417;646;254;NA;900;NA;34;NA;22,7037037037037;0,0391517128874388;589;0,0508474576271186;0,531779661016949;0,0956175298804781;0,506696428571429;37,5
"Section";"19";"Sociologie, démographie";"2019";74;0,432;41;0,439;486;53,7;243;0,539;13;64;0,422;13;0,538;30;594;0,525;30;0,567;NA;NA;NA;NA;NA;NA;NA;19,8;0,0505050505050505;564;0,0617283950617284;0,5;0,123456790123457;0,467105263157895;NA
"Section";"2";"Droit public";"2009";2,48888888888889;0,143;NA;NA;225,431972265744;41;46;0,391;29;22;0,273;15;0,2;58;111;0,396;51;0,373;791;513;NA;1304;NA;0;NA;1,91379310344828;0,459459459459459;60;0,226232328482138;0,204052688434869;1,10869565217391;-0,0286644697933163;25,5686274509804
"Section";"2";"Droit public";"2010";0,711111111111111;0,5;NA;NA;217,945301600092;46,9;60;0,483;36;31;0,355;24;0,375;47;121;0,471;45;0,467;807;492;NA;1299;NA;-5;NA;2,57446808510638;0,371900826446281;76;0,206473824714838;0,275298432953118;0,75;0,0867326250624898;28,8666666666667
"Section";"2";"Droit public";"2011";0;0;0;0;202;48;48;0,521;34;34;0,294;22;0,318;67;144;0,521;62;0,581;796;516;NA;1312;NA;8;NA;2,14925373134328;0,430555555555556;82;0,306930693069307;0,237623762376238;1,29166666666667;-0,1;21,1612903225806
"Section";"2";"Droit public";"2012";1;0;0;0;224;46,9;57;0,368;35;57;0,333;24;0,25;49;111;0,432;46;0,435;818;505;NA;1323;NA;19;NA;2,26530612244898;0,414414414414414;65;0,205357142857143;0,254464285714286;0,807017543859649;0,0617977528089888;28,7608695652174
"Section";"2";"Droit public";"2013";1;1;0;0;213;49,3;49;0,551;26;23;0,348;19;0,474;71;129;0,465;61;0,443;793;519;NA;1312;NA;8;NA;1,8169014084507;0,472868217054264;68;0,286384976525822;0,230046948356808;1,24489795918367;-0,0789473684210526;21,5081967213115
"Section";"2";"Droit public";"2014";1;0;0;0;229;45,4;58;0,431;33;35;0,314;23;0,348;41;112;0,429;41;0,463;808;496;NA;1304;NA;0;NA;2,73170731707317;0,366071428571429;71;0,179039301310044;0,253275109170306;0,706896551724138;0,0904255319148936;31,8048780487805
"Section";"2";"Droit public";"2015";81;0,531;9;0,556;221;53,8;62;0,597;34;32;0,375;27;0,444;54;127;0,52;54;0,481;823;495;NA;1318;NA;14;NA;2,35185185185185;0,425196850393701;73;0,244343891402715;0,280542986425339;0,870967741935484;0,0479041916167665;24,4074074074074
"Section";"2";"Droit public";"2016";62;0,548;11;0,636;194;46,4;57;0,509;28;41;0,366;26;0,269;37;120;0,533;36;0,556;813;483;NA;1296;NA;-8;NA;3,24324324324324;0,3;84;0,185567010309278;0,293814432989691;0,631578947368421;0,132911392405063;36
"Section";"2";"Droit public";"2017";63;0,397;10;0,3;194;48,5;50;0,5;27;34;0,441;24;0,5;43;130;0,5;41;0,439;794;498;NA;1292;NA;-12;NA;3,02325581395349;0,315384615384615;89;0,211340206185567;0,257731958762887;0,82;0,0588235294117647;31,5121951219512
"Section";"2";"Droit public";"2018";58;0,414;12;0,583;224;42,4;63;0,476;21;31;0,387;19;0,368;27;126;0,492;27;0,519;798;492;NA;1290;NA;-14;NA;4,66666666666667;0,214285714285714;99;0,120535714285714;0,28125;0,428571428571429;0,182741116751269;47,7777777777778
"Section";"2";"Droit public";"2019";53;0,377;9;0,556;219;37,4;57;0,368;21;43;0,419;21;0,524;44;150;0,44;43;0,372;NA;NA;NA;NA;NA;NA;NA;3,40909090909091;0,286666666666667;107;0,19634703196347;0,26027397260274;0,754385964912281;0,0795454545454545;NA
"Section";"20";"Anthropologie biologique, ethnologie, préhistoire";"2009";36,3904761904762;0,298;19;0,421;238,681218603285;54,2;119;0,571;5;13;0,308;4;0,25;7;173;0,59;6;0,667;125;69;NA;194;NA;0;NA;24,7142857142857;0,0346820809248555;167;0,0251381320872702;0,498572953064193;0,0504201680672269;0,485642978313011;32,3333333333333
"Section";"20";"Anthropologie biologique, ethnologie, préhistoire";"2010";29,4220871327254;0,395;19;0,526;236,371400358737;54,1;126;0,563;4;15;0,333;4;0;3;62;0,532;3;1;128;72;NA;200;NA;6;NA;20,6666666666667;0,0483870967741935;59;0,0126918907932472;0,533059413316382;0,0238095238095238;0,527056870768763;66,6666666666667
"Section";"20";"Anthropologie biologique, ethnologie, préhistoire";"2011";20;0,4;12;0,417;233;61,8;111;0,649;10;29;0,448;9;0,444;8;190;0,6;8;0,5;130;72;NA;202;NA;8;NA;23,75;0,0421052631578947;182;0,0343347639484979;0,476394849785408;0,0720720720720721;0,457777777777778;25,25
"Section";"20";"Anthropologie biologique, ethnologie, préhistoire";"2012";20;0,35;14;0,286;238;60,9;130;0,631;6;16;0,25;6;0;12;211;0,654;12;0,667;130;70;NA;200;NA;6;NA;17,5833333333333;0,0568720379146919;199;0,0504201680672269;0,546218487394958;0,0923076923076923;0,52212389380531;16,6666666666667
"Section";"20";"Anthropologie biologique, ethnologie, préhistoire";"2013";38;0,605;17;0,765;227;57,7;136;0,61;4;7;0,286;4;0,5;6;89;0,652;6;0,833;128;66;NA;194;NA;0;NA;14,8333333333333;0,0674157303370786;83;0,026431718061674;0,599118942731278;0,0441176470588235;0,588235294117647;32,3333333333333
"Section";"20";"Anthropologie biologique, ethnologie, préhistoire";"2014";20;0,5;15;0,467;221;60,6;135;0,696;6;24;0,583;6;0,667;6;159;0,654;6;0,5;128;66;NA;194;NA;0;NA;26,5;0,0377358490566038;153;0,0271493212669683;0,610859728506787;0,0444444444444444;0,6;32,3333333333333
"Section";"20";"Anthropologie biologique, ethnologie, préhistoire";"2015";22;0,5;14;0,429;194;61,9;119;0,639;4;15;0,533;4;1;10;242;0,665;9;0,556;131;76;NA;207;NA;13;NA;24,2;0,0371900826446281;233;0,0463917525773196;0,61340206185567;0,0756302521008403;0,594594594594595;23
"Section";"20";"Anthropologie biologique, ethnologie, préhistoire";"2016";26;0,5;14;0,5;221;56,6;152;0,592;6;14;0,429;5;0;6;137;0,628;6;0,5;133;71;NA;204;NA;10;NA;22,8333333333333;0,0437956204379562;131;0,0271493212669683;0,687782805429864;0,0394736842105263;0,67906976744186;34
"Section";"20";"Anthropologie biologique, ethnologie, préhistoire";"2017";19;0,579;13;0,769;207;60,9;133;0,647;2;2;0;1;0;5;145;0,572;5;0,4;136;69;NA;205;NA;11;NA;29;0,0344827586206897;140;0,0241545893719807;0,642512077294686;0,037593984962406;0,633663366336634;41
"Section";"20";"Anthropologie biologique, ethnologie, préhistoire";"2018";26;0,538;15;0,533;245;61,6;160;0,638;2;16;0,688;2;0,5;6;121;0,628;6;0,667;145;69;NA;214;NA;20;NA;20,1666666666667;0,0495867768595041;115;0,0244897959183673;0,653061224489796;0,0375;0,644351464435146;35,6666666666667
"Section";"20";"Anthropologie biologique, ethnologie, préhistoire";"2019";24;0,625;17;0,706;222;62,2;132;0,682;4;16;0,875;2;1;3;88;0,67;3;1;NA;NA;NA;NA;NA;NA;NA;29,3333333333333;0,0340909090909091;85;0,0135135135135135;0,594594594594595;0,0227272727272727;0,589041095890411;NA
"Section";"21";"Histoire et civilisations : histoire et archéologie des mondes anciens et des mondes médiévaux, de l'art";"2009";28,685608949911;0,59;30;0,6;235,507426150406;51,6;158;0,5;17;36;0,444;15;0,533;26;263;0,532;25;0,48;515;270;NA;785;NA;0;NA;10,1153846153846;0,0950570342205323;238;0,106153765121758;0,670891795569512;0,158227848101266;0,631806689351531;31,4
"Section";"21";"Histoire et civilisations : histoire et archéologie des mondes anciens et des mondes médiévaux, de l'art";"2010";29,4211373845241;0,375;22;0,455;220,013516535248;55,6;146;0,596;22;44;0,432;18;0,389;33;326;0,558;33;0,485;518;259;NA;777;NA;-8;NA;9,87878787878788;0,101226993865031;293;0,149990784746687;0,663595593121705;0,226027397260274;0,6042344002376;23,5454545454545
"Section";"21";"Histoire et civilisations : histoire et archéologie des mondes anciens et des mondes médiévaux, de l'art";"2011";33;0,303;26;0,231;199;53,3;131;0,511;24;49;0,449;22;0,591;26;323;0,505;26;0,538;519;273;NA;792;NA;7;NA;12,4230769230769;0,0804953560371517;297;0,130653266331658;0,658291457286432;0,198473282442748;0,606936416184971;30,4615384615385
"Section";"21";"Histoire et civilisations : histoire et archéologie des mondes anciens et des mondes médiévaux, de l'art";"2012";36;0,444;25;0,44;204;58,3;136;0,625;32;53;0,396;29;0,379;30;316;0,522;30;0,567;530;269;NA;799;NA;14;NA;10,5333333333333;0,0949367088607595;286;0,147058823529412;0,666666666666667;0,220588235294118;0,609195402298851;26,6333333333333
"Section";"21";"Histoire et civilisations : histoire et archéologie des mondes anciens et des mondes médiévaux, de l'art";"2013";25;0,64;17;0,647;209;56,5;134;0,56;17;30;0,567;16;0,625;29;318;0,541;28;0,536;532;267;NA;799;NA;14;NA;10,9655172413793;0,0880503144654088;290;0,133971291866029;0,641148325358852;0,208955223880597;0,585635359116022;28,5357142857143
"Section";"21";"Histoire et civilisations : histoire et archéologie des mondes anciens et des mondes médiévaux, de l'art";"2014";35;0,4;29;0,345;213;56,8;132;0,545;16;42;0,333;13;0,538;18;287;0,519;18;0,444;514;259;NA;773;NA;-12;NA;15,9444444444444;0,0627177700348432;269;0,0845070422535211;0,619718309859155;0,136363636363636;0,584615384615385;42,9444444444444
"Section";"21";"Histoire et civilisations : histoire et archéologie des mondes anciens et des mondes médiévaux, de l'art";"2015";35;0,543;30;0,533;202;59,9;142;0,599;16;39;0,333;16;0,313;9;201;0,473;9;0,111;497;262;NA;759;NA;-26;NA;22,3333333333333;0,0447761194029851;192;0,0445544554455446;0,702970297029703;0,0633802816901408;0,689119170984456;84,3333333333333
"Section";"21";"Histoire et civilisations : histoire et archéologie des mondes anciens et des mondes médiévaux, de l'art";"2016";29;0,414;23;0,435;224;57,1;165;0,594;19;36;0,25;15;0,2;16;311;0,569;16;0,438;489;256;NA;745;NA;-40;NA;19,4375;0,0514469453376206;295;0,0714285714285714;0,736607142857143;0,096969696969697;0,716346153846154;46,5625
"Section";"21";"Histoire et civilisations : histoire et archéologie des mondes anciens et des mondes médiévaux, de l'art";"2017";32;0,531;23;0,522;187;52,9;137;0,54;13;48;0,438;13;0,462;21;351;0,513;20;0,3;479;255;NA;734;NA;-51;NA;16,7142857142857;0,056980056980057;331;0,106951871657754;0,732620320855615;0,145985401459854;0,70059880239521;36,7
"Section";"21";"Histoire et civilisations : histoire et archéologie des mondes anciens et des mondes médiévaux, de l'art";"2018";43;0,372;31;0,419;239;53,6;178;0,545;23;54;0,444;23;0,435;12;234;0,513;12;0,5;478;263;NA;741;NA;-44;NA;19,5;0,0512820512820513;222;0,0502092050209205;0,744769874476987;0,0674157303370786;0,731277533039648;61,75
"Section";"21";"Histoire et civilisations : histoire et archéologie des mondes anciens et des mondes médiévaux, de l'art";"2019";33;0,545;29;0,552;254;55,1;161;0,584;9;22;0,5;9;0,444;17;324;0,485;17;0,588;NA;NA;NA;NA;NA;NA;NA;19,0588235294118;0,0524691358024691;307;0,0669291338582677;0,633858267716535;0,105590062111801;0,607594936708861;NA
"Section";"22";"Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain, de l'art, de la musique";"2009";87,4189015716615;0,35;61;0,426;488,079719248968;48,4;314;0,49;32;84;0,298;29;0,241;41;569;0,475;39;0,333;670;418;NA;1088;NA;0;NA;13,8780487804878;0,0685413005272408;530;0,0799049795799981;0,643337527900498;0,124203821656051;0,612363436184347;27,8974358974359
