"Annee";"SectionCNU.ID";"QualificationDossiers.MCF";"QualificationQualifies.MCF";"PostesPublies.MCF";"Candidatures.MCF";"Candidats.MCF";"PostesPourvus.MCF";"Candidatures.MCF.F";"Candidatures.MCF.H";"Candidats.MCF.F";"Candidats.MCF.H";"Recrutes.MCF.F";"Recrutes.MCF.H"
2014;87;179;138;15;100;71;13;58;42;40;31;4;4
2015;1;255;75;61;2473;167;60;NA;NA;NA;NA;NA;NA
2015;2;243;62;54;2958;124;54;NA;NA;NA;NA;NA;NA
2015;3;35;15;7;215;46;7;NA;NA;NA;NA;NA;NA
2015;4;270;106;20;1003;299;20;NA;NA;NA;NA;NA;NA
2015;5;303;178;54;3709;334;54;NA;NA;NA;NA;NA;NA
2015;6;409;230;91;3327;420;84;NA;NA;NA;NA;NA;NA
2015;7;289;195;42;1724;443;38;NA;NA;NA;NA;NA;NA
2015;8;52;42;1;46;46;1;NA;NA;NA;NA;NA;NA
2015;9;216;128;19;928;506;19;NA;NA;NA;NA;NA;NA
2015;10;108;60;3;100;72;3;NA;NA;NA;NA;NA;NA
2015;11;184;126;64;2148;346;59;NA;NA;NA;NA;NA;NA
2015;12;52;30;6;94;58;6;NA;NA;NA;NA;NA;NA
2015;13;32;22;5;117;56;5;NA;NA;NA;NA;NA;NA
2015;14;179;126;43;1555;336;42;NA;NA;NA;NA;NA;NA
2015;15;133;91;13;194;119;13;NA;NA;NA;NA;NA;NA
2015;16;240;148;56;1144;341;53;NA;NA;NA;NA;NA;NA
2015;17;203;139;24;1076;378;24;NA;NA;NA;NA;NA;NA
2015;18;398;222;38;1245;494;37;NA;NA;NA;NA;NA;NA
2015;19;426;234;27;1802;527;25;NA;NA;NA;NA;NA;NA
2015;20;168;119;10;506;233;9;NA;NA;NA;NA;NA;NA
2015;21;189;142;9;384;201;9;NA;NA;NA;NA;NA;NA
2015;22;419;304;30;1448;570;28;NA;NA;NA;NA;NA;NA
2015;23;232;151;25;904;315;25;NA;NA;NA;NA;NA;NA
2015;24;172;82;4;144;78;4;NA;NA;NA;NA;NA;NA
2015;25;294;277;20;1972;471;20;NA;NA;NA;NA;NA;NA
2015;26;361;284;48;2214;476;47;NA;NA;NA;NA;NA;NA
2015;27;594;410;52;1911;530;50;NA;NA;NA;NA;NA;NA
2015;28;339;304;19;451;264;19;NA;NA;NA;NA;NA;NA
2015;29;114;95;5;82;64;5;NA;NA;NA;NA;NA;NA
2015;30;180;157;9;205;153;9;NA;NA;NA;NA;NA;NA
2015;31;271;247;13;300;222;13;NA;NA;NA;NA;NA;NA
2015;32;200;185;16;679;238;16;NA;NA;NA;NA;NA;NA
2015;33;258;195;14;450;228;14;NA;NA;NA;NA;NA;NA
2015;34;73;67;1;24;24;1;NA;NA;NA;NA;NA;NA
2015;35;141;130;12;176;128;12;NA;NA;NA;NA;NA;NA
2015;36;168;149;5;68;52;5;NA;NA;NA;NA;NA;NA
2015;37;78;71;3;75;71;3;NA;NA;NA;NA;NA;NA
2015;60;411;315;54;1412;454;51;NA;NA;NA;NA;NA;NA
2015;61;337;182;28;719;306;26;NA;NA;NA;NA;NA;NA
2015;62;195;153;27;642;260;27;NA;NA;NA;NA;NA;NA
2015;63;256;179;23;510;198;21;NA;NA;NA;NA;NA;NA
2015;64;443;355;27;769;419;26;NA;NA;NA;NA;NA;NA
2015;65;618;443;19;669;389;19;NA;NA;NA;NA;NA;NA
2015;66;255;208;14;173;120;14;NA;NA;NA;NA;NA;NA
2015;67;321;219;14;264;174;14;NA;NA;NA;NA;NA;NA
2015;68;282;258;5;68;56;5;NA;NA;NA;NA;NA;NA
2015;69;235;182;9;108;77;8;NA;NA;NA;NA;NA;NA
2015;70;296;123;35;1222;486;34;NA;NA;NA;NA;NA;NA
2015;71;228;84;36;1099;380;36;NA;NA;NA;NA;NA;NA
2015;72;88;82;2;37;37;2;NA;NA;NA;NA;NA;NA
2015;73;22;14;2;9;9;2;NA;NA;NA;NA;NA;NA
2015;74;143;86;42;627;269;40;NA;NA;NA;NA;NA;NA
2015;76;13;8;1;3;3;1;NA;NA;NA;NA;NA;NA
2015;77;7;2;0;0;0;0;NA;NA;NA;NA;NA;NA
2015;85;83;65;18;228;122;17;NA;NA;NA;NA;NA;NA
2015;86;122;89;11;183;129;11;NA;NA;NA;NA;NA;NA
2015;87;211;151;9;174;108;9;NA;NA;NA;NA;NA;NA
2016;1;263;80;63;3258;225;62;NA;NA;NA;NA;NA;NA
2016;2;214;57;37;2091;120;36;NA;NA;NA;NA;NA;NA
2016;3;35;16;6;186;43;6;NA;NA;NA;NA;NA;NA
2016;4;241;123;26;1943;449;26;NA;NA;NA;NA;NA;NA
2016;5;297;179;57;3376;331;55;NA;NA;NA;NA;NA;NA
2016;6;330;187;93;3921;395;90;NA;NA;NA;NA;NA;NA
2016;7;271;186;40;1801;474;39;NA;NA;NA;NA;NA;NA
2016;8;53;43;3;116;80;3;NA;NA;NA;NA;NA;NA
2016;9;225;142;24;903;321;23;NA;NA;NA;NA;NA;NA
2016;10;107;53;5;317;156;5;NA;NA;NA;NA;NA;NA
2016;11;147;111;67;2264;340;62;NA;NA;NA;NA;NA;NA
2016;12;45;28;6;138;76;6;NA;NA;NA;NA;NA;NA
2016;13;29;13;1;7;7;1;NA;NA;NA;NA;NA;NA
2016;14;180;122;34;1581;352;34;NA;NA;NA;NA;NA;NA
2016;15;138;97;21;386;186;20;NA;NA;NA;NA;NA;NA
2016;16;276;152;66;1452;387;65;NA;NA;NA;NA;NA;NA
2016;17;224;149;16;934;354;16;NA;NA;NA;NA;NA;NA
2016;18;415;216;33;1644;488;33;NA;NA;NA;NA;NA;NA
2016;19;394;227;39;2332;609;39;NA;NA;NA;NA;NA;NA
2016;20;205;152;6;168;137;6;NA;NA;NA;NA;NA;NA
2016;21;218;165;16;685;311;16;NA;NA;NA;NA;NA;NA
2016;22;441;358;31;1533;631;29;NA;NA;NA;NA;NA;NA
2016;23;205;145;19;832;286;19;NA;NA;NA;NA;NA;NA
2016;24;161;64;8;404;193;8;NA;NA;NA;NA;NA;NA
2016;25;268;256;30;2591;495;30;NA;NA;NA;NA;NA;NA
2016;26;336;291;50;2558;577;50;NA;NA;NA;NA;NA;NA
2016;27;576;406;73;2064;564;70;NA;NA;NA;NA;NA;NA
2016;28;296;271;16;513;251;16;NA;NA;NA;NA;NA;NA
2016;29;99;82;2;18;17;2;NA;NA;NA;NA;NA;NA
2016;30;175;163;4;88;78;4;NA;NA;NA;NA;NA;NA
2016;31;267;239;25;783;352;25;NA;NA;NA;NA;NA;NA
2016;32;201;177;15;706;274;15;NA;NA;NA;NA;NA;NA
2016;33;236;191;12;411;203;12;NA;NA;NA;NA;NA;NA
2016;34;75;69;2;42;41;2;NA;NA;NA;NA;NA;NA
2016;35;158;140;14;240;151;13;NA;NA;NA;NA;NA;NA
2016;36;170;151;6;139;109;6;NA;NA;NA;NA;NA;NA
2016;37;61;56;2;8;6;2;NA;NA;NA;NA;NA;NA
2016;60;384;318;47;1671;439;44;NA;NA;NA;NA;NA;NA
2016;61;357;230;30;993;366;30;NA;NA;NA;NA;NA;NA
2016;62;226;185;15;345;184;15;NA;NA;NA;NA;NA;NA
2016;63;231;171;18;500;187;17;NA;NA;NA;NA;NA;NA
2016;64;407;320;27;802;406;27;NA;NA;NA;NA;NA;NA
2016;65;547;421;24;634;360;24;NA;NA;NA;NA;NA;NA
2016;66;252;213;15;371;222;14;NA;NA;NA;NA;NA;NA
2016;67;314;208;11;175;140;11;NA;NA;NA;NA;NA;NA
2016;68;196;179;8;149;110;6;NA;NA;NA;NA;NA;NA
2016;69;210;175;9;120;92;8;NA;NA;NA;NA;NA;NA
2016;70;312;155;51;1722;544;47;NA;NA;NA;NA;NA;NA
2016;71;217;73;29;908;265;25;NA;NA;NA;NA;NA;NA
2016;72;82;71;2;96;89;2;NA;NA;NA;NA;NA;NA
2016;73;19;16;1;4;4;1;NA;NA;NA;NA;NA;NA
2016;74;137;78;29;441;221;27;NA;NA;NA;NA;NA;NA
2016;76;11;4;2;15;15;2;NA;NA;NA;NA;NA;NA
2016;77;5;3;0;0;0;0;NA;NA;NA;NA;NA;NA
2016;85;97;75;16;218;105;16;NA;NA;NA;NA;NA;NA
2016;86;107;89;15;330;149;14;NA;NA;NA;NA;NA;NA
2016;87;174;134;11;231;137;11;NA;NA;NA;NA;NA;NA
2017;1;231;65;78;3823;237;74;NA;NA;NA;NA;NA;NA
2017;2;204;50;43;2058;130;41;NA;NA;NA;NA;NA;NA
2017;3;31;9;4;101;44;4;NA;NA;NA;NA;NA;NA
2017;4;280;132;16;1019;359;16;NA;NA;NA;NA;NA;NA
2017;5;299;185;57;3927;461;56;NA;NA;NA;NA;NA;NA
2017;6;331;200;98;4030;401;85;NA;NA;NA;NA;NA;NA
2017;7;316;200;20;924;324;16;NA;NA;NA;NA;NA;NA
2017;8;60;49;5;151;78;5;NA;NA;NA;NA;NA;NA
2017;9;212;124;29;1067;442;27;NA;NA;NA;NA;NA;NA
2017;10;98;51;3;169;130;3;NA;NA;NA;NA;NA;NA
2017;11;226;179;52;1674;398;51;NA;NA;NA;NA;NA;NA
2017;12;40;28;9;163;72;9;NA;NA;NA;NA;NA;NA
2017;13;40;27;6;133;45;6;NA;NA;NA;NA;NA;NA
2017;14;177;138;29;1253;354;28;NA;NA;NA;NA;NA;NA
2017;15;154;105;17;419;182;16;NA;NA;NA;NA;NA;NA
2017;16;259;174;47;998;331;44;NA;NA;NA;NA;NA;NA
2017;17;237;170;12;774;358;12;NA;NA;NA;NA;NA;NA
2017;18;402;207;34;1636;520;32;NA;NA;NA;NA;NA;NA
2017;19;428;220;27;2011;647;27;NA;NA;NA;NA;NA;NA
2017;20;164;133;5;179;145;5;NA;NA;NA;NA;NA;NA
2017;21;176;137;21;866;351;20;NA;NA;NA;NA;NA;NA
2017;22;404;319;42;2258;741;42;NA;NA;NA;NA;NA;NA
2017;23;165;117;22;762;291;22;NA;NA;NA;NA;NA;NA
2017;24;142;75;6;241;125;6;NA;NA;NA;NA;NA;NA
2017;25;208;203;25;2001;437;24;NA;NA;NA;NA;NA;NA
2017;26;324;290;31;1546;430;30;NA;NA;NA;NA;NA;NA
2017;27;515;365;74;2667;602;73;NA;NA;NA;NA;NA;NA
2017;28;260;230;8;256;180;8;NA;NA;NA;NA;NA;NA
2017;29;96;77;2;57;54;2;NA;NA;NA;NA;NA;NA
2017;30;128;111;3;76;56;3;NA;NA;NA;NA;NA;NA
2017;31;196;171;14;288;190;13;NA;NA;NA;NA;NA;NA
2017;32;181;173;15;516;217;15;NA;NA;NA;NA;NA;NA
2017;33;197;146;12;354;188;10;NA;NA;NA;NA;NA;NA
2017;34;69;57;0;0;0;0;NA;NA;NA;NA;NA;NA
2017;35;176;164;14;253;158;13;NA;NA;NA;NA;NA;NA
2017;36;167;156;4;73;56;4;NA;NA;NA;NA;NA;NA
2017;37;59;57;4;31;29;3;NA;NA;NA;NA;NA;NA
2017;60;366;297;58;1476;441;51;NA;NA;NA;NA;NA;NA
2017;61;350;228;33;901;258;31;NA;NA;NA;NA;NA;NA
2017;62;209;170;17;430;209;17;NA;NA;NA;NA;NA;NA
2017;63;203;170;23;460;188;22;NA;NA;NA;NA;NA;NA
2017;64;384;298;27;591;323;24;NA;NA;NA;NA;NA;NA
2017;65;462;334;11;215;152;11;NA;NA;NA;NA;NA;NA
2017;66;223;188;11;320;210;11;NA;NA;NA;NA;NA;NA
2017;67;277;204;12;186;142;12;NA;NA;NA;NA;NA;NA
2017;68;225;208;11;168;137;10;NA;NA;NA;NA;NA;NA
2017;69;187;165;8;168;111;8;NA;NA;NA;NA;NA;NA
2017;70;272;130;42;1477;482;40;NA;NA;NA;NA;NA;NA
2017;71;208;67;43;1356;353;40;NA;NA;NA;NA;NA;NA
2017;72;97;86;2;90;75;2;NA;NA;NA;NA;NA;NA
2017;73;22;20;4;15;15;4;NA;NA;NA;NA;NA;NA
2017;74;122;66;29;422;217;27;NA;NA;NA;NA;NA;NA
2017;76;25;15;2;8;8;1;NA;NA;NA;NA;NA;NA
2017;77;9;4;1;7;7;1;NA;NA;NA;NA;NA;NA
2017;85;80;64;9;136;75;9;NA;NA;NA;NA;NA;NA
2017;86;105;81;15;239;138;14;NA;NA;NA;NA;NA;NA
2017;87;157;113;8;150;88;8;NA;NA;NA;NA;NA;NA
2018;1;223;55;66;2699;204;64;NA;NA;NA;NA;NA;NA
2018;2;224;63;27;1936;126;27;NA;NA;NA;NA;NA;NA
2018;3;43;13;4;120;37;4;NA;NA;NA;NA;NA;NA
2018;4;294;120;24;1426;399;20;NA;NA;NA;NA;NA;NA
2018;5;291;152;39;2362;392;37;NA;NA;NA;NA;NA;NA
2018;6;330;183;93;3216;422;81;NA;NA;NA;NA;NA;NA
2018;7;288;174;29;1359;378;28;NA;NA;NA;NA;NA;NA
2018;8;42;35;5;154;104;5;NA;NA;NA;NA;NA;NA
2018;9;251;155;28;1176;490;26;NA;NA;NA;NA;NA;NA
2018;10;114;70;7;305;150;6;NA;NA;NA;NA;NA;NA
2018;11;160;124;52;1590;323;44;NA;NA;NA;NA;NA;NA
2018;12;55;45;11;230;76;10;NA;NA;NA;NA;NA;NA
2018;13;45;29;6;169;85;6;NA;NA;NA;NA;NA;NA
2018;14;185;137;26;1262;268;24;NA;NA;NA;NA;NA;NA
2018;15;153;104;22;403;181;22;NA;NA;NA;NA;NA;NA
2018;16;234;159;50;1000;388;46;NA;NA;NA;NA;NA;NA
2018;17;208;131;15;707;296;14;NA;NA;NA;NA;NA;NA
2018;18;401;202;30;1512;478;27;NA;NA;NA;NA;NA;NA
2018;19;472;251;27;2046;613;24;NA;NA;NA;NA;NA;NA
2018;20;184;160;6;180;121;6;NA;NA;NA;NA;NA;NA
2018;21;222;178;12;535;234;12;NA;NA;NA;NA;NA;NA
2018;22;412;342;29;1535;550;27;NA;NA;NA;NA;NA;NA
2018;23;211;126;23;842;298;23;NA;NA;NA;NA;NA;NA
2018;24;117;55;6;224;135;5;NA;NA;NA;NA;NA;NA
2018;25;203;197;22;1763;420;22;NA;NA;NA;NA;NA;NA
2018;26;261;244;30;1396;457;29;NA;NA;NA;NA;NA;NA
2018;27;536;382;68;2006;558;66;NA;NA;NA;NA;NA;NA
2018;28;231;202;8;154;109;8;NA;NA;NA;NA;NA;NA
2018;29;96;84;4;86;71;4;NA;NA;NA;NA;NA;NA
2018;30;137;120;10;229;145;10;NA;NA;NA;NA;NA;NA
2018;31;238;188;12;267;179;12;NA;NA;NA;NA;NA;NA
2018;32;170;154;14;373;172;13;NA;NA;NA;NA;NA;NA
2018;33;198;132;9;244;133;9;NA;NA;NA;NA;NA;NA
2018;34;65;57;2;26;25;2;NA;NA;NA;NA;NA;NA
2018;35;155;146;7;123;100;7;NA;NA;NA;NA;NA;NA
2018;36;166;149;3;27;27;3;NA;NA;NA;NA;NA;NA
2018;37;80;68;2;7;7;2;NA;NA;NA;NA;NA;NA
2018;60;389;324;56;1313;416;53;NA;NA;NA;NA;NA;NA
2018;61;352;242;27;636;239;23;NA;NA;NA;NA;NA;NA
2018;62;146;127;18;346;156;16;NA;NA;NA;NA;NA;NA
2018;63;207;176;22;556;194;20;NA;NA;NA;NA;NA;NA
2018;64;336;282;23;540;293;21;NA;NA;NA;NA;NA;NA
2018;65;418;324;19;456;268;19;NA;NA;NA;NA;NA;NA
2018;66;198;168;5;97;86;5;NA;NA;NA;NA;NA;NA
2018;67;290;222;14;262;191;13;NA;NA;NA;NA;NA;NA
2018;68;238;217;7;95;82;6;NA;NA;NA;NA;NA;NA
2018;69;179;150;6;105;85;5;NA;NA;NA;NA;NA;NA
2018;70;280;127;40;1074;388;37;NA;NA;NA;NA;NA;NA
2018;71;178;71;36;1075;310;34;NA;NA;NA;NA;NA;NA
2018;72;104;86;1;42;42;1;NA;NA;NA;NA;NA;NA
2018;73;27;19;1;7;7;1;NA;NA;NA;NA;NA;NA
2018;74;152;86;50;840;244;47;NA;NA;NA;NA;NA;NA
2018;76;10;7;3;53;46;3;NA;NA;NA;NA;NA;NA
2018;77;7;5;0;0;0;0;NA;NA;NA;NA;NA;NA
2018;85;72;46;7;105;71;6;NA;NA;NA;NA;NA;NA
2018;86;107;90;15;175;117;14;NA;NA;NA;NA;NA;NA
2018;87;129;104;5;72;55;5;NA;NA;NA;NA;NA;NA
2019;1;254;68;53;2297;214;50;NA;NA;NA;NA;NA;NA
2019;2;219;57;44;2953;150;43;NA;NA;NA;NA;NA;NA
2019;3;45;21;6;282;55;6;NA;NA;NA;NA;NA;NA
2019;4;251;100;13;1235;454;13;NA;NA;NA;NA;NA;NA
2019;5;288;143;47;2829;341;46;NA;NA;NA;NA;NA;NA
2019;6;367;196;85;2958;434;77;NA;NA;NA;NA;NA;NA
2019;7;270;167;15;864;324;14;NA;NA;NA;NA;NA;NA
2019;8;57;47;7;248;108;7;NA;NA;NA;NA;NA;NA
2019;9;245;136;21;1086;474;21;NA;NA;NA;NA;NA;NA
2019;10;109;67;2;103;91;2;NA;NA;NA;NA;NA;NA
2019;11;193;151;52;1843;349;49;NA;NA;NA;NA;NA;NA
2019;12;48;30;4;60;48;4;NA;NA;NA;NA;NA;NA
2019;13;41;29;2;25;25;2;NA;NA;NA;NA;NA;NA
2019;14;192;146;20;1069;275;20;NA;NA;NA;NA;NA;NA
2019;15;161;109;18;416;192;17;NA;NA;NA;NA;NA;NA
2019;16;224;170;59;1296;355;56;NA;NA;NA;NA;NA;NA
2019;17;262;178;11;616;331;10;NA;NA;NA;NA;NA;NA
2019;18;466;228;20;1228;512;19;NA;NA;NA;NA;NA;NA
2019;19;486;243;30;2135;594;30;NA;NA;NA;NA;NA;NA
2019;20;159;132;3;95;88;3;NA;NA;NA;NA;NA;NA
2019;21;225;161;17;571;324;17;NA;NA;NA;NA;NA;NA
2019;22;395;333;20;1003;578;20;NA;NA;NA;NA;NA;NA
2019;23;203;117;14;387;188;14;NA;NA;NA;NA;NA;NA
2019;24;160;80;6;169;102;5;NA;NA;NA;NA;NA;NA
2019;25;259;248;22;1307;338;21;NA;NA;NA;NA;NA;NA
2019;26;278;266;41;1812;365;39;NA;NA;NA;NA;NA;NA
2019;27;525;327;66;2084;468;64;NA;NA;NA;NA;NA;NA
2019;28;257;230;8;271;162;8;NA;NA;NA;NA;NA;NA
2019;29;111;100;4;46;45;4;NA;NA;NA;NA;NA;NA
2019;30;123;108;3;70;66;3;NA;NA;NA;NA;NA;NA
2019;31;217;177;15;360;173;15;NA;NA;NA;NA;NA;NA
2019;32;167;117;11;215;135;10;NA;NA;NA;NA;NA;NA
2019;33;237;166;3;121;72;3;NA;NA;NA;NA;NA;NA
2019;34;76;63;4;42;37;4;NA;NA;NA;NA;NA;NA
2019;35;137;127;10;136;107;10;NA;NA;NA;NA;NA;NA
2019;36;166;147;0;0;0;0;NA;NA;NA;NA;NA;NA
2019;37;75;62;1;11;11;1;NA;NA;NA;NA;NA;NA
2019;60;435;357;51;1417;372;49;NA;NA;NA;NA;NA;NA
2019;61;369;261;33;885;291;30;NA;NA;NA;NA;NA;NA
2019;62;195;160;10;296;142;10;NA;NA;NA;NA;NA;NA
2019;63;238;170;20;421;139;17;NA;NA;NA;NA;NA;NA
2019;64;350;282;22;525;299;22;NA;NA;NA;NA;NA;NA
2019;65;393;318;13;324;193;11;NA;NA;NA;NA;NA;NA
2019;66;181;161;5;59;47;5;NA;NA;NA;NA;NA;NA
2019;67;300;214;8;150;125;8;NA;NA;NA;NA;NA;NA
2019;68;294;260;5;54;52;5;NA;NA;NA;NA;NA;NA
2019;69;166;138;9;142;96;9;NA;NA;NA;NA;NA;NA
2019;70;289;126;36;1161;407;31;NA;NA;NA;NA;NA;NA
2019;71;191;75;26;923;249;26;NA;NA;NA;NA;NA;NA
2019;72;130;105;1;28;28;1;NA;NA;NA;NA;NA;NA
2019;73;19;16;3;14;12;3;NA;NA;NA;NA;NA;NA
2019;74;163;98;48;680;238;42;NA;NA;NA;NA;NA;NA
2019;76;14;9;0;0;0;NA;NA;NA;NA;NA;NA;NA
2019;77;7;0;0;0;0;0;NA;NA;NA;NA;NA;NA
2019;85;63;51;13;183;131;13;NA;NA;NA;NA;NA;NA
2019;86;60;48;9;167;78;8;NA;NA;NA;NA;NA;NA
2019;87;102;88;1;10;10;1;NA;NA;NA;NA;NA;NA
