"Périmètre";"Périmètre.ID";"Périmètre.label";"Année";"Qualification.Candidats.PR";"Qualification.Candidats.PR.femmes";"Qualification.Qualifiés.PR";"Qualification.Qualifiés.PR.femmes";"Qualification.Candidats.MCF";"Qualification.Candidats.MCF.femmes";"Qualification.Qualifiés.MCF";"Qualification.Qualifiés.MCF.femmes";"Concours.Postes.PR";"Concours.Candidats.PR";"Concours.Candidats.PR.femmes";"Concours.Recrutés.PR";"Concours.Recrutés.PR.femmes";"Concours.Postes.MCF";"Concours.Candidats.MCF";"Concours.Candidats.MCF.femmes";"Concours.Recrutés.MCF";"Concours.Recrutés.MCF.femmes";"Concours.Postes.ATER";"Concours.Postes.MCMU";"Concours.Postes.PRMU";"Source";"Effectif.MCF";"Effectif.PR";"Effectif.ETU";"Effectif.EC";"Contexte.TauxEncadrement";"Contexte.EvolRéelle";"Contexte.EvolNécessaire";"kpi.MCF.TauxTension";"kpi.MCF.TauxRéussite";"kpi.MCF.SansPoste";"kpi.MCF.TauxSélection";"kpi.MCF.TauxSélection.Qualification";"kpi.MCF.TauxSélection.Concours";"kpi.MCF.TauxSélection.QualifVsConcours";"kpi.PériodeRenouvellement"
"Grande discipline";"ST";"Sciences et techniques";"2021";301;0,236;241;0,245;3707;36,2;2941;0,356;238;1046;0,221;223;0,291;411;3130;0,316;392;0,309;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;7,61557177615572;0,125239616613419;2738;0,105745886161316;0,79336390612355;0,133287997279837;0,768929110105581;NA
"Grande discipline";"DEG";"Droit éco gestion";"2022";44;0,409;16;0,25;1145;43,3;535;0,432;85;246;0,39;74;0,365;263;1250;0,43;252;0,563;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;4,75285171102662;0,2016;998;0,220087336244541;0,467248908296943;0,471028037383178;0,316909294512878;NA
"Grande discipline";"LLASHS";"Lettres et sciences humaines";"2022";126;0,468;75;0,52;3130;54,9;2215;0,564;272;844;0,491;256;0,57;522;4493;0,535;493;0,684;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;8,60727969348659;0,109726240819052;4000;0,157507987220447;0,707667731629393;0,222573363431151;0,653014789533561;NA
"Grande discipline";"Pharma";"Pharmacie";"2022";15;0,467;4;0,25;231;60,6;167;0,599;16;29;0,379;15;0,4;48;224;0,531;46;0,457;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;4,66666666666667;0,205357142857143;178;0,199134199134199;0,722943722943723;0,275449101796407;0,654054054054054;NA
"Grande discipline";"ST";"Sciences et techniques";"2022";231;0,212;180;0,194;3374;37;2655;0,364;234;937;0,222;224;0,223;518;2905;0,318;479;0,334;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;5,60810810810811;0,164888123924268;2426;0,141967990515708;0,786899822169532;0,180414312617702;0,751640759930915;NA
"Grande discipline";"DEG";"Droit éco gestion";"2023";41;0,341;9;0,222;1160;47,2;568;0,509;103;295;0,42;84;0,417;306;1181;0,448;286;0,497;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;3,85947712418301;0,242167654530059;895;0,246551724137931;0,489655172413793;0,503521126760563;0,322654462242563;NA
"Grande discipline";"LLASHS";"Lettres et sciences humaines";"2023";102;0,402;65;0,4;3168;56,4;2267;0,573;244;747;0,499;226;0,575;615;4521;0,542;582;0,579;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;7,35121951219512;0,128732581287326;3939;0,183712121212121;0,715593434343434;0,256726951918835;0,651585460170147;NA
"Grande discipline";"Pharma";"Pharmacie";"2023";11;0,273;5;0,4;199;57,8;138;0,594;17;19;0,579;12;0,75;50;163;0,54;40;0,525;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;3,26;0,245398773006135;123;0,201005025125628;0,693467336683417;0,289855072463768;0,616352201257862;NA
"Grande discipline";"ST";"Sciences et techniques";"2023";215;0,214;168;0,208;3217;36,6;2585;0,355;267;867;0,201;250;0,248;596;2832;0,322;528;0,303;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;4,75167785234899;0,186440677966102;2304;0,16412806963009;0,80354367423065;0,204255319148936;0,764968389735961;NA
"Grande discipline";"DEG";"Droit éco gestion";"2024";NA;NA;NA;NA;NA;NA;NA;NA;74;NA;NA;NA;NA;276;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Grande discipline";"LLASHS";"Lettres et sciences humaines";"2024";NA;NA;NA;NA;NA;NA;NA;NA;257;NA;NA;NA;NA;572;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Grande discipline";"Pharma";"Pharmacie";"2024";NA;NA;NA;NA;NA;NA;NA;NA;18;NA;NA;NA;NA;45;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Grande discipline";"ST";"Sciences et techniques";"2024";NA;NA;NA;NA;NA;NA;NA;NA;341;NA;NA;NA;NA;642;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Grande discipline";"Santé";"Santé";"2024";NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;17;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Grande discipline";NA;NA;"2024";NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Grande discipline";"DEG";"Droit éco gestion";"2025";NA;NA;NA;NA;NA;NA;NA;NA;33;NA;NA;NA;NA;174;NA;NA;NA;NA;151;1;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Grande discipline";"LLASHS";"Lettres et sciences humaines";"2025";NA;NA;NA;NA;NA;NA;NA;NA;140;NA;NA;NA;NA;322;NA;NA;NA;NA;334;1;1;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Grande discipline";"Pharma";"Pharmacie";"2025";NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;18;NA;NA;NA;NA;11;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Grande discipline";"ST";"Sciences et techniques";"2025";NA;NA;NA;NA;NA;NA;NA;NA;183;NA;NA;NA;NA;372;NA;NA;NA;NA;271;3;2;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Grande discipline";"Santé";"Santé";"2025";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Grande discipline";NA;NA;"2025";NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"1";"Droit et science politique";"2009";8;0,19;2;0,5;772;47,7;265;0,434;86;75;0,347;56;0,321;149;607;0,46;140;0,4;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;4,0738255033557;0,230642504118616;467;0,181347150259067;0,343264248704663;0,528301886792453;0,197784810126582;NA
"Groupe";"10";"Biologie et biochimie";"2009";420;0,396;291;0,392;1690;54,8;1346;0,56;96;192;0,333;80;0,4;192;1167;0,542;179;0,453;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;6,078125;0,153384747215081;988;0,105917159763314;0,796449704142012;0,132986627043091;0,772336201191264;NA
"Groupe";"11";"Pharmacie";"2009";63;0,436;25;0,6;514;56,7;378;0,556;22;34;0,324;19;0,474;70;382;0,521;66;0,606;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;5,45714285714286;0,172774869109948;316;0,1284046692607;0,735408560311284;0,174603174603175;0,696428571428571;NA
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2009";149;0,345;70;0,4;859;47,8;371;0,453;67;114;0,351;56;0,304;140;896;0,512;131;0,58;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;6,4;0,146205357142857;765;0,152502910360885;0,431897555296857;0,353099730458221;0,32967032967033;NA
"Groupe";"2";"Sciences économiques et de gestion ";"2009";25;0,327;4;0,25;600;43,6;290;0,51;91;65;0,292;51;0,275;223;510;0,486;190;0,532;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;2,28699551569507;0,372549019607843;320;0,316666666666667;0,483333333333333;0,655172413793103;0,24390243902439;NA
"Groupe";"3";"Littératures et Langues";"2009";242;0,518;180;0,528;1276;63,5;762;0,663;174;303;0,538;124;0,508;293;1711;0,639;280;0,646;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;5,83959044368601;0,16364699006429;1431;0,219435736677116;0,59717868338558;0,36745406824147;0,483935742971888;NA
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2009";391;0,366;263;0,388;2239;50;1376;0,51;198;400;0,345;163;0,356;287;2600;0,496;274;0,449;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;9,05923344947735;0,105384615384615;2326;0,122376060741402;0,614560071460473;0,199127906976744;0,560814249363868;NA
"Groupe";"5";"Mathématiques et Informatique";"2009";423;0,197;316;0,18;1315;23,8;879;0,234;146;476;0,172;123;0,187;288;1289;0,24;269;0,212;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;4,47569444444444;0,208688906128782;1020;0,204562737642586;0,668441064638783;0,306029579067122;0,583173996175908;NA
"Groupe";"6";"Physique";"2009";279;0,176;184;0,158;807;27,4;603;0,289;57;186;0,188;54;0,204;79;638;0,249;76;0,224;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;8,07594936708861;0,119122257053292;562;0,0941759603469641;0,747211895910781;0,126036484245439;0,720930232558139;NA
"Groupe";"7";"Chimie";"2009";289;0,27;177;0,243;938;40,7;694;0,419;68;181;0,343;62;0,339;139;861;0,41;132;0,417;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;6,19424460431655;0,153310104529617;729;0,140724946695096;0,739872068230277;0,190201729106628;0,69727047146402;NA
"Groupe";"8";"Sciences de la Terre";"2009";125;0,266;88;0,227;471;34,7;373;0,324;31;79;0,152;28;0,214;57;322;0,323;54;0,259;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;5,64912280701754;0,167701863354037;268;0,114649681528662;0,791932059447983;0,144772117962467;0,764988009592326;NA
"Groupe";"9";"Mécanique, génie mécanique, génie informatique, énergétique ";"2009";438;0,147;273;0,161;1397;24,2;796;0,229;147;348;0,149;129;0,147;273;1078;0,228;243;0,198;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;3,94871794871795;0,225417439703154;835;0,17394416607015;0,569792412312097;0,305276381909548;0,479202772963605;NA
"Groupe";"Théologie";"Théologie";"2009";2;0,5;0;NA;22;48;10;0,3;2;2;0;2;0;4;8;0;2;0;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;2;0,25;6;0,0909090909090909;0,454545454545455;0,2;0,4;NA
"Groupe";"1";"Droit et science politique";"2010";6;0,273;2;0;651;49,2;224;0,522;97;82;0,28;63;0,302;145;588;0,48;141;0,461;NA;NA;NA;"CNU";2383;1313;NA;3696;NA;NA;NA;4,0551724137931;0,239795918367347;447;0,216589861751152;0,344086021505376;0,629464285714286;0,162745098039216;26,2127659574468
"Groupe";"10";"Biologie et biochimie";"2010";300;0,376;203;0,394;1399;56,1;1032;0,562;75;148;0,365;63;0,333;188;1132;0,554;176;0,523;NA;NA;NA;"CNU";3195;1200;NA;4395;NA;NA;NA;6,02127659574468;0,15547703180212;956;0,125804145818442;0,737669764117227;0,170542635658915;0,699918233851186;24,9715909090909
"Groupe";"11";"Pharmacie";"2010";37;0,45;15;0,467;367;59,3;236;0,627;21;36;0,417;17;0,471;62;328;0,555;58;0,569;NA;NA;NA;"CNU";1228;584;NA;1812;NA;NA;NA;5,29032258064516;0,176829268292683;270;0,158038147138965;0,643051771117166;0,245762711864407;0,576051779935275;31,2413793103448
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2010";139;0,339;70;0,343;688;47,8;292;0,449;64;103;0,243;46;0,196;133;858;0,486;123;0,431;NA;NA;NA;"CNU";1752;531;NA;2283;NA;NA;NA;6,45112781954887;0,143356643356643;735;0,178779069767442;0,424418604651163;0,421232876712329;0,299115044247788;18,5609756097561
"Groupe";"2";"Sciences économiques et de gestion ";"2010";18;0,268;11;0,273;547;45,8;301;0,538;89;67;0,239;42;0,286;247;497;0,499;211;0,526;NA;NA;NA;"CNU";2800;940;NA;3740;NA;NA;NA;2,01214574898785;0,424547283702213;286;0,385740402193784;0,550274223034735;0,700996677740864;0,267857142857143;17,7251184834123
"Groupe";"3";"Littératures et Langues";"2010";201;0,517;133;0,541;1060;65,8;644;0,705;178;314;0,541;133;0,586;258;1668;0,671;248;0,694;NA;NA;NA;"CNU";4415;1773;NA;6188;NA;NA;NA;6,46511627906977;0,148681055155875;1420;0,233962264150943;0,607547169811321;0,385093167701863;0,487684729064039;24,9516129032258
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2010";341;0,331;217;0,341;1935;50,8;1182;0,536;209;433;0,353;174;0,345;303;2698;0,504;292;0,514;NA;NA;NA;"CNU";4316;2052;NA;6368;NA;NA;NA;8,9042904290429;0,108228317272053;2406;0,150904392764858;0,610852713178295;0,247038917089679;0,54169202678028;21,8082191780822
"Groupe";"5";"Mathématiques et Informatique";"2010";355;0,189;272;0,191;1140;25,7;818;0,258;117;409;0,164;109;0,156;269;1202;0,251;262;0,267;NA;NA;NA;"CNU";4462;2068;NA;6530;NA;NA;NA;4,46840148698885;0,217970049916805;940;0,229824561403509;0,717543859649123;0,320293398533007;0,633257403189066;24,9236641221374
"Groupe";"6";"Physique";"2010";239;0,184;149;0,174;632;25,7;455;0,246;44;146;0,158;43;0,047;64;559;0,249;62;0,258;NA;NA;NA;"CNU";1545;926;NA;2471;NA;NA;NA;8,734375;0,110912343470483;497;0,0981012658227848;0,719936708860759;0,136263736263736;0,689473684210526;39,8548387096774
"Groupe";"7";"Chimie";"2010";246;0,328;156;0,321;797;39,6;632;0,408;67;143;0,294;63;0,333;115;872;0,357;111;0,27;NA;NA;NA;"CNU";2171;1059;NA;3230;NA;NA;NA;7,58260869565217;0,127293577981651;761;0,139272271016311;0,79297365119197;0,175632911392405;0,759475218658892;29,0990990990991
"Groupe";"8";"Sciences de la Terre";"2010";96;0,182;85;0,153;358;36,4;278;0,367;17;55;0,164;15;0,2;55;343;0,356;51;0,275;NA;NA;NA;"CNU";877;430;NA;1307;NA;NA;NA;6,23636363636364;0,14868804664723;292;0,142458100558659;0,776536312849162;0,183453237410072;0,739413680781759;25,6274509803922
"Groupe";"9";"Mécanique, génie mécanique, génie informatique, énergétique ";"2010";405;0,151;251;0,143;1274;23,7;765;0,224;150;341;0,132;130;0,131;261;1013;0,228;228;0,197;NA;NA;NA;"CNU";4602;2163;NA;6765;NA;NA;NA;3,88122605363985;0,22507403751234;785;0,178963893249608;0,600470957613815;0,298039215686275;0,513384321223709;29,6710526315789
"Groupe";"Théologie";"Théologie";"2010";3;0,667;1;0;22;32;11;0,182;1;1;0;1;0;1;1;0;0;NA;NA;NA;NA;"CNU";22;34;NA;56;NA;NA;NA;1;0;1;0;0,5;0;0,5;Inf
"Groupe";"1";"Droit et science politique";"2011";4;0,5;0;0;710;48,7;260;0,562;83;73;0,315;54;0,352;165;621;0,535;155;0,548;NA;NA;NA;"CNU";2385;1329;NA;3714;NA;NA;NA;3,76363636363636;0,249597423510467;466;0,21830985915493;0,366197183098592;0,596153846153846;0,189189189189189;23,9612903225806
"Groupe";"10";"Biologie et biochimie";"2011";280;0,357;210;0,381;1426;56;1106;0,546;83;195;0,39;77;0,494;168;1174;0,534;163;0,442;NA;NA;NA;"CNU";3206;1220;NA;4426;NA;NA;NA;6,98809523809524;0,138841567291312;1011;0,114305750350631;0,775596072931276;0,147377938517179;0,746634996041172;27,1533742331288
"Groupe";"11";"Pharmacie";"2011";38;0,474;18;0,444;401;56,1;297;0,586;23;49;0,429;21;0,571;51;379;0,557;49;0,755;NA;NA;NA;"CNU";1215;582;NA;1797;NA;NA;NA;7,43137254901961;0,129287598944591;330;0,122194513715711;0,740648379052369;0,164983164983165;0,704545454545455;36,6734693877551
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2011";129;0,318;67;0,388;739;49,4;327;0,505;64;144;0,326;55;0,345;139;910;0,501;132;0,508;NA;NA;NA;"CNU";1787;549;NA;2336;NA;NA;NA;6,54676258992806;0,145054945054945;778;0,178619756427605;0,442489851150203;0,403669724770642;0,321252059308072;17,6969696969697
"Groupe";"2";"Sciences économiques et de gestion ";"2011";15;0,2;8;0,375;561;43,5;300;0,46;98;81;0,259;57;0,246;210;653;0,484;181;0,486;NA;NA;NA;"CNU";2807;966;NA;3773;NA;NA;NA;3,10952380952381;0,277182235834609;472;0,322638146167558;0,53475935828877;0,603333333333333;0,313157894736842;20,8453038674033
"Groupe";"3";"Littératures et Langues";"2011";202;0,535;149;0,57;985;66,8;602;0,678;168;302;0,52;129;0,504;247;1666;0,69;230;0,665;NA;NA;NA;"CNU";4423;1745;NA;6168;NA;NA;NA;6,74493927125506;0,138055222088836;1436;0,233502538071066;0,611167512690355;0,382059800664452;0,492715231788079;26,8173913043478
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2011";392;0,367;278;0,374;2028;51;1282;0,507;219;498;0,333;188;0,383;299;2768;0,522;292;0,579;NA;NA;NA;"CNU";4345;2056;NA;6401;NA;NA;NA;9,25752508361204;0,105491329479769;2476;0,143984220907298;0,632149901380671;0,227769110764431;0,570276497695853;21,9212328767123
"Groupe";"5";"Mathématiques et Informatique";"2011";385;0,164;294;0,163;1186;22,9;850;0,228;142;515;0,167;129;0,147;240;1241;0,23;233;0,189;NA;NA;NA;"CNU";4474;2095;NA;6569;NA;NA;NA;5,17083333333333;0,187751813053989;1008;0,1964586846543;0,716694772344013;0,274117647058824;0,647429171038825;28,1931330472103
"Groupe";"6";"Physique";"2011";187;0,155;139;0,137;715;26,7;567;0,261;49;184;0,158;47;0,17;63;647;0,235;59;0,271;NA;NA;NA;"CNU";1518;913;NA;2431;NA;NA;NA;10,2698412698413;0,0911901081916538;588;0,0825174825174825;0,793006993006993;0,104056437389771;0,774390243902439;41,2033898305085
"Groupe";"7";"Chimie";"2011";226;0,336;170;0,312;794;41,3;621;0,43;60;161;0,217;56;0,232;119;874;0,395;111;0,405;NA;NA;NA;"CNU";2179;1057;NA;3236;NA;NA;NA;7,34453781512605;0,127002288329519;763;0,139798488664987;0,782115869017632;0,178743961352657;0,746705710102489;29,1531531531532
"Groupe";"8";"Sciences de la Terre";"2011";88;0,216;73;0,205;431;35,5;344;0,352;33;84;0,179;30;0,267;40;290;0,352;38;0,421;NA;NA;NA;"CNU";879;445;NA;1324;NA;NA;NA;7,25;0,131034482758621;252;0,0881670533642691;0,798143851508121;0,11046511627907;0,778625954198473;34,8421052631579
"Groupe";"9";"Mécanique, génie mécanique, génie informatique, énergétique ";"2011";439;0,175;289;0,183;1376;24;867;0,238;140;344;0,154;127;0,173;247;1143;0,239;237;0,207;NA;NA;NA;"CNU";4657;2180;NA;6837;NA;NA;NA;4,62753036437247;0,207349081364829;906;0,172238372093023;0,630087209302326;0,273356401384083;0,553116769095698;28,8481012658228
"Groupe";"Théologie";"Théologie";"2011";7;0,286;5;0,2;22;40,9;13;0,308;0;NA;0;0;NA;1;6;0,333;1;1;NA;NA;NA;"CNU";21;34;NA;55;NA;NA;NA;6;0,166666666666667;5;0,0454545454545455;0,590909090909091;0,0769230769230769;0,571428571428571;55
"Groupe";"1";"Droit et science politique";"2012";10;0,2;0;0;757;49,3;259;0,463;90;178;0,376;58;0,31;177;672;0,484;171;0,515;NA;NA;NA;"CNU";2411;1344;NA;3755;NA;NA;NA;3,79661016949153;0,254464285714286;501;0,225891677675033;0,342140026420079;0,66023166023166;0,150170648464164;21,9590643274854
"Groupe";"10";"Biologie et biochimie";"2012";282;0,383;210;0,39;1435;57,8;1091;0,574;62;150;0,287;54;0,296;146;1095;0,565;136;0,559;NA;NA;NA;"CNU";3229;1224;NA;4453;NA;NA;NA;7,5;0,124200913242009;959;0,0947735191637631;0,760278745644599;0,124656278643446;0,73518090839107;32,7426470588235
"Groupe";"11";"Pharmacie";"2012";46;0,457;17;0,471;428;55,8;288;0,538;25;45;0,4;22;0,5;50;375;0,499;49;0,531;NA;NA;NA;"CNU";1101;413;NA;1514;NA;NA;NA;7,5;0,130666666666667;326;0,114485981308411;0,672897196261682;0,170138888888889;0,630606860158311;30,8979591836735
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2012";149;0,289;67;0,269;745;50,2;323;0,489;53;116;0,379;45;0,356;122;910;0,507;117;0,487;NA;NA;NA;"CNU";1799;565;NA;2364;NA;NA;NA;7,45901639344262;0,128571428571429;793;0,157046979865772;0,433557046979866;0,362229102167183;0,328025477707006;20,2051282051282
"Groupe";"2";"Sciences économiques et de gestion ";"2012";27;0,259;8;0,125;587;43,1;353;0,459;84;88;0,284;32;0,188;221;576;0,46;185;0,476;NA;NA;NA;"CNU";2838;966;NA;3804;NA;NA;NA;2,60633484162896;0,321180555555556;391;0,315161839863714;0,601362862010221;0,524079320113314;0,417910447761194;20,5621621621622
"Groupe";"3";"Littératures et Langues";"2012";232;0,504;183;0,497;1159;69;769;0,719;169;326;0,546;148;0,534;226;1617;0,691;212;0,675;NA;NA;NA;"CNU";4370;1762;NA;6132;NA;NA;NA;7,15486725663717;0,131106988249845;1405;0,182916307161346;0,663503019844694;0,275682704811443;0,588173178458289;28,9245283018868
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2012";349;0,395;237;0,409;2106;52,1;1336;0,529;204;456;0,355;173;0,353;281;2759;0,52;271;0,568;NA;NA;NA;"CNU";4364;2085;NA;6449;NA;NA;NA;9,81850533807829;0,0982239942007974;2488;0,128679962013295;0,634377967711301;0,202844311377246;0,580381471389646;23,7970479704797
"Groupe";"5";"Mathématiques et Informatique";"2012";375;0,205;313;0,217;1112;22,9;838;0,226;132;500;0,186;124;0,113;217;1203;0,248;214;0,248;NA;NA;NA;"CNU";4481;2120;NA;6601;NA;NA;NA;5,54377880184332;0,177888611803824;989;0,192446043165468;0,753597122302158;0,255369928400955;0,694877505567929;30,8457943925234
"Groupe";"6";"Physique";"2012";212;0,208;171;0,211;654;26,6;517;0,255;40;196;0,128;38;0,079;47;532;0,233;47;0,149;NA;NA;NA;"CNU";1509;920;NA;2429;NA;NA;NA;11,3191489361702;0,0883458646616541;485;0,0718654434250764;0,790519877675841;0,0909090909090909;0,774299835255354;51,6808510638298
"Groupe";"7";"Chimie";"2012";229;0,354;177;0,356;804;38,8;677;0,378;57;154;0,266;52;0,288;91;815;0,401;89;0,404;NA;NA;NA;"CNU";2160;1059;NA;3219;NA;NA;NA;8,95604395604396;0,10920245398773;726;0,110696517412935;0,842039800995025;0,131462333825702;0,822377622377622;36,1685393258427
"Groupe";"8";"Sciences de la Terre";"2012";83;0,157;65;0,185;389;40,1;334;0,386;21;53;0,17;19;0;48;296;0,311;42;0,238;NA;NA;NA;"CNU";868;442;NA;1310;NA;NA;NA;6,16666666666667;0,141891891891892;254;0,107969151670951;0,858611825192802;0,125748502994012;0,84149855907781;31,1904761904762
"Groupe";"9";"Mécanique, génie mécanique, génie informatique, énergétique ";"2012";437;0,165;309;0,175;1265;23,6;859;0,237;136;337;0,151;116;0,172;225;1056;0,239;208;0,24;NA;NA;NA;"CNU";4673;2222;NA;6895;NA;NA;NA;4,69333333333333;0,196969696969697;848;0,164426877470356;0,679051383399209;0,242142025611176;0,615894039735099;33,1490384615385
"Groupe";"Théologie";"Théologie";"2012";9;0,444;6;0,5;15;20;9;0,222;2;5;0,2;2;0;1;10;0,2;1;0;NA;NA;NA;"CNU";20;34;NA;54;NA;NA;NA;10;0,1;9;0,0666666666666667;0,6;0,111111111111111;0,571428571428571;54
"Groupe";"1";"Droit et science politique";"2013";3;0,333;0;0;723;47,7;240;0,471;65;90;0,344;55;0,4;178;639;0,498;163;0,479;NA;NA;NA;"CNU";2430;1348;NA;3778;NA;NA;NA;3,58988764044944;0,25508607198748;476;0,225449515905947;0,33195020746888;0,679166666666667;0,1375;23,1779141104294
"Groupe";"10";"Biologie et biochimie";"2013";290;0,4;249;0,373;1442;56,7;1142;0,547;45;113;0,381;39;0,333;99;926;0,545;94;0,585;NA;NA;NA;"CNU";3237;1222;NA;4459;NA;NA;NA;9,35353535353535;0,101511879049676;832;0,0651872399445215;0,791955617198336;0,0823117338003503;0,777448071216617;47,436170212766
"Groupe";"11";"Pharmacie";"2013";40;0,35;21;0,429;334;63,2;235;0,609;25;41;0,293;23;0,261;30;299;0,515;30;0,5;NA;NA;NA;"CNU";1050;405;NA;1455;NA;NA;NA;9,96666666666667;0,100334448160535;269;0,0898203592814371;0,703592814371258;0,127659574468085;0,674342105263158;48,5
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2013";138;0,377;59;0,475;766;50,5;375;0,464;49;103;0,398;40;0,325;141;956;0,497;132;0,492;NA;NA;NA;"CNU";1850;561;NA;2411;NA;NA;NA;6,78014184397163;0,138075313807531;824;0,172323759791123;0,489556135770235;0,352;0,383280757097792;18,2651515151515
"Groupe";"2";"Sciences économiques et de gestion ";"2013";27;0,185;7;0,286;636;45,3;360;0,464;53;51;0,176;35;0,171;193;693;0,46;183;0,525;NA;NA;NA;"CNU";2860;980;NA;3840;NA;NA;NA;3,59067357512953;0,264069264069264;510;0,287735849056604;0,566037735849057;0,508333333333333;0,390728476821192;20,983606557377
"Groupe";"3";"Littératures et Langues";"2013";181;0,575;145;0,6;1157;67;774;0,681;129;309;0,531;113;0,54;245;1791;0,69;228;0,724;NA;NA;NA;"CNU";4379;1723;NA;6102;NA;NA;NA;7,31020408163265;0,127303182579564;1563;0,197061365600691;0,668971477960242;0,294573643410853;0,58772874058127;26,7631578947368
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2013";372;0,433;269;0,446;2158;52,5;1414;0,517;172;447;0,365;156;0,372;248;2765;0,511;241;0,581;NA;NA;NA;"CNU";4414;2108;NA;6522;NA;NA;NA;11,1491935483871;0,0871609403254973;2524;0,111677479147359;0,655236329935125;0,17043847241867;0,61189358372457;27,0622406639004
"Groupe";"5";"Mathématiques et Informatique";"2013";386;0,218;295;0,231;1146;23,8;867;0,227;91;455;0,2;87;0,149;178;1227;0,24;175;0,217;NA;NA;NA;"CNU";4498;2152;NA;6650;NA;NA;NA;6,89325842696629;0,142624286878566;1052;0,152705061082024;0,756544502617801;0,201845444059977;0,712667353244078;38
"Groupe";"6";"Physique";"2013";198;0,242;152;0,224;662;27,6;525;0,259;29;131;0,176;28;0,143;52;578;0,235;52;0,25;NA;NA;NA;"CNU";1500;929;NA;2429;NA;NA;NA;11,1153846153846;0,0899653979238754;526;0,0785498489425982;0,793051359516616;0,0990476190476191;0,775409836065574;46,7115384615385
