"Périmètre";"Périmètre.ID";"Périmètre.label";"Année";"Qualification.Candidats.PR";"Qualification.Candidats.PR.femmes";"Qualification.Qualifiés.PR";"Qualification.Qualifiés.PR.femmes";"Qualification.Candidats.MCF";"Qualification.Candidats.MCF.femmes";"Qualification.Qualifiés.MCF";"Qualification.Qualifiés.MCF.femmes";"Concours.Postes.PR";"Concours.Candidats.PR";"Concours.Candidats.PR.femmes";"Concours.Recrutés.PR";"Concours.Recrutés.PR.femmes";"Concours.Postes.MCF";"Concours.Candidats.MCF";"Concours.Candidats.MCF.femmes";"Concours.Recrutés.MCF";"Concours.Recrutés.MCF.femmes";"Concours.Postes.ATER";"Concours.Postes.MCMU";"Concours.Postes.PRMU";"Source";"Effectif.MCF";"Effectif.PR";"Effectif.ETU";"Effectif.EC";"Contexte.TauxEncadrement";"Contexte.EvolRéelle";"Contexte.EvolNécessaire";"kpi.MCF.TauxTension";"kpi.MCF.TauxRéussite";"kpi.MCF.SansPoste";"kpi.MCF.TauxSélection";"kpi.MCF.TauxSélection.Qualification";"kpi.MCF.TauxSélection.Concours";"kpi.MCF.TauxSélection.QualifVsConcours";"kpi.PériodeRenouvellement"
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2021";101;0,287;60;0,383;2223;51,1;1542;0,535;123;500;0,448;118;0,525;174;2609;0,496;167;0,593;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;14,9942528735632;0,0640091989267919;2442;0,0751237067026541;0,693657219973009;0,108300907911803;0,668774319066148;NA
"Groupe";"5";"Mathématiques et Informatique";"2021";101;0,208;82;0,22;1040;27;761;0,263;75;442;0,19;72;0,264;145;1166;0,262;138;0,246;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;8,04137931034483;0,118353344768439;1028;0,132692307692308;0,731730769230769;0,181340341655716;0,690687361419069;NA
"Groupe";"6";"Physique";"2021";35;0,114;25;0,08;396;25,5;314;0,239;14;93;0,108;14;0,214;26;306;0,252;26;0,231;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;11,7692307692308;0,0849673202614379;280;0,0656565656565657;0,792929292929293;0,0828025477707006;0,778378378378378;NA
"Groupe";"7";"Chimie";"2021";25;0,32;21;0,381;449;40,3;311;0,36;27;117;0,299;24;0,208;34;412;0,33;32;0,438;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;12,1176470588235;0,0776699029126214;380;0,0712694877505568;0,692650334075724;0,102893890675241;0,669064748201439;NA
"Groupe";"8";"Sciences de la Terre";"2021";14;0,571;9;0,444;337;41,2;286;0,402;9;30;0,233;8;0;22;222;0,338;22;0,227;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;10,0909090909091;0,0990990990990991;200;0,0652818991097923;0,8486646884273;0,0769230769230769;0,838095238095238;NA
"Groupe";"9";"Mécanique, génie mécanique, génie informatique, énergétique ";"2021";98;0,153;75;0,147;1191;28;803;0,271;72;296;0,145;67;0,179;123;1087;0,272;115;0,296;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;8,83739837398374;0,105795768169273;972;0,0965575146935348;0,674223341729639;0,14321295143213;0,639405204460966;NA
"Groupe";"Théologie";"Théologie";"2021";3;0,333;3;0,333;20;40;11;0,364;0;NA;NA;0;0;1;7;0,429;1;0;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;7;0,142857142857143;6;0,05;0,55;0,0909090909090909;0,526315789473684;NA
"Groupe";"1";"Droit et science politique";"2022";14;0,5;2;0;634;42,3;238;0,437;42;92;0,489;36;0,361;127;641;0,449;124;0,581;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;5,04724409448819;0,193447737909516;517;0,195583596214511;0,375394321766562;0,521008403361345;0,223529411764706;NA
"Groupe";"10";"Biologie et biochimie";"2022";43;0,326;28;0,357;752;58,2;607;0,583;33;92;0,37;30;0,367;91;557;0,526;85;0,553;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;6,12087912087912;0,152603231597846;472;0,113031914893617;0,80718085106383;0,14003294892916;0,782608695652174;NA
"Groupe";"11";"Pharmacie";"2022";7;0,714;1;0;173;61,3;141;0,617;12;24;0,417;12;0,417;27;157;0,522;26;0,577;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;5,81481481481481;0,165605095541401;131;0,15028901734104;0,815028901734104;0,184397163120567;0,782312925170068;NA
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2022";21;0,381;7;0,429;638;53,1;332;0,533;40;147;0,401;38;0,526;124;971;0,511;112;0,589;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;7,83064516129032;0,115345005149331;859;0,175548589341693;0,520376175548589;0,337349397590361;0,418250950570342;NA
"Groupe";"2";"Sciences économiques et de gestion ";"2022";33;0,364;14;0,286;529;44,2;297;0,428;43;NA;0,329;38;0,368;136;NA;0,404;128;0,547;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,241965973534972;0,561436672967864;0,430976430976431;0,4214463840399;NA
"Groupe";"3";"Littératures et Langues";"2022";30;0,667;19;0,737;1044;63,1;719;0,641;95;297;0,589;88;0,568;187;1602;0,635;179;0,737;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;8,5668449197861;0,111735330836454;1423;0,171455938697318;0,688697318007663;0,248956884561892;0,624277456647399;NA
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2022";87;0,425;53;0,396;1956;51,6;1361;0,531;137;468;0,464;130;0,585;211;2648;0,485;202;0,683;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;12,5497630331754;0,0762839879154079;2446;0,103271983640082;0,695807770961145;0,148420279206466;0,660775370581528;NA
"Groupe";"5";"Mathématiques et Informatique";"2022";62;0,161;50;0,14;943;28,6;682;0,261;71;427;0,208;70;0,257;180;1091;0,242;167;0,251;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;6,06111111111111;0,153070577451879;924;0,177094379639449;0,72322375397667;0,244868035190616;0,663659793814433;NA
"Groupe";"6";"Physique";"2022";35;0,057;27;0,037;396;28,8;312;0,247;9;27;0,111;9;0;28;297;0,219;26;0,231;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;10,6071428571429;0,0875420875420875;271;0,0656565656565657;0,787878787878788;0,0833333333333333;0,772972972972973;NA
"Groupe";"7";"Chimie";"2022";27;0,222;14;0,286;424;41,3;287;0,404;30;114;0,228;30;0,167;39;305;0,338;37;0,595;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;7,82051282051282;0,121311475409836;268;0,0872641509433962;0,67688679245283;0,128919860627178;0,645994832041344;NA
"Groupe";"8";"Sciences de la Terre";"2022";19;0,263;10;0,2;318;35,8;272;0,375;15;39;0,308;12;0,083;22;206;0,388;20;0,35;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;9,36363636363636;0,0970873786407767;186;0,0628930817610063;0,855345911949686;0,0735294117647059;0,845637583892617;NA
"Groupe";"9";"Mécanique, génie mécanique, génie informatique, énergétique ";"2022";85;0,2;67;0,209;1120;31,2;765;0,315;76;NA;0,174;73;0,205;158;NA;0,285;144;0,25;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,128571428571429;0,683035714285714;0,188235294117647;0,636270491803279;NA
"Groupe";"Théologie";"Théologie";"2022";5;0,4;3;0,667;24;33,3;14;0,357;0;NA;NA;0;0;0;0;0;0;0;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0,583333333333333;0;0,583333333333333;NA
"Groupe";"1";"Droit et science politique";"2023";6;0,333;1;0;620;44,7;238;0,479;45;114;0,465;37;0,432;151;647;0,436;146;0,493;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;4,28476821192053;0,225656877897991;501;0,235483870967742;0,383870967741935;0,613445378151261;0,194092827004219;NA
"Groupe";"10";"Biologie et biochimie";"2023";29;0,345;19;0,421;743;57,3;606;0,566;39;72;0,403;38;0,526;97;548;0,518;93;0,505;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;5,64948453608247;0,16970802919708;455;0,125168236877524;0,815612382234186;0,153465346534653;0,789230769230769;NA
"Groupe";"11";"Pharmacie";"2023";3;0,333;1;1;140;60;109;0,615;10;115;0,461;7;0,857;32;127;0,551;27;0,556;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;3,96875;0,21259842519685;100;0,192857142857143;0,778571428571429;0,247706422018349;0,725663716814159;NA
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2023";28;0,357;12;0,333;678;50,1;370;0,457;33;13;0,538;30;0,433;145;880;0,535;135;0,489;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;6,06896551724138;0,153409090909091;745;0,199115044247788;0,545722713864307;0,364864864864865;0,432780847145488;NA
"Groupe";"2";"Sciences économiques et de gestion ";"2023";37;0,324;8;0,25;564;49,5;333;0,529;58;181;0,392;47;0,404;155;550;0,46;140;0,5;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;3,54838709677419;0,254545454545455;410;0,24822695035461;0,590425531914894;0,42042042042042;0,455188679245283;NA
"Groupe";"3";"Littératures et Langues";"2023";25;0,56;14;0,5;1065;66;738;0,682;84;225;0,6;76;0,658;208;1678;0,629;201;0,657;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;8,06730769230769;0,119785458879619;1477;0,188732394366197;0,692957746478873;0,272357723577236;0,621527777777778;NA
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2023";66;0,409;43;0,395;1962;52,9;1370;0,539;127;458;0,456;120;0,558;260;2705;0,487;244;0,566;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;10,4038461538462;0,0902033271719039;2461;0,124362895005097;0,698267074413863;0,178102189781022;0,655413271245634;NA
"Groupe";"5";"Mathématiques et Informatique";"2023";81;0,198;64;0,172;960;29,2;729;0,274;84;370;0,157;80;0,15;201;1042;0,259;179;0,235;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;5,18407960199005;0,171785028790787;863;0,186458333333333;0,759375;0,245541838134431;0,704225352112676;NA
"Groupe";"6";"Physique";"2023";22;0,182;16;0,125;380;25,3;299;0,237;20;76;0,211;19;0,316;36;297;0,242;31;0,194;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;8,25;0,104377104377104;266;0,0815789473684211;0,786842105263158;0,103678929765886;0,767908309455587;NA
"Groupe";"7";"Chimie";"2023";22;0,545;15;0,6;408;39,2;294;0,361;20;68;0,294;19;0,421;50;319;0,382;47;0,468;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;6,38;0,147335423197492;272;0,115196078431373;0,720588235294118;0,159863945578231;0,684210526315789;NA
"Groupe";"8";"Sciences de la Terre";"2023";16;0;11;0;279;36,9;240;0,363;14;39;0,282;12;0,333;28;228;0,316;27;0,259;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;8,14285714285714;0,118421052631579;201;0,0967741935483871;0,860215053763441;0,1125;0,845238095238095;NA
"Groupe";"9";"Mécanique, génie mécanique, génie informatique, énergétique ";"2023";67;0,119;54;0,13;1012;28;707;0,28;90;280;0,15;82;0,146;184;856;0,293;151;0,238;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;4,65217391304348;0,176401869158879;705;0,149209486166008;0,698616600790514;0,213578500707214;0,645760743321719;NA
"Groupe";"Théologie";"Théologie";"2023";0;0;0;0;20;25;12;0,333;0;NA;NA;0;0;2;4;0,5;2;0;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;2;0,5;2;0,1;0,6;0,166666666666667;0,555555555555556;NA
"Groupe";"1";"Droit et science politique";"2024";NA;NA;NA;NA;NA;NA;NA;NA;30;NA;NA;NA;NA;129;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"10";"Biologie et biochimie";"2024";NA;NA;NA;NA;NA;NA;NA;NA;40;NA;NA;NA;NA;98;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"11";"Pharmacie";"2024";NA;NA;NA;NA;NA;NA;NA;NA;18;NA;NA;NA;NA;45;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2024";NA;NA;NA;NA;NA;NA;NA;NA;42;NA;NA;NA;NA;139;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"2";"Sciences économiques et de gestion ";"2024";NA;NA;NA;NA;NA;NA;NA;NA;44;NA;NA;NA;NA;147;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"3";"Littératures et Langues";"2024";NA;NA;NA;NA;NA;NA;NA;NA;82;NA;NA;NA;NA;174;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2024";NA;NA;NA;NA;NA;NA;NA;NA;133;NA;NA;NA;NA;256;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"5";"Mathématiques et Informatique";"2024";NA;NA;NA;NA;NA;NA;NA;NA;94;NA;NA;NA;NA;216;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"6";"Physique";"2024";NA;NA;NA;NA;NA;NA;NA;NA;40;NA;NA;NA;NA;42;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"7";"Chimie";"2024";NA;NA;NA;NA;NA;NA;NA;NA;41;NA;NA;NA;NA;42;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"8";"Sciences de la Terre";"2024";NA;NA;NA;NA;NA;NA;NA;NA;19;NA;NA;NA;NA;26;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"9";"Mécanique, génie mécanique, génie informatique, énergétique ";"2024";NA;NA;NA;NA;NA;NA;NA;NA;107;NA;NA;NA;NA;218;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Santé";"Autres santé(mono-appartenants)";"2024";NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;17;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Théologie";"Théologie";"2024";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";NA;NA;"2024";NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"1";"Droit et science politique";"2025";NA;NA;NA;NA;NA;NA;NA;NA;11;NA;NA;NA;NA;66;NA;NA;NA;NA;88;1;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"10";"Biologie et biochimie";"2025";NA;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;NA;NA;60;NA;NA;NA;NA;67;1;2;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"11";"Pharmacie";"2025";NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;18;NA;NA;NA;NA;11;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2025";NA;NA;NA;NA;NA;NA;NA;NA;16;NA;NA;NA;NA;76;NA;NA;NA;NA;46;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"2";"Sciences économiques et de gestion ";"2025";NA;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;NA;NA;108;NA;NA;NA;NA;63;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"3";"Littératures et Langues";"2025";NA;NA;NA;NA;NA;NA;NA;NA;48;NA;NA;NA;NA;120;NA;NA;NA;NA;113;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2025";NA;NA;NA;NA;NA;NA;NA;NA;76;NA;NA;NA;NA;125;NA;NA;NA;NA;174;1;1;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"5";"Mathématiques et Informatique";"2025";NA;NA;NA;NA;NA;NA;NA;NA;58;NA;NA;NA;NA;126;NA;NA;NA;NA;83;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"6";"Physique";"2025";NA;NA;NA;NA;NA;NA;NA;NA;16;NA;NA;NA;NA;36;NA;NA;NA;NA;11;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"7";"Chimie";"2025";NA;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;NA;NA;29;NA;NA;NA;NA;23;1;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"8";"Sciences de la Terre";"2025";NA;NA;NA;NA;NA;NA;NA;NA;10;NA;NA;NA;NA;10;NA;NA;NA;NA;18;1;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"9";"Mécanique, génie mécanique, génie informatique, énergétique ";"2025";NA;NA;NA;NA;NA;NA;NA;NA;55;NA;NA;NA;NA;111;NA;NA;NA;NA;69;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Santé";"Autres santé(mono-appartenants)";"2025";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Théologie";"Théologie";"2025";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";NA;NA;"2025";NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"Galaxie";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Section";"1";"Droit privé et sciences criminelles";"2009";4;0,25;1;0;275;56,3;92;0,478;37;35;0,4;27;0,407;65;225;0,516;63;0,429;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;3,46153846153846;0,28;162;0,229090909090909;0,334545454545455;0,684782608695652;0,136792452830189;NA
"Section";"10";"Littératures comparées";"2009";28;0,429;11;0,364;187;65,3;59;0,678;9;36;0,556;8;0,75;5;122;0,623;5;0,8;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;24,4;0,040983606557377;117;0,0267379679144385;0,315508021390374;0,0847457627118644;0,296703296703297;NA
"Section";"11";"Langues et littératures anglaises et anglo-saxonnes";"2009";39;0,681;32;0,656;211;63,6;123;0,667;56;69;0,536;37;0,568;96;344;0,669;92;0,761;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;3,58333333333333;0,267441860465116;252;0,436018957345972;0,582938388625592;0,747967479674797;0,260504201680672;NA
"Section";"12";"Langues et littératures germaniques et scandinaves";"2009";22;0,28;12;0,333;59;71,2;45;0,8;11;22;0,591;9;0,444;20;103;0,709;18;0,556;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;5,15;0,174757281553398;85;0,305084745762712;0,76271186440678;0,4;0,658536585365854;NA
"Section";"13";"Langues et littératures slaves";"2009";9;0,455;6;0,5;48;63,8;34;0,647;3;6;0,5;2;0;4;40;0,825;4;0,75;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;10;0,1;36;0,0833333333333333;0,708333333333333;0,117647058823529;0,681818181818182;NA
"Section";"14";"Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes";"2009";32;0,553;23;0,522;204;68,6;101;0,743;33;39;0,487;16;0,625;58;281;0,641;56;0,607;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;4,8448275862069;0,199288256227758;225;0,274509803921569;0,495098039215686;0,554455445544555;0,304054054054054;NA
"Section";"15";"Langues et littératures arabes, chinoises, japonaises, hébraïques, d'autres domaines linguistiques";"2009";23;0,3;16;0,375;147;56,2;88;0,545;16;17;0,471;11;0,455;18;90;0,478;18;0,444;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;5;0,2;72;0,122448979591837;0,598639455782313;0,204545454545455;0,542635658914729;NA
"Section";"16";"Psychologie et Ergonomie";"2009";74;0,398;48;0,417;298;59,9;141;0,645;42;74;0,419;34;0,441;66;310;0,603;63;0,524;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;4,6969696969697;0,203225806451613;247;0,211409395973154;0,473154362416107;0,446808510638298;0,331914893617021;NA
"Section";"17";"Philosophie";"2009";33;0,154;18;0,167;249;35,3;111;0,36;11;43;0,279;11;0,273;13;267;0,341;13;0,308;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;20,5384615384615;0,048689138576779;254;0,0522088353413655;0,44578313253012;0,117117117117117;0,415254237288136;NA
"Section";"18";"Architecture et Arts : plastiques, du spectacle, musique, musicologie, esthétique, sciences de l'art";"2009";50;0,333;35;0,371;379;56;199;0,573;23;56;0,357;18;0,278;34;437;0,563;31;0,516;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;12,8529411764706;0,0709382151029748;406;0,0817941952506596;0,525065963060686;0,155778894472362;0,482758620689655;NA
"Section";"19";"Sociologie, démographie";"2009";67;0,312;30;0,133;436;47,8;264;0,511;28;55;0,382;21;0,476;42;564;0,496;40;0,5;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;13,4285714285714;0,0709219858156028;524;0,0917431192660551;0,605504587155963;0,151515151515152;0,565656565656566;NA
"Section";"2";"Droit public";"2009";2;0,143;NA;NA;225;41;46;0,391;29;22;0,273;15;0,2;58;111;0,396;51;0,373;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;1,91379310344828;0,459459459459459;60;0,226666666666667;0,204444444444444;1,10869565217391;-0,028735632183908;NA
"Section";"20";"Anthropologie biologique, ethnologie, préhistoire";"2009";36;0,298;19;0,421;239;54,2;119;0,571;5;13;0,308;4;0,25;7;173;0,59;6;0,667;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;24,7142857142857;0,0346820809248555;167;0,0251046025104603;0,497907949790795;0,0504201680672269;0,484978540772532;NA
"Section";"21";"Histoire et civilisations : histoire et archéologie des mondes anciens et des mondes médiévaux, de l'art";"2009";29;0,59;30;0,6;236;51,6;158;0,5;17;36;0,444;15;0,533;26;263;0,532;25;0,48;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;10,1153846153846;0,0950570342205323;238;0,105932203389831;0,669491525423729;0,158227848101266;0,630331753554502;NA
"Section";"22";"Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain, de l'art, de la musique";"2009";87;0,35;61;0,426;488;48,4;314;0,49;32;84;0,298;29;0,241;41;569;0,475;39;0,333;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;13,8780487804878;0,0685413005272408;530;0,0799180327868853;0,64344262295082;0,124203821656051;0,612472160356347;NA
"Section";"23";"Géographie physique, humaine, économique et régionale";"2009";34;0,325;25;0,4;200;40,5;136;0,382;28;43;0,302;22;0,273;44;307;0,446;43;0,349;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;6,97727272727273;0,140065146579805;264;0,215;0,68;0,316176470588235;0,592356687898089;NA
"Section";"24";"Aménagement de l'espace, urbanisme";"2009";31;0,361;11;0,273;152;46,4;74;0,581;12;23;0,304;9;0,333;14;187;0,513;14;0,429;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;13,3571428571429;0,0748663101604278;173;0,0921052631578947;0,486842105263158;0,189189189189189;0,434782608695652;NA
"Section";"25";"Mathématiques";"2009";150;0,155;121;0,157;320;19,2;249;0,185;31;242;0,153;29;0,172;61;499;0,204;58;0,224;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;8,18032786885246;0,11623246492986;441;0,18125;0,778125;0,232931726907631;0,729007633587786;NA
"Section";"26";"Mathématiques appliquées et applications des mathématiques";"2009";140;0,224;101;0,218;494;25,2;256;0,301;41;210;0,152;34;0,147;86;545;0,261;80;0,288;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;6,33720930232558;0,146788990825688;465;0,161943319838057;0,518218623481781;0,3125;0,42512077294686;NA
"Section";"27";"Informatique";"2009";184;0,186;117;0,171;759;24;466;0,215;74;176;0,188;60;0,217;141;689;0,238;131;0,16;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;4,88652482269504;0,190130624092888;558;0,172595520421607;0,613965744400527;0,281115879828326;0,53343949044586;NA
"Section";"28";"Milieux denses et matériaux";"2009";198;0,178;109;0,156;559;29,1;373;0,322;32;124;0,21;30;0,267;43;405;0,257;43;0,256;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;9,41860465116279;0,106172839506173;362;0,0769230769230769;0,667262969588551;0,115281501340483;0,63953488372093;NA
"Section";"29";"Constituants élémentaires";"2009";63;0,128;46;0,13;164;22,6;117;0,205;9;28;0,179;8;0,25;16;135;0,178;14;0,143;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;8,4375;0,103703703703704;121;0,0853658536585366;0,713414634146341;0,11965811965812;0,686666666666667;NA
"Section";"3";"Histoire du droit et des institutions";"2009";0;NA;NA;NA;55;43,3;28;0,393;12;10;0,5;8;0,5;10;69;0,42;10;0,4;NA;NA;NA;"CNU";NA;NA;NA;NA;NA;NA;NA;6,9;0,144927536231884;59;0,181818181818182;0,509090909090909;0,357142857142857;0,4;NA
